 	SD_GA_percent	SD_GA_count
MSMEG_3240	0.7143	6
MSMEG_3241	0.5	2
MSMEG_3242	0.6429	5
MSMEG_3244	0.4286	2
MSMEG_3251	0.5714	4
MSMEG_3254	0.5	3
MSMEG_3255	0.7143	6
MSMEG_3258	0.5	3
MSMEG_3260	0.5714	4
MSMEG_3261	0.5	3
MSMEG_3262	0.6429	5
MSMEG_3266	0.7143	5
MSMEG_3267	0.6429	6
MSMEG_3268	0.7143	6
MSMEG_3269	0.7857	8
MSMEG_3270	0.6429	5
MSMEG_3271	0.6429	7
MSMEG_3272	0.7857	9
MSMEG_3273	0.4286	4
MSMEG_3274	0.5714	6
MSMEG_3276	0.6429	5
MSMEG_3277	0.6429	6
MSMEG_3279	0.4286	2
MSMEG_3282	0.2143	0
MSMEG_3285	0.7143	6
MSMEG_3288	0.7143	7
MSMEG_3289	0.7143	7
MSMEG_3290	0.6429	4
MSMEG_3291	0.7143	8
MSMEG_3293	0.6429	6
MSMEG_3294	0.3571	3
MSMEG_3295	0.2857	1
MSMEG_3296	0.5714	4
MSMEG_3298	0.6429	4
MSMEG_3300	0.6429	7
MSMEG_3301	0.4286	2
MSMEG_3302	0.7857	8
MSMEG_3303	0.4286	1
MSMEG_3305	0.4286	1
MSMEG_3310	0.8571	9
MSMEG_3311	0.5	3
MSMEG_3313	0.2857	1
MSMEG_3315	0.5	1
MSMEG_3316	0.5	3
MSMEG_3318	0.7857	8
MSMEG_3321	0.7143	6
MSMEG_3322	0.4286	0
MSMEG_3324	0.6429	6
MSMEG_3326	0.5	2
MSMEG_3328	0.5714	6
MSMEG_3329	0.6429	6
MSMEG_3330	0.7143	6
MSMEG_3331	0.5714	5
MSMEG_3334	0.5	2
MSMEG_3339	0.7143	6
MSMEG_3340	0.3571	1
MSMEG_3343	0.5714	4
MSMEG_3347	0.7143	6
MSMEG_3348	0.5	5
MSMEG_3349	0.7143	8
MSMEG_3350	0.7143	6
MSMEG_3351	0.4286	2
MSMEG_3353	0.5714	4
MSMEG_3354	0.6429	5
MSMEG_3355	0.5714	6
MSMEG_3356	0.5714	6
MSMEG_3362	0.7143	6
MSMEG_3364	0.6429	5
MSMEG_3366	0.5714	6
MSMEG_3367	0.7857	9
MSMEG_3368	0.6429	5
MSMEG_3369	0.6429	6
MSMEG_3372	0.4286	2
MSMEG_3373	0.2857	2
MSMEG_3374	0.5	4
MSMEG_3381	0.3571	2
MSMEG_3384	0.7143	7
MSMEG_3385	0.6429	6
MSMEG_3386	0.6429	6
MSMEG_3387	0.6429	7
MSMEG_3388	0.6429	7
MSMEG_3390	0.5714	6
MSMEG_3391	0.3571	1
MSMEG_3392	0.6429	4
MSMEG_3393	0.7143	8
MSMEG_3394	0.7857	8
MSMEG_3396	0.5	3
MSMEG_3397	0.7143	6
MSMEG_3398	0.6429	6
MSMEG_3401	0.7143	6
MSMEG_3402	0.5714	5
MSMEG_3403	0.7143	6
MSMEG_3404	0.5714	4
MSMEG_3405	0.5	4
MSMEG_3406	0.5714	5
MSMEG_3409	0.7143	7
MSMEG_3410	0.7143	8
MSMEG_3414	0.2857	1
MSMEG_3415	0.6429	4
MSMEG_3416	0.4286	2
MSMEG_3417	0.4286	2
MSMEG_3420	0.5714	3
MSMEG_3423	0.7143	8
MSMEG_3424	0.5714	3
MSMEG_3427	0.7857	8
MSMEG_3428	0.4286	4
MSMEG_3429	0.2857	2
MSMEG_3431	0.5	4
MSMEG_3436	0.7143	6
MSMEG_3444	0.8571	10
MSMEG_3445	0.4286	5
MSMEG_3446	0.3571	1
MSMEG_3448	0.7143	5
MSMEG_3450	0.6429	5
MSMEG_3453	0.5	5
MSMEG_3455	0.5	3
MSMEG_3456	0.7143	8
MSMEG_3458	0.7143	8
MSMEG_3461	0.5	6
MSMEG_3462	0.7143	7
MSMEG_3463	0.4286	2
MSMEG_3465	0.5	2
MSMEG_3467	0.3571	1
MSMEG_3469	0.3571	2
MSMEG_3470	0.5	5
MSMEG_3473	0.5714	7
MSMEG_3474	0.6429	6
MSMEG_3478	0.6429	5
MSMEG_3481	0.5	2
MSMEG_3482	0.6429	6
MSMEG_3484	0.6429	5
MSMEG_3485	0.6429	5
MSMEG_3486	0.8571	10
MSMEG_3492	0.5	3
MSMEG_3496	0.5	4
MSMEG_3498	0.5	2
MSMEG_3502	0.6429	3
MSMEG_3508	0.8571	9
MSMEG_3509	0.7143	6
MSMEG_3510	0.5714	4
MSMEG_3512	0.5	1
MSMEG_3517	0.4286	2
MSMEG_3518	0.7143	6
MSMEG_3521	0.8571	10
MSMEG_3522	0.7857	9
MSMEG_3523	0.7143	6
MSMEG_3524	0.6429	6
MSMEG_3526	0.5	4
MSMEG_3527	0.6429	5
MSMEG_3529	0.5714	4
MSMEG_3530	0.4286	2
MSMEG_3533	0.6429	5
MSMEG_3536	0.8571	9
MSMEG_3537	0.6429	5
MSMEG_3539	0.2857	0
MSMEG_3541	0.5714	4
MSMEG_3542	0.4286	3
MSMEG_3543	0.7857	8
MSMEG_3544	0.5	2
MSMEG_3546	0.5	1
MSMEG_3547	0.5714	3
MSMEG_3548	0.7857	8
MSMEG_3549	0.5714	3
MSMEG_3550	0.7857	8
MSMEG_3551	0.2857	1
MSMEG_3552	0.5	2
MSMEG_3553	0.7143	6
MSMEG_3554	0.7143	8
MSMEG_3555	0.5714	5
MSMEG_3556	0.7143	7
MSMEG_3557	0.7143	6
MSMEG_3559	0.5714	4
MSMEG_3560	0.7143	7
MSMEG_3563	0.7143	6
MSMEG_3565	0.5	4
MSMEG_3567	0.6429	7
MSMEG_3568	0.7143	5
MSMEG_3571	0.2857	1
MSMEG_3572	0.5	3
MSMEG_3573	0.6429	6
MSMEG_3576	0.5714	4
MSMEG_3577	0.5714	4
MSMEG_3579	0.5	3
MSMEG_3581	0.5714	5
MSMEG_3582	0.7143	8
MSMEG_3584	0.5	2
MSMEG_3585	0.7857	8
MSMEG_3586	0.7857	7
MSMEG_3587	0.6429	7
MSMEG_3588	0.5	1
MSMEG_3590	0.4286	2
MSMEG_3591	0.4286	3
MSMEG_3593	0.5714	4
MSMEG_3595	0.7857	8
MSMEG_3596	0.5	3
MSMEG_3597	0.5	3
MSMEG_3598	0.7857	8
MSMEG_3599	0.8571	10
MSMEG_3600	0.3571	0
MSMEG_3601	0.6429	6
MSMEG_3602	0.5714	6
MSMEG_3603	0.6429	4
MSMEG_3604	0.7143	8
MSMEG_3606	0.7857	9
MSMEG_3607	0.7857	7
MSMEG_3609	0.2857	1
MSMEG_3610	0.4286	1
MSMEG_3611	0.5	3
MSMEG_3617	0.7143	6
MSMEG_3618	0.3571	2
MSMEG_3622	0.6429	4
MSMEG_3623	0.5	5
MSMEG_3624	0.2857	1
MSMEG_3625	0.7857	8
MSMEG_3626	0.5	5
MSMEG_3629	0.6429	6
MSMEG_3635	0.5	2
MSMEG_3637	0.5	3
MSMEG_3638	0.7143	7
MSMEG_3640	0.5714	5
MSMEG_3643	0.5	4
MSMEG_3646	0.5714	3
MSMEG_3651	0.6429	6
MSMEG_3652	0.6429	7
MSMEG_3653	0.5714	5
MSMEG_3655	0.3571	1
MSMEG_3656	0.3571	3
MSMEG_3657	0.7857	7
MSMEG_3661	0.5	2
MSMEG_3662	0.9286	12
MSMEG_3664	0.5	3
MSMEG_3665	0.5714	3
MSMEG_3669	0.7143	6
MSMEG_3672	0.6429	5
MSMEG_3673	0.5	4
MSMEG_3676	0.5	1
MSMEG_3679	0.7143	7
MSMEG_3684	0.7143	5
MSMEG_3688	0.5	5
MSMEG_3691	0.6429	4
MSMEG_3695	0.9286	11
MSMEG_3697	0.5	5
MSMEG_3698	0.4286	1
MSMEG_3699	0.5	4
MSMEG_3700	0.6429	4
MSMEG_3701	0.7857	8
MSMEG_3703	0.3571	1
MSMEG_3704	0.5	4
MSMEG_3705	0.7143	7
MSMEG_3707	0.7857	9
MSMEG_3709	0.6429	5
MSMEG_3710	0.7143	7
MSMEG_3711	0.6429	6
MSMEG_3712	0.4286	2
MSMEG_3713	0.5	4
MSMEG_3715	0.4286	1
MSMEG_3716	0.3571	1
MSMEG_3719	0.5714	5
MSMEG_3720	0.5	4
MSMEG_3721	0.7143	7
MSMEG_3722	0.5714	4
MSMEG_3723	0.7143	7
MSMEG_3724	0.7857	8
MSMEG_3726	0.7143	7
MSMEG_3728	0.5	4
MSMEG_3729	0.5714	3
MSMEG_3731	0.6429	4
MSMEG_3732	0.5	3
MSMEG_3735	0.7143	7
MSMEG_3738	0.7143	6
MSMEG_3739	0.6429	5
MSMEG_3740	0.6429	6
MSMEG_3742	0.4286	2
MSMEG_3745	0.7143	7
MSMEG_3751	0.5714	4
MSMEG_3753	0.4286	3
MSMEG_3758	0.5714	4
MSMEG_3760	0.5	4
MSMEG_3761	0.7143	7
MSMEG_3762	0.5	4
MSMEG_3763	0.5	2
MSMEG_3769	0.7143	6
MSMEG_3770	0.6429	7
MSMEG_3771	0.8571	9
MSMEG_3772	0.6429	5
MSMEG_3773	0.6429	5
MSMEG_3777	0.5	4
MSMEG_3779	0.5	2
MSMEG_3781	0.7143	6
MSMEG_3782	0.7857	9
MSMEG_3783	0.3571	2
MSMEG_3787	0.2857	0
MSMEG_3788	0.6429	6
MSMEG_3789	0.5	4
MSMEG_3790	0.3571	2
MSMEG_3793	0.7143	6
MSMEG_3797	0.5	3
MSMEG_3798	0.7143	6
MSMEG_3801	0.6429	5
MSMEG_3805	0.7143	8
MSMEG_3806	0.6429	6
MSMEG_3809	0.5	3
MSMEG_3813	0.3571	1
MSMEG_3815	0.2857	1
MSMEG_3816	0.3571	1
MSMEG_3817	0.6429	7
MSMEG_3818	0.6429	5
MSMEG_3820	0.5	2
MSMEG_3821	0.7857	8
MSMEG_3822	0.7143	8
MSMEG_3823	0.6429	5
MSMEG_3824	0.7143	6
MSMEG_3825	0.5714	4
MSMEG_3826	0.5714	6
MSMEG_3827	0.7857	8
MSMEG_3828	0.5714	4
MSMEG_3829	0.7143	7
MSMEG_3830	0.5714	4
MSMEG_3832	0.7143	7
MSMEG_3834	0.5	2
MSMEG_3837	0.4286	2
MSMEG_3838	0.6429	5
MSMEG_3840	0.5714	3
MSMEG_3841	0.6429	6
MSMEG_3842	0.6429	5
MSMEG_3844	0.6429	5
MSMEG_3847	0.5	2
MSMEG_3849	0.7143	6
MSMEG_3850	0.7857	9
MSMEG_3851	0.5	2
MSMEG_3852	0.7857	8
MSMEG_3853	0.5	3
MSMEG_3857	0.3571	1
MSMEG_3859	0.7857	8
MSMEG_3860	0.4286	3
MSMEG_3865	0.5	3
MSMEG_3866	0.7143	7
MSMEG_3867	0.6429	5
MSMEG_3868	0.5	4
MSMEG_3870	0.5714	5
MSMEG_3871	0.5714	5
MSMEG_3873	0.6429	4
MSMEG_3875	0.7143	7
MSMEG_3876	0.7143	7
MSMEG_3878	0.7857	8
MSMEG_3882	0.4286	1
MSMEG_3883	0.5	4
MSMEG_3884	0.8571	10
MSMEG_3885	0.7143	6
MSMEG_3886	0.3571	2
MSMEG_3888	0.7857	8
MSMEG_3891	0.7143	7
MSMEG_3892	0.5	3
MSMEG_3893	0.5714	4
MSMEG_3894	0.7857	7
MSMEG_3895	0.4286	2
MSMEG_3897	0.5714	4
MSMEG_3898	0.8571	9
MSMEG_3899	0.7857	8
MSMEG_3900	0.5	5
MSMEG_3905	0.5	4
MSMEG_3907	0.4286	2
MSMEG_3908	0.6429	6
MSMEG_3910	0.4286	1
MSMEG_3911	0.7143	6
MSMEG_3912	0.5714	5
MSMEG_3913	0.7857	8
MSMEG_3914	0.5	3
MSMEG_3915	0.6429	6
MSMEG_3917	0.6429	5
MSMEG_3920	0.7857	7
MSMEG_3922	0.4286	2
MSMEG_3924	0.7857	9
MSMEG_3925	0.5	3
MSMEG_3926	0.5714	4
MSMEG_3928	0.7143	6
MSMEG_3929	0.7143	7
MSMEG_3931	0.6429	5
MSMEG_3932	0.8571	9
MSMEG_3933	0.5714	5
MSMEG_3934	0.5714	4
MSMEG_3935	0.6429	6
MSMEG_3936	0.5	3
MSMEG_3937	0.6429	7
MSMEG_3938	0.5	2
MSMEG_3939	0.7143	7
MSMEG_3940	0.7143	7
MSMEG_3941	0.5714	4
MSMEG_3942	0.5	1
MSMEG_3943	0.3571	2
MSMEG_3944	0.5714	6
MSMEG_3945	0.5714	3
MSMEG_3946	0.4286	4
MSMEG_3947	0.6429	3
MSMEG_3948	0.5714	5
MSMEG_3949	0.7143	8
MSMEG_3951	0.6429	6
MSMEG_3952	0.5	3
MSMEG_3953	0.2857	1
MSMEG_3954	0.5714	3
MSMEG_3955	0.5714	5
MSMEG_3956	0.5714	3
MSMEG_3957	0.6429	4
MSMEG_3963	0.3571	1
MSMEG_3964	0.6429	4
MSMEG_3966	0.6429	6
MSMEG_3970	0.6429	6
MSMEG_3971	0.5	3
MSMEG_3972	0.4286	0
MSMEG_3973	0.5714	4
MSMEG_3981	0.7857	9
MSMEG_3982	0.7857	7
MSMEG_3984	0.7143	7
MSMEG_3985	0.7143	7
MSMEG_3986	0.6429	5
MSMEG_3987	0.5714	5
MSMEG_3989	0.8571	9
MSMEG_3990	0.6429	6
MSMEG_3991	0.6429	7
MSMEG_3992	0.5714	5
MSMEG_3993	0.5714	3
MSMEG_3994	0.8571	9
MSMEG_3995	0.7857	8
MSMEG_3996	0.5714	3
MSMEG_3998	0.5	3
MSMEG_3999	0.7143	8
MSMEG_4000	0.7143	7
MSMEG_4001	0.7857	8
MSMEG_4002	0.7143	7
MSMEG_4003	0.6429	6
MSMEG_4004	0.4286	3
MSMEG_4005	0.5714	5
MSMEG_4006	0.2143	0
MSMEG_4008	0.7857	8
MSMEG_4009	0.2857	1
MSMEG_4010	0.7143	6
MSMEG_4011	0.5714	5
MSMEG_4012	0.6429	6
MSMEG_4013	0.9286	11
MSMEG_4014	0.5	2
MSMEG_4015	0.5	2
MSMEG_4016	0.6429	3
MSMEG_4017	0.3571	1
MSMEG_4018	0.4286	1
MSMEG_4019	0.7143	7
MSMEG_4020	0.6429	7
MSMEG_4021	0.6429	5
MSMEG_4023	0.7857	10
MSMEG_4025	0.6429	7
MSMEG_4026	0.6429	6
MSMEG_4027	0.4286	3
MSMEG_4028	0.7143	8
MSMEG_4031	0.8571	9
MSMEG_4032	0.6429	6
MSMEG_4033	0.3571	0
MSMEG_4035	0.5714	5
MSMEG_4036	0.3571	1
MSMEG_4039	0.5714	5
MSMEG_4040	0.2857	1
MSMEG_4043	0.9286	12
MSMEG_4045	0.7857	9
MSMEG_4046	0.6429	6
MSMEG_4047	0.6429	6
MSMEG_4048	0.7857	7
MSMEG_4049	0.8571	9
MSMEG_4050	0.7143	7
MSMEG_4051	0.5714	3
MSMEG_4054	0.3571	2
MSMEG_4056	0.5714	5
MSMEG_4058	0.5714	5
MSMEG_4059	0.6429	6
MSMEG_4061	0.7857	8
MSMEG_4062	0.5714	4
MSMEG_4063	0.3571	1
MSMEG_4064	0.5	4
MSMEG_4065	0.3571	2
MSMEG_4066	0.8571	9
MSMEG_4069	0.4286	3
MSMEG_4070	0.7143	7
MSMEG_4072	0.2857	0
MSMEG_4074	0.6429	6
MSMEG_4075	0.6429	6
MSMEG_4076	0.6429	5
MSMEG_4077	0.5	3
MSMEG_4078	0.7857	7
MSMEG_4082	0.6429	4
MSMEG_4083	0.5	4
MSMEG_4084	0.5714	6
MSMEG_4086	0.5	4
MSMEG_4089	0.5	4
MSMEG_4091	0.7143	6
MSMEG_4092	0.3571	3
MSMEG_4093	0.6429	5
MSMEG_4094	0.6429	7
MSMEG_4095	0.6429	5
MSMEG_4096	0.6429	5
MSMEG_4097	0.6429	5
MSMEG_4098	0.5714	5
MSMEG_4099	0.6429	5
MSMEG_4100	0.7857	8
MSMEG_4101	0.7857	9
MSMEG_4102	0.6429	5
MSMEG_4103	0.7143	7
MSMEG_4104	0.2857	0
MSMEG_4105	0.5	4
MSMEG_4106	0.6429	6
MSMEG_4107	0.7143	8
MSMEG_4110	0.7143	7
MSMEG_4111	0.6429	5
MSMEG_4112	0.5714	3
MSMEG_4114	0.5714	6
MSMEG_4115	0.7143	7
MSMEG_4117	0.7143	7
MSMEG_4118	0.6429	7
MSMEG_4119	0.7143	7
MSMEG_4122	0.7143	7
MSMEG_4124	0.5	3
MSMEG_4127	0.5	3
MSMEG_4131	0.4286	2
MSMEG_4135	0.6429	5
MSMEG_4136	0.5714	3
MSMEG_4137	0.6429	5
MSMEG_4138	0.5714	4
MSMEG_4140	0.5	2
MSMEG_4141	0.6429	6
MSMEG_4144	0.7143	8
MSMEG_4146	0.7143	6
MSMEG_4147	0.7143	6
MSMEG_4148	0.6429	7
MSMEG_4149	0.7857	8
MSMEG_4150	0.6429	5
MSMEG_4152	0.5714	3
MSMEG_4154	0.6429	5
MSMEG_4156	0.6429	6
MSMEG_4157	0.5714	5
MSMEG_4158	0.3571	1
MSMEG_4162	0.5714	4
MSMEG_4164	0.4286	0
MSMEG_4167	0.7143	8
MSMEG_4168	0.8571	10
MSMEG_4169	0.6429	6
MSMEG_4170	0.7857	8
MSMEG_4171	0.6429	5
MSMEG_4172	0.5714	7
MSMEG_4173	0.6429	5
MSMEG_4176	0.6429	6
MSMEG_4178	0.5714	3
MSMEG_4181	0.5	4
MSMEG_4182	0.5	2
MSMEG_4184	0.4286	3
MSMEG_4187	0.6429	6
MSMEG_4191	0.5714	4
MSMEG_4193	0.7143	6
MSMEG_4198	0.5	4
MSMEG_4202	0.7143	7
MSMEG_4203	0.6429	6
MSMEG_4204	0.5714	5
MSMEG_4205	0.4286	3
MSMEG_4207	0.7143	7
MSMEG_4208	0.5714	5
MSMEG_4209	0.5	4
MSMEG_4210	0.6429	6
MSMEG_4211	0.7143	8
MSMEG_4212	0.5714	5
MSMEG_4213	0.6429	6
MSMEG_4217	0.6429	7
MSMEG_4220	0.3571	1
MSMEG_4221	0.5714	4
MSMEG_4223	0.7143	6
MSMEG_4224	0.6429	4
MSMEG_4227	0.6429	5
MSMEG_4229	0.5714	3
MSMEG_4231	0.7857	8
MSMEG_4233	0.3571	1
MSMEG_4234	0.9286	11
MSMEG_4241	0.4286	2
MSMEG_4247	0.5	2
MSMEG_4250	0.7143	6
MSMEG_4254	0.7143	7
MSMEG_4255	0.5	4
MSMEG_4259	0.2857	1
MSMEG_4262	0.5	2
MSMEG_4263	0.5714	5
MSMEG_4265	0.8571	9
MSMEG_4266	0.3571	1
MSMEG_4267	0.2857	1
MSMEG_4275	0.6429	6
MSMEG_4277	0.7143	6
MSMEG_4279	0.4286	1
MSMEG_4281	0.5714	4
MSMEG_4288	0.5	3
MSMEG_4291	0.6429	5
MSMEG_4293	0.5	1
MSMEG_4294	0.5	1
MSMEG_4296	0.6429	6
MSMEG_4297	0.2857	0
MSMEG_4300	0.4286	2
MSMEG_4301	0.5	2
MSMEG_4303	0.6429	6
MSMEG_4305	0.5	3
MSMEG_4306	0.7143	8
MSMEG_4309	0.5	3
MSMEG_4311	0.7143	7
MSMEG_4315	0.6429	4
MSMEG_4316	0.7143	7
MSMEG_4317	0.7143	7
MSMEG_4318	0.5714	5
MSMEG_4324	0.5714	4
MSMEG_4327	0.6429	5
MSMEG_4328	0.7143	6
MSMEG_4329	0.6429	6
MSMEG_4331	0.6429	5
MSMEG_4332	0.5714	4
MSMEG_4334	0.4286	2
MSMEG_4335	0.5714	5
MSMEG_4339	0.5714	3
MSMEG_4341	0.4286	2
MSMEG_4342	0.7857	9
MSMEG_4343	0.3571	1
MSMEG_4344	0.5	4
MSMEG_4345	0.3571	1
MSMEG_4346	0.7143	7
MSMEG_4348	0.6429	4
MSMEG_4350	0.4286	2
MSMEG_4352	0.5714	3
MSMEG_4355	0.5714	5
MSMEG_4356	0.5	5
MSMEG_4357	0.6429	6
MSMEG_4362	0.5714	4
MSMEG_4363	0.4286	2
MSMEG_4364	0.4286	2
MSMEG_4369	0.6429	6
MSMEG_4370	0.5714	3
MSMEG_4372	0.7143	7
MSMEG_4373	0.7857	9
MSMEG_4374	0.7143	7
MSMEG_4375	0.5714	5
MSMEG_4376	0.5714	3
MSMEG_4377	0.8571	9
MSMEG_4378	0.8571	10
MSMEG_4380	0.5714	5
MSMEG_4382	0.7143	7
MSMEG_4386	0.5	3
MSMEG_4387	0.5714	5
MSMEG_4388	0.6429	8
MSMEG_4389	0.5714	4
MSMEG_4390	0.4286	1
MSMEG_4391	0.5714	5
MSMEG_4393	0.5714	6
MSMEG_4397	0.5714	4
MSMEG_4398	0.5	5
MSMEG_4400	0.5	2
MSMEG_4403	0.5	5
MSMEG_4404	0.4286	1
MSMEG_4405	0.7143	5
MSMEG_4406	0.8571	10
MSMEG_4407	0.7143	6
MSMEG_4408	0.7143	6
MSMEG_4409	0.7857	8
MSMEG_4411	0.6429	5
MSMEG_4412	0.6429	7
MSMEG_4413	0.6429	6
MSMEG_4414	0.7143	6
MSMEG_4415	0.3571	3
MSMEG_4416	0.5714	4
MSMEG_4417	0.5714	4
MSMEG_4418	0.5	5
MSMEG_4419	0.5714	4
MSMEG_4420	0.8571	9
MSMEG_4421	0.7857	8
MSMEG_4422	0.5714	4
MSMEG_4423	0.5714	3
MSMEG_4424	0.5714	5
MSMEG_4425	0.3571	1
MSMEG_4426	0.6429	6
MSMEG_4427	0.4286	1
MSMEG_4428	0.7143	6
MSMEG_4429	0.7857	9
MSMEG_4432	0.5	3
MSMEG_4433	0.7143	8
MSMEG_4434	0.7143	8
MSMEG_4435	0.6429	5
MSMEG_4436	0.6429	6
MSMEG_4437	0.8571	10
MSMEG_4438	0.5	3
MSMEG_4439	0.7143	6
MSMEG_4440	0.7857	9
MSMEG_4441	0.7857	8
MSMEG_4442	0.5	3
MSMEG_4443	0.7143	7
MSMEG_4444	0.4286	2
MSMEG_4445	0.4286	2
MSMEG_4448	0.5714	4
MSMEG_4451	0.5714	4
MSMEG_4455	0.5714	3
MSMEG_4457	0.5	4
MSMEG_4459	0.6429	7
MSMEG_4462	0.6429	6
MSMEG_4463	0.7143	7
MSMEG_4465	0.7857	8
MSMEG_4466	0.5714	4
MSMEG_4467	0.5	2
MSMEG_4468	0.7857	7
MSMEG_4469	0.7143	6
MSMEG_4470	0.6429	5
MSMEG_4471	0.5714	4
MSMEG_4472	0.4286	4
MSMEG_4473	0.5	3
MSMEG_4477	0.5	3
MSMEG_4482	0.5	2
MSMEG_4484	0.5	3
MSMEG_4487	0.6429	5
MSMEG_4488	0.4286	3
MSMEG_4489	0.5714	3
MSMEG_4491	0.5	2
MSMEG_4492	0.5	4
MSMEG_4493	0.5714	3
MSMEG_4494	0.9286	11
MSMEG_4495	0.5	3
MSMEG_4496	0.6429	4
MSMEG_4498	0.5	3
MSMEG_4500	0.5	3
MSMEG_4501	0.4286	1
MSMEG_4502	0.5714	3
MSMEG_4503	0.5714	3
MSMEG_4505	0.7857	8
MSMEG_4506	0.5714	3
MSMEG_4508	0.7857	8
MSMEG_4509	0.7857	7
MSMEG_4510	0.7857	8
MSMEG_4511	0.6429	7
MSMEG_4512	0.5714	5
MSMEG_4513	0.5714	4
MSMEG_4514	0.5	2
MSMEG_4515	0.5714	5
MSMEG_4516	0.3571	3
MSMEG_4517	0.6429	5
MSMEG_4519	0.5714	5
MSMEG_4520	0.6429	7
MSMEG_4521	0.5714	5
MSMEG_4522	0.5714	4
MSMEG_4523	0.6429	5
MSMEG_4524	0.3571	1
MSMEG_4526	0.5	3
MSMEG_4528	0.6429	6
MSMEG_4529	0.5	2
MSMEG_4530	0.9286	11
MSMEG_4531	0.6429	6
MSMEG_4532	0.5714	4
MSMEG_4535	0.5714	3
MSMEG_4538	0.5	3
MSMEG_4539	0.6429	4
MSMEG_4540	0.5714	6
MSMEG_4541	0.6429	6
MSMEG_4542	0.5714	5
MSMEG_4543	0.5714	4
MSMEG_4545	0.7143	6
MSMEG_4547	0.6429	5
MSMEG_4548	0.7857	8
MSMEG_4549	0.5714	5
MSMEG_4551	0.5714	5
MSMEG_4552	0.4286	1
MSMEG_4554	0.7143	5
MSMEG_4557	0.7143	7
MSMEG_4560	0.2857	1
MSMEG_4567	0.7857	9
MSMEG_4568	0.5714	5
MSMEG_4569	0.7857	8
MSMEG_4572	0.5	1
MSMEG_4573	0.4286	2
MSMEG_4574	0.5714	4
MSMEG_4575	0.4286	4
MSMEG_4576	0.7857	7
MSMEG_4577	0.4286	3
MSMEG_4578	0.6429	4
MSMEG_4579	0.7857	7
MSMEG_4582	0.5714	3
MSMEG_4583	0.8571	10
MSMEG_4584	0.5	3
MSMEG_4585	0.5	2
MSMEG_4586	0.7857	7
MSMEG_4587	0.6429	5
MSMEG_4588	0.7857	7
MSMEG_4589	0.7143	6
MSMEG_4590	0.6429	5
MSMEG_4591	0.7143	7
MSMEG_4592	0.2143	1
MSMEG_4593	0.5	6
MSMEG_4594	0.4286	3
MSMEG_4596	0.5	3
MSMEG_4597	0.6429	4
MSMEG_4600	0.4286	3
MSMEG_4602	0.7857	7
MSMEG_4606	0.6429	4
MSMEG_4607	0.5	2
MSMEG_4608	0.4286	2
MSMEG_4610	0.7143	7
MSMEG_4611	0.6429	5
MSMEG_4613	0.4286	2
MSMEG_4619	0.3571	1
MSMEG_4621	0.8571	11
MSMEG_4623	0.7143	8
MSMEG_4624	0.5714	5
MSMEG_4635	0.4286	4
MSMEG_4636	0.6429	5
MSMEG_4637	0.5	4
MSMEG_4638	0.6429	5
MSMEG_4639	0.8571	10
MSMEG_4641	0.4286	2
MSMEG_4642	0.5	2
MSMEG_4644	0.5714	4
MSMEG_4648	0.7143	7
MSMEG_4649	0.5714	4
MSMEG_4650	0.7857	8
MSMEG_4651	0.7857	9
MSMEG_4652	0.4286	2
MSMEG_4653	0.5714	4
MSMEG_4656	0.8571	9
MSMEG_4660	0.4286	2
MSMEG_4662	0.5	4
MSMEG_4663	0.5714	4
MSMEG_4664	0.7143	8
MSMEG_4665	0.5714	4
MSMEG_4666	0.5714	5
MSMEG_4667	0.6429	7
MSMEG_4669	0.7143	7
MSMEG_4670	0.6429	6
MSMEG_4672	0.7857	8
MSMEG_4674	0.6429	5
MSMEG_4677	0.6429	6
MSMEG_4680	0.4286	2
MSMEG_4681	0.6429	6
MSMEG_4683	0.6429	5
MSMEG_4685	0.7143	6
MSMEG_4686	0.6429	7
MSMEG_4692	0.7143	6
MSMEG_4696	0.5	3
MSMEG_4697	0.2857	2
MSMEG_4701	0.8571	9
MSMEG_4702	0.3571	2
MSMEG_4703	0.6429	6
MSMEG_4704	0.5714	4
MSMEG_4707	0.6429	5
MSMEG_4710	0.6429	4
MSMEG_4711	0.7143	8
MSMEG_4713	0.7857	10
MSMEG_4714	0.5714	4
MSMEG_4715	0.7143	7
MSMEG_4716	0.4286	1
MSMEG_4719	0.5714	4
MSMEG_4721	0.5	3
MSMEG_4724	0.5714	4
MSMEG_4726	0.5714	3
MSMEG_4728	0.9286	11
MSMEG_4729	0.3571	3
MSMEG_4730	0.5714	3
MSMEG_4731	0.7143	7
MSMEG_4732	0.7143	6
MSMEG_4733	0.6429	4
MSMEG_4734	0.4286	1
MSMEG_4736	0.2857	0
MSMEG_4744	0.7857	9
MSMEG_4745	0.7143	6
MSMEG_4747	0.5714	4
MSMEG_4749	0.7143	6
MSMEG_4750	0.5	2
MSMEG_4754	0.5	3
MSMEG_4755	0.5	3
MSMEG_4757	0.7143	7
MSMEG_4758	0.3571	2
MSMEG_4759	0.6429	5
MSMEG_4760	0.2857	2
MSMEG_4762	0.6429	6
MSMEG_4764	0.7143	6
MSMEG_4765	0.7143	5
MSMEG_4766	0.5	3
MSMEG_4768	0.6429	4
MSMEG_4769	0.5	3
MSMEG_4770	0.5714	4
MSMEG_4772	0.4286	2
MSMEG_4774	0.5714	4
MSMEG_4777	0.4286	2
