 	SD_GA_percent	SD_GA_count
MSMEG_6861	0.6429	5
MSMEG_6865	0.2143	0
MSMEG_6874	0.7143	7
MSMEG_6881	0.6429	4
MSMEG_6884	0.7143	8
MSMEG_6892	0.5	3
MSMEG_6896	0.5714	6
MSMEG_6897	0.5	2
MSMEG_6900	0.2857	0
MSMEG_6903	0.7143	6
MSMEG_6911	0.6429	6
MSMEG_6919	0.7857	8
MSMEG_6922	0.5	4
MSMEG_6925	0.5	2
MSMEG_6933	0.6429	7
MSMEG_6934	0.7143	6
MSMEG_6935	0.5714	6
MSMEG_6936	0.7143	8
MSMEG_6941	0.8571	9
MSMEG_6942	0.8571	10
MSMEG_6946	0.7143	8
MSMEG_6947	0.7857	8
