 	Nucl_A_5pUTR	Nucl_T_5pUTR	Nucl_G_5pUTR	Nucl_C_5pUTR
MSMEG_3452	0.2537	0.2388	0.2537	0.2537
MSMEG_3454	0.25	0.25	0.25	0.25
MSMEG_3457	0.3158	0.1053	0.3158	0.2632
MSMEG_3459	0.1311	0.1639	0.4754	0.2295
MSMEG_3466	0.1758	0.1392	0.326	0.359
MSMEG_3471	0.2432	0.1081	0.2973	0.3514
MSMEG_3472	0.2361	0.1389	0.3056	0.3194
MSMEG_3476	0.2308	0.0769	0.4231	0.2692
MSMEG_3477	0.1912	0.2206	0.3382	0.25
MSMEG_3480	0	0	1.0	0
MSMEG_3487	0.2484	0.1699	0.3203	0.2614
MSMEG_3489	0.1382	0.2683	0.3577	0.2358
MSMEG_3490	0.1837	0.1633	0.4388	0.2143
MSMEG_3494	0.25	0.2857	0.2143	0.25
MSMEG_3495	0.1935	0.1935	0.2984	0.3145
MSMEG_3497	0.2059	0.1471	0.4118	0.2353
MSMEG_3501	0.1746	0.1905	0.3651	0.2698
MSMEG_3503	0.194	0.1716	0.306	0.3284
MSMEG_3504	0.1765	0.1471	0.4118	0.2647
MSMEG_3505	0.2769	0.0769	0.2615	0.3846
MSMEG_3507	0.2533	0.0667	0.3067	0.3733
MSMEG_3511	0.1774	0.1129	0.3387	0.371
MSMEG_3519	0.2364	0.1818	0.2727	0.3091
MSMEG_3520	0.3	0.1333	0.3333	0.2333
MSMEG_3531	0.1474	0.1474	0.4105	0.2947
MSMEG_3534	0.3421	0.0789	0.3158	0.2632
MSMEG_3538	0.2745	0.1569	0.2451	0.3235
MSMEG_3540	0.2333	0.1	0.3667	0.3
MSMEG_3545	0.1681	0.1597	0.395	0.2773
MSMEG_3564	0.2745	0.1569	0.2549	0.3137
MSMEG_3566	0.2571	0.1143	0.3714	0.2571
MSMEG_3570	0.1818	0.1642	0.3167	0.3372
MSMEG_3578	0.2571	0.1429	0.2857	0.3143
MSMEG_3580	0.2466	0.2329	0.3288	0.1918
MSMEG_3583	0.1818	0.0909	0.3896	0.3377
MSMEG_3589	0.2143	0.1429	0.3571	0.2857
MSMEG_3594	0	0.5	0.5	0
MSMEG_3605	0.29	0.12	0.29	0.3
MSMEG_3612	0.1905	0.2381	0.2857	0.2857
MSMEG_3614	0.2667	0.2	0.2889	0.2444
MSMEG_3615	0.138	0.2222	0.3401	0.2997
MSMEG_3616	0.2394	0.0704	0.4225	0.2676
MSMEG_3619	0.1837	0.1837	0.3061	0.3265
MSMEG_3621	0.3056	0.1944	0.3333	0.1667
MSMEG_3630	0.4062	0.1562	0.25	0.1875
MSMEG_3632	0.45	0.15	0.2	0.2
MSMEG_3633	0.1224	0.1516	0.3907	0.3353
MSMEG_3636	0.2632	0.2368	0.2632	0.2368
MSMEG_3639	0.1535	0.1419	0.3302	0.3744
MSMEG_3641	0.2571	0.2	0.4286	0.1143
MSMEG_3642	0.1993	0.1224	0.3322	0.3462
MSMEG_3644	0.2171	0.125	0.4013	0.2566
MSMEG_3645	0.2105	0.1316	0.4079	0.25
MSMEG_3647	0.215	0.11	0.36	0.315
MSMEG_3648	0.3548	0.0645	0.2581	0.3226
MSMEG_3649	0.1609	0.2414	0.3448	0.2529
MSMEG_3650	0.1806	0.1586	0.3744	0.2863
MSMEG_3660	0.3043	0.1957	0.2609	0.2391
MSMEG_3666	0	0	1.0	0
MSMEG_3667	0.24	0.18	0.3	0.28
MSMEG_3668	0.1732	0.1969	0.2756	0.3543
MSMEG_3671	1.0	0	0	0
MSMEG_3674	0.3182	0.0909	0.2727	0.3182
MSMEG_3675	0.2593	0.037	0.2963	0.4074
MSMEG_3678	0.2083	0.125	0.3958	0.2708
MSMEG_3680	0.3627	0.0882	0.2941	0.2549
MSMEG_3683	0.3333	0	0	0.6667
MSMEG_3685	0.1852	0.1111	0.4074	0.2963
MSMEG_3686	0.1458	0.1042	0.4583	0.2917
MSMEG_3687	0.2727	0.0909	0.2273	0.4091
MSMEG_3689	0.2414	0.3448	0.2069	0.2069
MSMEG_3692	0.2045	0.1364	0.3864	0.2727
MSMEG_3693	0.2353	0.1961	0.3529	0.2157
MSMEG_3694	0.2105	0.2105	0.3158	0.2632
MSMEG_3696	0.2243	0.1869	0.4206	0.1682
MSMEG_3706	0.2857	0.0952	0.3333	0.2857
MSMEG_3718	0.1538	0.2692	0.2692	0.3077
MSMEG_3725	0.1928	0.1386	0.3373	0.3313
MSMEG_3727	0.2616	0.1802	0.2616	0.2965
MSMEG_3730	0.2604	0.2083	0.2396	0.2917
MSMEG_3733	0.3158	0.1316	0.1579	0.3947
MSMEG_3736	0.2553	0.1489	0.383	0.2128
MSMEG_3737	0.1915	0.1702	0.4043	0.234
MSMEG_3741	0.2396	0.1458	0.3438	0.2708
MSMEG_3743	0.2099	0.1481	0.3704	0.2716
MSMEG_3744	0.1535	0.1535	0.3734	0.3195
MSMEG_3746	0.1475	0.2459	0.3115	0.2951
MSMEG_3750	0.1343	0.1343	0.403	0.3284
MSMEG_3752	0	0.3333	0.3333	0.3333
MSMEG_3754	0.2553	0.1418	0.2695	0.3333
MSMEG_3759	0	0	1.0	0
MSMEG_3765	0.156	0.156	0.3761	0.3119
MSMEG_3766	0.1818	0.1234	0.3831	0.3117
MSMEG_3767	0.1667	0.2381	0.4286	0.1667
MSMEG_3768	0	0	0.3333	0.6667
MSMEG_3774	0.1402	0.155	0.3469	0.3579
MSMEG_3775	0.2146	0.1533	0.3257	0.3065
MSMEG_3784	0.1429	0.1714	0.4571	0.2286
MSMEG_3785	0.2444	0.1556	0.3778	0.2222
MSMEG_3786	0.2985	0.209	0.2388	0.2537
MSMEG_3791	0.3125	0.1406	0.2188	0.3281
MSMEG_3792	0.3226	0.129	0.2581	0.2903
MSMEG_3794	0.1406	0.1875	0.3021	0.3698
MSMEG_3795	0.1892	0.1351	0.4054	0.2703
MSMEG_3796	0.1578	0.1203	0.3476	0.3743
MSMEG_3800	0.1781	0.1507	0.3836	0.2877
MSMEG_3802	0.1781	0.137	0.3151	0.3699
MSMEG_3803	0.2791	0.0465	0.4186	0.2558
MSMEG_3808	0.2329	0.137	0.3288	0.3014
MSMEG_3811	0.2	0.2	0.4667	0.1333
MSMEG_3831	0.2018	0.1469	0.3136	0.3377
MSMEG_3833	0.2903	0.1613	0.2097	0.3387
MSMEG_3835	0.1632	0.1423	0.3473	0.3473
MSMEG_3836	0.1852	0.1852	0.3333	0.2963
MSMEG_3854	0.1357	0.2286	0.2643	0.3714
MSMEG_3855	0.1758	0.1722	0.315	0.337
MSMEG_3856	0.1897	0.1552	0.2931	0.3621
MSMEG_3858	0.2812	0.1719	0.3281	0.2188
MSMEG_3861	0.2079	0.099	0.2871	0.4059
MSMEG_3869	0.1561	0.1829	0.361	0.3
MSMEG_3874	0.3043	0.1304	0.3043	0.2609
MSMEG_3877	0.1772	0.1709	0.3797	0.2722
MSMEG_3880	0	0	1.0	0
MSMEG_3887	0.3333	0.1905	0.2857	0.1905
MSMEG_3896	0.2245	0.102	0.4082	0.2653
MSMEG_3901	0.2069	0.3276	0.2586	0.2069
MSMEG_3902	0.2105	0.1842	0.3684	0.2368
MSMEG_3903	0.32	0.16	0.32	0.2
MSMEG_3904	0.1576	0.1467	0.3424	0.3533
MSMEG_3916	0.2578	0.2266	0.3281	0.1875
MSMEG_3919	0.2208	0.1417	0.3	0.3375
MSMEG_3927	0	0	1.0	0
MSMEG_3930	0.1811	0.1496	0.3307	0.3386
MSMEG_3950	0.3704	0	0.3333	0.2963
MSMEG_3958	0.1765	0.2206	0.3971	0.2059
MSMEG_3959	0.3	0.16	0.26	0.28
MSMEG_3960	0.2167	0.1417	0.3583	0.2833
MSMEG_3962	0.1636	0.2818	0.2909	0.2636
MSMEG_3965	0.2364	0.1318	0.1909	0.4409
MSMEG_3968	0.1562	0.1875	0.3438	0.3125
MSMEG_3975	0.2895	0.1842	0.3158	0.2105
MSMEG_3976	0.1667	0.3333	0.3333	0.1667
MSMEG_3977	0.2353	0.1961	0.2745	0.2941
MSMEG_3980	0.2807	0.1404	0.2982	0.2807
MSMEG_3988	0.2222	0.3333	0.2778	0.1667
MSMEG_4022	0.2	0.15	0.4	0.25
MSMEG_4024	0	0.2	0.4	0.4
MSMEG_4029	0.2727	0.1818	0.3636	0.1818
MSMEG_4030	0.2698	0.1905	0.2222	0.3175
MSMEG_4037	0.2215	0.1799	0.3114	0.2872
MSMEG_4038	0.2451	0.2059	0.2843	0.2647
MSMEG_4041	0.1864	0.2034	0.2881	0.322
MSMEG_4042	0.2358	0.1698	0.2736	0.3208
MSMEG_4044	0.2308	0.2308	0.3462	0.1923
MSMEG_4052	0.2008	0.1929	0.2953	0.311
MSMEG_4053	0.1159	0.2609	0.3913	0.2319
MSMEG_4055	0.1514	0.1135	0.3027	0.4324
MSMEG_4057	0.1739	0.2464	0.3623	0.2174
MSMEG_4067	0.2407	0.1852	0.2593	0.3148
MSMEG_4068	0.2117	0.2086	0.2638	0.316
MSMEG_4071	0.1619	0.1905	0.4	0.2476
MSMEG_4079	0.1885	0.1393	0.4016	0.2705
MSMEG_4081	0.1643	0.2063	0.3392	0.2902
MSMEG_4085	0.1818	0.1576	0.2848	0.3758
MSMEG_4087	0.1748	0.2238	0.2937	0.3077
MSMEG_4088	0.1553	0.2039	0.3495	0.2913
MSMEG_4090	0.2208	0.1558	0.3117	0.3117
MSMEG_4108	0.1331	0.2278	0.3107	0.3284
MSMEG_4109	0.2119	0.1623	0.2947	0.3311
MSMEG_4113	0.1963	0.1215	0.3131	0.3692
MSMEG_4116	0.198	0.1644	0.3087	0.3289
MSMEG_4120	0.2588	0.1235	0.2941	0.3235
MSMEG_4121	0.1818	0.1364	0.5455	0.1364
MSMEG_4123	0.2308	0.1538	0.2564	0.359
MSMEG_4125	0.3	0.2	0.35	0.15
MSMEG_4126	0.2564	0.2051	0.2051	0.3333
MSMEG_4128	0.1951	0.122	0.4146	0.2683
MSMEG_4130	0.1389	0.0833	0.3611	0.4167
MSMEG_4132	0.2207	0.2069	0.3379	0.2345
MSMEG_4133	0.2342	0.1139	0.3101	0.3418
MSMEG_4142	0	0	1.0	0
MSMEG_4143	0.2778	0.1296	0.3148	0.2778
MSMEG_4145	0.2353	0.1765	0.3333	0.2549
MSMEG_4151	0.1787	0.1836	0.3575	0.2802
MSMEG_4153	0.1719	0.2969	0.2812	0.25
MSMEG_4155	0.1773	0.2475	0.3177	0.2575
MSMEG_4159	0.2	0.1333	0.4	0.2667
MSMEG_4160	0.1688	0.2143	0.2922	0.3247
MSMEG_4161	0.2112	0.1793	0.2311	0.3785
MSMEG_4163	0.1404	0.1579	0.3363	0.3655
MSMEG_4165	0.1814	0.1495	0.3382	0.3309
MSMEG_4166	0.2196	0.1557	0.3028	0.322
MSMEG_4174	0.4194	0.2581	0.1613	0.1613
MSMEG_4179	0.2174	0.0435	0.3043	0.4348
MSMEG_4180	0.1767	0.1617	0.3684	0.2932
MSMEG_4185	0.1978	0.1429	0.3297	0.3297
MSMEG_4192	0	0	0.3333	0.6667
MSMEG_4196	0.2245	0.1224	0.2653	0.3878
MSMEG_4197	0.1888	0.1469	0.3357	0.3287
MSMEG_4199	0.3617	0.0851	0.2979	0.2553
MSMEG_4215	0.3056	0.0556	0.3333	0.3056
MSMEG_4218	0.1979	0.1979	0.3021	0.3021
MSMEG_4219	0.2794	0.1765	0.2059	0.3382
MSMEG_4222	0.26	0.17	0.33	0.24
MSMEG_4225	0.1667	0.1222	0.4111	0.3
MSMEG_4226	0.1453	0.1111	0.3761	0.3675
MSMEG_4228	0.127	0.1885	0.3566	0.3279
MSMEG_4230	0.1434	0.168	0.4098	0.2787
MSMEG_4232	0.1576	0.1556	0.3414	0.3455
MSMEG_4235	0.1955	0.1763	0.3045	0.3237
MSMEG_4236	0.2105	0.1053	0.4474	0.2368
MSMEG_4237	0.2143	0.2054	0.3661	0.2143
MSMEG_4238	0.2093	0.1977	0.2907	0.3023
MSMEG_4240	0.2586	0.0862	0.3793	0.2759
MSMEG_4245	0.1747	0.1478	0.3737	0.3038
MSMEG_4246	0.1907	0.1401	0.2879	0.3813
MSMEG_4248	0.1429	0.1429	0.4286	0.2857
MSMEG_4249	0.1124	0.2135	0.3933	0.2809
MSMEG_4251	0.2037	0.0926	0.4444	0.2593
MSMEG_4252	0	0	1.0	0
MSMEG_4253	0.2667	0.1333	0.4	0.2
MSMEG_4256	0.2094	0.2065	0.3186	0.2655
MSMEG_4257	0.3514	0.1081	0.3514	0.1892
MSMEG_4261	0.1493	0.2393	0.2962	0.3152
MSMEG_4264	0.1856	0.2156	0.2695	0.3293
MSMEG_4268	0.2549	0.1569	0.2745	0.3137
MSMEG_4270	0.2226	0.166	0.3245	0.2868
MSMEG_4271	0.1852	0.1481	0.3333	0.3333
MSMEG_4272	0.2125	0.1625	0.3375	0.2875
MSMEG_4274	0.159	0.1715	0.3389	0.3305
MSMEG_4280	0.2	0.1667	0.3667	0.2667
MSMEG_4282	0.2069	0.069	0.4828	0.2414
MSMEG_4283	0.2473	0.1935	0.2903	0.2688
MSMEG_4284	0.1745	0.1342	0.396	0.2953
MSMEG_4290	0.3846	0.1538	0.2692	0.1923
MSMEG_4298	0.2464	0.1449	0.3333	0.2754
MSMEG_4302	0.1842	0.1579	0.3684	0.2895
MSMEG_4307	0.13	0.17	0.38	0.32
MSMEG_4313	0.2222	0.25	0.3611	0.1667
MSMEG_4314	0.3333	0.0833	0.3333	0.25
MSMEG_4320	0.1846	0.1385	0.3846	0.2923
MSMEG_4321	0.3514	0.0541	0.2973	0.2973
MSMEG_4323	0.339	0.1525	0.2712	0.2373
MSMEG_4326	0.2162	0.1321	0.3213	0.3303
MSMEG_4336	0.2222	0.1889	0.3333	0.2556
MSMEG_4337	0.28	0.16	0.44	0.12
MSMEG_4347	0.1064	0.2128	0.4255	0.2553
MSMEG_4349	0.2143	0.0714	0.5714	0.1429
MSMEG_4351	0.2941	0.0882	0.3529	0.2647
MSMEG_4359	0.1684	0.1767	0.3368	0.3181
MSMEG_4360	0.1186	0.1864	0.4068	0.2881
MSMEG_4361	0.3261	0.087	0.3696	0.2174
MSMEG_4365	0.2182	0.1091	0.4182	0.2545
MSMEG_4366	0.1096	0.137	0.411	0.3425
MSMEG_4367	0.1803	0.127	0.3074	0.3852
MSMEG_4368	0.2727	0.1818	0.2424	0.303
MSMEG_4371	0.1949	0.1118	0.3482	0.345
MSMEG_4379	0.5	0	0.4	0.1
MSMEG_4383	0.2333	0.2	0.2667	0.3
MSMEG_4385	0.1975	0.1358	0.2593	0.4074
MSMEG_4392	0.2115	0.1154	0.3365	0.3365
MSMEG_4395	0.3111	0.1778	0.2222	0.2889
MSMEG_4396	0.1951	0.1951	0.3415	0.2683
MSMEG_4399	0.211	0.1697	0.3028	0.3165
MSMEG_4401	0.0909	0.2727	0.2727	0.3636
MSMEG_4402	0.2243	0.1869	0.4206	0.1682
MSMEG_4410	0.2083	0.125	0.3889	0.2778
MSMEG_4430	0.2324	0.1831	0.2817	0.3028
MSMEG_4431	0.2143	0.1429	0.4286	0.2143
MSMEG_4449	0.3265	0.2245	0.2245	0.2245
MSMEG_4450	0.3429	0.1429	0.2286	0.2857
MSMEG_4453	0.1848	0.1848	0.3091	0.3212
MSMEG_4458	0.2903	0.129	0.2258	0.3548
MSMEG_4460	0.1516	0.1473	0.3297	0.3714
MSMEG_4461	0.2407	0.1481	0.3519	0.2593
MSMEG_4476	0.2769	0.0923	0.3385	0.2923
MSMEG_4479	0.2308	0.2308	0.2692	0.2692
MSMEG_4480	0.1561	0.1503	0.3064	0.3873
MSMEG_4481	0.1213	0.1506	0.3975	0.3305
MSMEG_4483	0	0	1.0	0
MSMEG_4486	0.4737	0.2632	0.1053	0.1579
MSMEG_4497	0.3684	0.0351	0.2456	0.3509
MSMEG_4499	0.4167	0.1458	0.3125	0.125
MSMEG_4504	0.2169	0.1627	0.3253	0.2952
MSMEG_4507	0.1509	0.1321	0.3585	0.3585
MSMEG_4518	0.2	0.1333	0.3	0.3667
MSMEG_4527	0.1682	0.2182	0.2773	0.3364
MSMEG_4533	0.1449	0.2464	0.2899	0.3188
MSMEG_4536	0.09	0.3175	0.2512	0.3412
MSMEG_4537	0.2647	0.0588	0.2353	0.4412
MSMEG_4550	0.1406	0.2552	0.3906	0.2135
MSMEG_4555	0.2236	0.1499	0.3366	0.2899
MSMEG_4556	0.4444	0	0.1111	0.4444
MSMEG_4559	0.1779	0.1564	0.3712	0.2945
MSMEG_4561	0.1799	0.1583	0.3453	0.3165
MSMEG_4564	0.2143	0.1905	0.2976	0.2976
MSMEG_4565	0.1676	0.1841	0.294	0.3544
MSMEG_4571	0.2429	0.1714	0.2571	0.3286
MSMEG_4580	0.3077	0.0641	0.3718	0.2564
MSMEG_4595	0.1824	0.1294	0.3059	0.3824
MSMEG_4598	0.1631	0.1524	0.3316	0.3529
MSMEG_4599	0.1622	0.1544	0.3398	0.3436
MSMEG_4604	0.2436	0.1538	0.3205	0.2821
MSMEG_4609	0.25	0.5	0.1667	0.0833
MSMEG_4614	0.1642	0.1935	0.3196	0.3226
MSMEG_4617	0	0	1.0	0
MSMEG_4618	0.2895	0.2105	0.3421	0.1579
MSMEG_4620	0	0	1.0	0
MSMEG_4625	0.1727	0.1	0.3364	0.3909
MSMEG_4626	0.2034	0.1144	0.3517	0.3305
MSMEG_4628	0.1577	0.1521	0.3408	0.3493
MSMEG_4631	0.4103	0.0769	0.2564	0.2564
MSMEG_4634	0.1111	0.2222	0.3704	0.2963
MSMEG_4640	0.2083	0.2188	0.3646	0.2083
MSMEG_4643	0.2044	0.1467	0.3378	0.3111
MSMEG_4645	0.25	0.1111	0.3542	0.2847
MSMEG_4646	0.2542	0.1271	0.3644	0.2542
MSMEG_4647	0.2222	0.2	0.3	0.2778
MSMEG_4654	0.2667	0.2667	0.2	0.2667
MSMEG_4655	0.1897	0.2586	0.3276	0.2241
MSMEG_4657	0.2642	0.0943	0.3208	0.3208
MSMEG_4658	0.194	0.1343	0.3582	0.3134
MSMEG_4659	0.2391	0.1087	0.3696	0.2826
MSMEG_4661	0.1475	0.1475	0.3115	0.3934
MSMEG_4671	0.2754	0.1159	0.2971	0.3116
MSMEG_4673	0.3182	0.1818	0.2727	0.2273
MSMEG_4678	0.1481	0.0741	0.5926	0.1852
MSMEG_4679	0.1811	0.1621	0.3116	0.3453
MSMEG_4688	0.1818	0.2121	0.4242	0.1818
MSMEG_4689	0.234	0.2128	0.2979	0.2553
MSMEG_4694	0.24	0.0933	0.2933	0.3733
MSMEG_4698	0.2385	0.1284	0.3486	0.2844
MSMEG_4699	0.1923	0.1731	0.4231	0.2115
MSMEG_4700	0.2468	0.1039	0.3117	0.3377
MSMEG_4705	0.1622	0.1351	0.4595	0.2432
MSMEG_4712	0.1548	0.1677	0.3097	0.3677
MSMEG_4717	0.2581	0.2581	0.2581	0.2258
MSMEG_4718	0.1951	0.2439	0.1951	0.3659
MSMEG_4720	0.4	0.2	0.4	0
MSMEG_4723	0.2009	0.1598	0.2831	0.3562
MSMEG_4727	0.24	0.24	0.36	0.16
MSMEG_4735	0	0	1.0	0
MSMEG_4737	0.1938	0.1972	0.3218	0.2872
MSMEG_4738	0.2078	0.1883	0.3052	0.2987
MSMEG_4740	0.1509	0.1132	0.3774	0.3585
MSMEG_4741	0.129	0.2581	0.3548	0.2581
MSMEG_4742	0.4237	0.1017	0.2712	0.2034
MSMEG_4743	0.2931	0.1379	0.2931	0.2759
MSMEG_4748	0.2278	0.1772	0.3924	0.2025
MSMEG_4751	0.2581	0.2258	0.2419	0.2742
MSMEG_4752	0.3421	0.0526	0.3158	0.2895
MSMEG_4753	0.1702	0.1702	0.3404	0.3191
MSMEG_4763	0.2335	0.1189	0.2996	0.348
MSMEG_4767	0.3889	0.0556	0.3333	0.2222
MSMEG_4771	0.2735	0.1795	0.2692	0.2778
MSMEG_4773	0.35	0.2	0.35	0.1
MSMEG_4775	0.4762	0.0952	0.1905	0.2381
MSMEG_4776	0.2286	0.2286	0.2857	0.2571
MSMEG_4779	0.1	0.2	0.54	0.16
MSMEG_4784	0.1778	0.2444	0.3111	0.2667
MSMEG_4791	0.2243	0.1869	0.4206	0.1682
MSMEG_4797	0.0968	0.2581	0.3226	0.3226
MSMEG_4800	0.2344	0.2344	0.3438	0.1875
MSMEG_4804	0.2444	0.2222	0.3556	0.1778
MSMEG_4807	0.2197	0.0833	0.3258	0.3712
MSMEG_4829	0.2745	0.1569	0.2745	0.2941
MSMEG_4831	0.2857	0.1429	0.4286	0.1429
MSMEG_4835	0.181	0.181	0.3155	0.3225
MSMEG_4839	0.2857	0.1558	0.3377	0.2208
MSMEG_4847	0.2	0.2	0.2	0.4
MSMEG_4849	0.2931	0.1552	0.2759	0.2759
MSMEG_4868	0.1892	0.2432	0.2973	0.2703
MSMEG_4880	0.2062	0.1907	0.3866	0.2165
MSMEG_4887	0.2727	0.2273	0.3182	0.1818
MSMEG_4891	0.3846	0.2115	0.25	0.1538
MSMEG_4893	0.2273	0.1364	0.5	0.1364
MSMEG_4904	0.1644	0.1644	0.411	0.2603
MSMEG_4906	0.3684	0.1579	0.2632	0.2105
MSMEG_4907	0.1368	0.1368	0.4316	0.2949
MSMEG_4916	0.2353	0.1176	0.4265	0.2206
MSMEG_4917	0.1314	0.2165	0.3428	0.3093
MSMEG_4920	0.1481	0.2963	0.1481	0.4074
MSMEG_4922	0	0.5	0.1667	0.3333
MSMEG_4924	0.6667	0	0	0.3333
MSMEG_4926	0.186	0.2035	0.3488	0.2616
MSMEG_4927	0.2243	0.1869	0.4206	0.1682
MSMEG_4933	0.1752	0.1369	0.3631	0.3248
MSMEG_4935	0.1471	0.2647	0.3824	0.2059
MSMEG_4938	0.25	0.1552	0.2759	0.319
MSMEG_4939	0.1873	0.1392	0.3747	0.2987
MSMEG_4941	0.2468	0.1905	0.2381	0.3247
MSMEG_4943	0.2208	0.1818	0.3247	0.2727
MSMEG_4945	0.1542	0.229	0.3505	0.2664
MSMEG_4946	0.2086	0.184	0.3742	0.2331
MSMEG_4951	0.1912	0.1765	0.3088	0.3235
MSMEG_4953	0.2128	0.0638	0.2553	0.4681
MSMEG_4954	0.1964	0.1875	0.3125	0.3036
MSMEG_4956	0.1696	0.1496	0.3416	0.3392
MSMEG_4958	0.1273	0.1455	0.3455	0.3818
MSMEG_4961	0.1731	0.1154	0.4808	0.2308
MSMEG_4971	0.1564	0.1896	0.3768	0.2773
MSMEG_4973	0	0	1.0	0
MSMEG_4977	0.2222	0.1667	0.3889	0.2222
MSMEG_4979	0.2889	0.2667	0.2222	0.2222
MSMEG_4989	0.1836	0.1643	0.3454	0.3068
MSMEG_4991	0.2188	0.1562	0.3281	0.2969
MSMEG_4993	0.1854	0.1601	0.3539	0.3006
MSMEG_4995	0.2941	0.0588	0.4118	0.2353
MSMEG_4998	0	0	1.0	0
MSMEG_5000	0.1921	0.1921	0.3201	0.2957
MSMEG_5004	0.2708	0.0625	0.4167	0.25
MSMEG_5012	0.2174	0.2174	0.3043	0.2609
MSMEG_5013	0.2581	0.0968	0.2903	0.3548
MSMEG_5016	0.2427	0.1553	0.3447	0.2573
MSMEG_5039	0.2857	0.1786	0.4286	0.1071
MSMEG_5042	0	0	1.0	0
MSMEG_5048	0.1579	0.1404	0.4035	0.2982
MSMEG_5049	0.2784	0.1237	0.3299	0.268
MSMEG_5050	0.3478	0.1304	0.3043	0.2174
MSMEG_5051	0.0769	0.3077	0.2692	0.3462
MSMEG_5053	0.2778	0.2222	0.3333	0.1667
MSMEG_5054	0.1358	0.1605	0.3488	0.3549
MSMEG_5056	0.3846	0	0.3846	0.2308
MSMEG_5057	0.1805	0.139	0.3268	0.3537
MSMEG_5059	0.1508	0.2381	0.3413	0.2698
MSMEG_5060	0.2155	0.1449	0.2933	0.3463
MSMEG_5061	0.1429	0.0952	0.4444	0.3175
MSMEG_5062	0.2478	0.115	0.3097	0.3274
MSMEG_5067	0.2979	0.1915	0.2979	0.2128
MSMEG_5070	0.2895	0.1316	0.3158	0.2632
MSMEG_5072	0.2295	0.2295	0.2295	0.3115
MSMEG_5073	0.2293	0.2038	0.2866	0.2803
MSMEG_5080	0.2194	0.1917	0.2748	0.3141
MSMEG_5081	0.1485	0.1485	0.396	0.3069
MSMEG_5086	0.2286	0.1143	0.3714	0.2857
MSMEG_5089	0.069	0.1724	0.5172	0.2414
MSMEG_5090	0.257	0.1972	0.257	0.2887
MSMEG_5091	0.2585	0.1508	0.2831	0.3077
MSMEG_5100	0.2154	0.2462	0.2615	0.2769
MSMEG_5101	0.2308	0.1154	0.3462	0.3077
MSMEG_5102	0.1212	0.2424	0.3333	0.303
MSMEG_5109	0.2083	0.0833	0.5	0.2083
MSMEG_5111	0.1915	0.1489	0.3404	0.3191
MSMEG_5119	0.1848	0.1437	0.3519	0.3196
MSMEG_5122	0.2787	0.082	0.2459	0.3934
MSMEG_5124	0.1282	0.1026	0.4615	0.3077
MSMEG_5126	0.32	0.2	0.28	0.2
MSMEG_5127	0.1277	0.3191	0.383	0.1702
MSMEG_5128	0.2692	0.1538	0.2949	0.2821
MSMEG_5129	0	0	1.0	0
MSMEG_5131	0.325	0.175	0.275	0.225
MSMEG_5134	0.253	0.1807	0.3012	0.2651
MSMEG_5144	0.2561	0.2683	0.2317	0.2439
MSMEG_5145	0.2165	0.1649	0.2887	0.3299
MSMEG_5148	0	0	1.0	0
MSMEG_5149	0.2	0.1	0.2833	0.4167
MSMEG_5154	0.166	0.1681	0.3638	0.3021
MSMEG_5157	0.2647	0.2059	0.2647	0.2647
MSMEG_5159	0.186	0.1512	0.4186	0.2442
MSMEG_5162	0.1758	0.1621	0.3333	0.3288
MSMEG_5165	0.2	0.1429	0.2857	0.3714
MSMEG_5171	0	0	1.0	0
MSMEG_5173	0.2296	0.1333	0.2963	0.3407
MSMEG_5178	0.25	0.25	0.3571	0.1429
MSMEG_5184	0.2162	0.1622	0.3514	0.2703
MSMEG_5189	0.2353	0.1176	0.3529	0.2941
MSMEG_5196	0.1795	0.1197	0.3675	0.3333
MSMEG_5199	0.25	0.2045	0.25	0.2955
MSMEG_5207	0.1856	0.1521	0.3557	0.3067
MSMEG_5208	0.1869	0.1589	0.3738	0.2804
MSMEG_5209	0.1739	0.0435	0.5217	0.2609
MSMEG_5211	0.2	0.1571	0.3286	0.3143
MSMEG_5216	0.093	0.093	0.3721	0.4419
MSMEG_5218	0.2593	0.1111	0.2963	0.3333
MSMEG_5219	0.2111	0.1889	0.3	0.3
MSMEG_5220	0.177	0.1858	0.3422	0.295
MSMEG_5229	0.223	0.125	0.3142	0.3378
MSMEG_5231	0.2095	0.2297	0.3649	0.1959
MSMEG_5233	0.2338	0.1364	0.3052	0.3247
MSMEG_5236	0.1887	0.0943	0.3585	0.3585
MSMEG_5237	0.1875	0	0.5625	0.25
MSMEG_5241	0.1618	0.1422	0.3578	0.3382
MSMEG_5257	0.2424	0.2121	0.3636	0.1818
MSMEG_5261	0.2667	0.1238	0.3905	0.219
MSMEG_5263	0.2448	0.1678	0.2867	0.3007
MSMEG_5264	0	0	1.0	0
MSMEG_5265	0	0.6667	0.3333	0
MSMEG_5268	0.1826	0.1735	0.347	0.2968
MSMEG_5271	0.2	0.3111	0.2667	0.2222
MSMEG_5273	0.2273	0.2273	0.2727	0.2727
MSMEG_5274	0	0	1.0	0
MSMEG_5275	0.35	0.15	0.225	0.275
MSMEG_5278	0.1781	0.1378	0.323	0.361
MSMEG_5280	0.1771	0.2604	0.2708	0.2917
MSMEG_5282	0.3214	0.2143	0.25	0.2143
MSMEG_5287	0.1463	0.122	0.4146	0.3171
MSMEG_5288	0.2249	0.177	0.378	0.2201
