 	CDS_MFE_100_50nt_CDS	CDS_MFE_100_50nt_5p	CDS_MFE_100_50nt_mid	CDS_MFE_100_50nt_3p
MSMEG_3483	-38.4	-37.64	-37.275	-40.475
MSMEG_3484	-33.66	-31.475	-37.4	-30.55
MSMEG_3485	-37.3364	-38.75	-34.175	-39.6667
MSMEG_3486	-34.2897	-34.36	-33.58	-35.0
MSMEG_3487	-35.1077	-35.42	-44.125	-25.7
MSMEG_3488	-41.6632	-40.8571	-40.35	-43.9167
MSMEG_3489	-39.3769	-36.44	-42.66	-38.8
MSMEG_3490	-38.0542	-37.2	-41.5	-35.2143
MSMEG_3491	-35.7909	-40.6	-34.125	-31.6
MSMEG_3492	-44.6652	-41.2875	-46.325	-46.6286
MSMEG_3493	-29.0333	-33.2667	-24.0	-26.4
MSMEG_3494	-33.0222	-39.55	-30.2333	-24.15
MSMEG_3495	-31.2	-32.9	-30.3	-29.15
MSMEG_3496	-36.4397	-39.1	-34.5421	-35.5368
MSMEG_3497	-36.8429	-38.72	-36.78	-34.575
MSMEG_3498	-24.65	-25.5	-23.8	-23.8
MSMEG_3499	-38.9167	-40.85	-39.72	-35.0
MSMEG_3500	-41.3286	-34.92	-49.58	-39.025
MSMEG_3501	-29.9857	-38.6333	-25.4	-17.8
MSMEG_3502	-29.1	-33.1	-21.1	-21.1
MSMEG_3503	-37.88	-36.525	-38.1	-40.15
MSMEG_3504	-23.74	-28.25	-26.8	-8.6
MSMEG_3505	-42.3069	-44.19	-41.27	-41.3667
MSMEG_3506	-46.3444	-48.17	-47.6778	-42.5625
MSMEG_3507	-36.4706	-35.7833	-36.0167	-37.84
MSMEG_3508	-39.85	-44.6	-39.95	-33.08
MSMEG_3509	-35.9615	-32.2	-37.25	-39.375
MSMEG_3510	-31.2143	-40.3625	-29.3857	-21.15
MSMEG_3511	-37.7667	-40.47	-35.3667	-37.0875
MSMEG_3512	-40.424	-39.5111	-44.3222	-36.5857
MSMEG_3513	-39.3625	-40.1889	-41.3875	-35.9857
MSMEG_3514	-27.85	-34.45	-21.25	-17.2
MSMEG_3515	-36.4714	-38.08	-37.44	-33.25
MSMEG_3517	-40.9308	-41.9	-39.5	-41.15
MSMEG_3518	-43.7429	-44.9667	-48.8333	-24.8
MSMEG_3519	-36.4818	-35.175	-40.5625	-32.7833
MSMEG_3520	-38.9909	-33.775	-46.975	-35.3
MSMEG_3521	-38.9841	-37.4067	-39.1333	-40.5143
MSMEG_3522	-42.6875	-49.9	-38.9667	-37.45
MSMEG_3523	-36.7625	-37.1667	-40.2	-31.0
MSMEG_3524	-36.264	-35.5778	-39.0778	-33.5286
MSMEG_3525	-41.5467	-40.2167	-42.76	-42.025
MSMEG_3526	-38.175	-39.78	-38.725	-34.7667
MSMEG_3527	-39.8857	-44.42	-40.24	-33.775
MSMEG_3528	-37.04	-42.1833	-34.28	-32.775
MSMEG_3529	-34.6769	-41.98	-35.425	-24.8
MSMEG_3530	-40.0417	-41.16	-45.025	-31.5333
MSMEG_3531	-40.5429	-41.11	-42.56	-37.3125
MSMEG_3532	-40.6526	-42.3571	-42.6833	-36.6333
MSMEG_3533	-37.1548	-36.0091	-38.17	-37.4
MSMEG_3534	-40.9	-39.5333	-43.2	-39.5
MSMEG_3535	-42.015	-42.3714	-40.0429	-43.9
MSMEG_3536	-39.7676	-36.9846	-37.85	-44.7
MSMEG_3537	-39.275	-48.6	-29.95	-29.7
MSMEG_3538	-35.0118	-37.7167	-35.2167	-31.52
MSMEG_3539	-28.75	-34.7	-22.8	-22.8
MSMEG_3540	-35.725	-37.15	-45.6	-23.0
MSMEG_3541	-43.8882	-44.15	-44.5	-42.84
MSMEG_3542	-41.7	-37.5333	-48.25	-41.4
MSMEG_3543	-36.39	-45.175	-33.325	-24.95
MSMEG_3544	-41.2278	-42.3143	-43.0167	-37.56
MSMEG_3545	-46.125	-49.86	-52.45	-31.4667
MSMEG_3546	-41.1346	-44.1222	-42.4556	-36.2875
MSMEG_3547	-34.325	-37.9667	-31.9667	-32.4
MSMEG_3548	-37.2429	-37.42	-42.34	-30.65
MSMEG_3549	-30.9231	-30.98	-32.26	-28.6
MSMEG_3550	-31.4467	-31.3667	-35.2	-26.875
MSMEG_3551	-35.576	-38.5667	-33.3222	-34.6286
MSMEG_3552	-36.2042	-37.4	-38.35	-32.2143
MSMEG_3553	-31.5179	-33.77	-29.5556	-30.9778
MSMEG_3554	-32.475	-34.3286	-33.8	-28.7667
MSMEG_3555	-29.9812	-30.5333	-27.3	-33.175
MSMEG_3556	-34.4516	-34.1364	-33.66	-35.59
MSMEG_3557	-41.2964	-42.19	-39.2	-42.8
MSMEG_3558	-39.8722	-39.1143	-43.0667	-37.1
MSMEG_3559	-38.4556	-40.9286	-36.2	-37.7
MSMEG_3560	-35.6857	-41.2667	-33.7	-29.3
MSMEG_3561	-39.2593	-38.84	-43.5111	-35.0
MSMEG_3562	-40.1333	-37.675	-42.6667	-41.25
MSMEG_3563	-40.1732	-43.9214	-38.4214	-38.0231
MSMEG_3564	-29.5444	-26.425	-34.7333	-28.0
MSMEG_3565	-37.0	-38.7	-35.3	-35.3
MSMEG_3566	-30.8833	-29.36	-32.875	-30.7667
MSMEG_3567	-41.7267	-38.7833	-41.84	-46.0
MSMEG_3568	-41.425	-46.55	-45.9	-26.7
MSMEG_3569	-36.8286	-34.44	-38.56	-37.65
MSMEG_3570	-45.945	-45.0571	-48.8077	-44.0385
MSMEG_3571	-42.3667	-42.28	-42.325	-42.5667
MSMEG_3572	-41.5636	-47.475	-38.325	-38.0
MSMEG_3573	-39.8864	-39.825	-39.0	-41.15
MSMEG_3574	-38.3152	-40.125	-37.4455	-37.1
MSMEG_3575	-40.8778	-34.775	-46.5333	-44.6
MSMEG_3576	-39.1115	-39.7	-39.4	-38.125
MSMEG_3577	-38.625	-32.7	-42.4	-41.85
MSMEG_3578	-36.4524	-32.8133	-38.1714	-38.8
MSMEG_3579	-39.7741	-40.53	-38.6333	-40.1125
MSMEG_3580	-37.9737	-41.3286	-35.1	-37.3
MSMEG_3581	-40.96	-42.8667	-40.5	-38.675
MSMEG_3582	-40.6935	-40.2562	-41.5188	-40.25
MSMEG_3583	-34.455	-37.8	-31.9429	-33.4833
MSMEG_3584	-34.3754	-35.925	-32.6105	-34.5167
MSMEG_3585	-36.4667	-37.375	-34.7333	-37.25
MSMEG_3586	-38.1346	-38.2556	-37.5	-38.7125
MSMEG_3587	-35.8821	-35.7	-37.3	-34.3375
MSMEG_3588	-38.65	-51.9	-25.4	-25.4
MSMEG_3589	-43.85	-44.65	-43.05	-39.8
MSMEG_3590	-39.5824	-41.55	-39.4667	-37.36
MSMEG_3591	-42.725	-37.4	-48.05	-56.2
MSMEG_3592	-38.55	-45.0	-38.0	-28.5333
MSMEG_3593	-36.9071	-37.22	-38.16	-34.95
MSMEG_3594	-40.4708	-38.7667	-45.85	-36.5143
MSMEG_3595	-40.8154	-40.06	-51.675	-30.9
MSMEG_3596	-41.0781	-42.2727	-40.1429	-40.7619
MSMEG_3597	-38.9	-38.025	-41.4667	-36.8
MSMEG_3598	-36.095	-35.5143	-36.1714	-36.6833
MSMEG_3599	-34.625	-35.7714	-37.5857	-29.8333
MSMEG_3600	-36.28	-41.45	-39.1667	-26.5
MSMEG_3601	-39.005	-40.7143	-37.3714	-38.9167
MSMEG_3602	-41.4533	-38.7182	-44.65	-41.2444
MSMEG_3603	-42.99	-43.6143	-46.0571	-38.6833
MSMEG_3604	-35.96	-38.6333	-34.64	-33.6
MSMEG_3605	-42.585	-44.0857	-42.9286	-40.4333
MSMEG_3606	-38.8947	-37.1571	-41.8	-37.26
MSMEG_3607	-44.8533	-49.7833	-42.56	-40.325
MSMEG_3608	-39.8276	-41.55	-40.04	-37.6778
MSMEG_3609	-44.2529	-44.6333	-44.8333	-43.1
MSMEG_3610	-39.4714	-42.42	-41.3	-33.5
MSMEG_3611	-35.817	-34.4562	-37.1625	-35.8333
MSMEG_3612	-40.2071	-40.82	-38.92	-41.05
MSMEG_3613	-38.8167	-38.3	-44.1	-32.6333
MSMEG_3614	-41.6222	-43.2	-36.7667	-45.75
MSMEG_3615	-42.825	-46.8571	-43.6571	-37.15
MSMEG_3616	-33.1333	-34.15	-37.9667	-16.6
MSMEG_3617	-38.22	-51.15	-36.65	-15.5
MSMEG_3618	-38.219	-39.45	-35.6429	-39.5833
MSMEG_3619	-38.1077	-35.1	-41.6	-38.375
MSMEG_3620	-31.8833	-35.5714	-30.4	-28.5
MSMEG_3621	-36.3185	-31.95	-41.4333	-36.025
MSMEG_3622	-45.5333	-49.04	-43.15	-42.8667
MSMEG_3623	-38.0769	-37.74	-36.72	-40.9
MSMEG_3624	-43.8167	-43.52	-50.625	-35.2333
MSMEG_3625	-39.6882	-39.3083	-39.3583	-40.54
MSMEG_3626	-42.5167	-42.7	-45.25	-36.5
MSMEG_3627	-35.35	-40.45	-41.1	-7.9
MSMEG_3628	-36.9625	-35.3333	-40.2	-34.55
MSMEG_3629	-42.1933	-43.0333	-38.44	-45.625
MSMEG_3630	-40.0625	-39.1	-47.2	-30.8
MSMEG_3631	-41.3158	-42.8	-40.9	-40.0
MSMEG_3632	-36.2966	-35.11	-41.67	-31.6444
MSMEG_3633	-47.1762	-49.2	-44.6	-48.25
MSMEG_3634	-44.5714	-44.56	-46.92	-41.65
MSMEG_3635	-44.8967	-45.0636	-48.52	-40.6667
MSMEG_3636	-39.035	-38.8571	-39.6571	-38.5167
MSMEG_3637	-39.237	-39.48	-37.9111	-40.425
MSMEG_3638	-41.0095	-42.6	-42.4429	-37.2167
MSMEG_3639	-39.545	-43.9714	-40.8714	-32.8333
MSMEG_3640	-36.3419	-36.62	-35.6714	-36.7143
MSMEG_3641	-41.0267	-40.8188	-41.18	-41.1
MSMEG_3642	-38.5071	-40.5421	-35.8368	-39.1778
MSMEG_3643	-38.875	-38.7	-45.0	-33.1
MSMEG_3644	-38.7545	-36.1	-36.125	-45.8
MSMEG_3645	-38.6333	-39.475	-38.4667	-37.2
MSMEG_3646	-41.1333	-40.1833	-45.68	-36.875
MSMEG_3647	-40.975	-47.6333	-39.0	-33.95
MSMEG_3648	-41.0857	-42.6333	-37.0667	-48.5
MSMEG_3649	-38.3187	-40.1667	-41.2833	-31.1
MSMEG_3650	-38.0667	-41.5667	-35.25	-33.2
MSMEG_3651	-43.2222	-49.7143	-41.05	-36.74
MSMEG_3652	-42.5455	-43.425	-43.2	-40.5
MSMEG_3653	-32.0154	-27.74	-37.46	-30.0667
MSMEG_3654	-39.3234	-40.3125	-40.2875	-37.24
MSMEG_3655	-36.9974	-36.8615	-37.3231	-36.7917
MSMEG_3656	-40.2711	-36.2385	-40.1769	-44.7417
MSMEG_3657	-39.6034	-41.17	-39.0	-38.5333
MSMEG_3658	-39.4	-39.975	-41.1	-35.7
MSMEG_3659	-42.2769	-43.88	-44.04	-36.6667
MSMEG_3660	-39.5125	-42.0	-39.1	-36.4
MSMEG_3661	-42.6455	-38.875	-46.3	-42.8
MSMEG_3662	-38.0917	-34.62	-45.525	-33.9667
MSMEG_3663	-35.2857	-38.13	-35.7778	-31.6333
MSMEG_3664	-41.1955	-41.025	-42.1125	-40.2
MSMEG_3665	-40.09	-38.525	-37.9	-44.3667
MSMEG_3666	-36.85	-40.7	-34.2833	-34.54
MSMEG_3667	-40.3065	-42.8818	-41.11	-36.67
MSMEG_3668	-41.992	-43.2111	-43.5125	-39.1
MSMEG_3669	-39.5857	-38.1	-39.9143	-41.1833
MSMEG_3670	-41.4833	-41.9333	-44.15	-34.8
MSMEG_3671	-44.1833	-45.5222	-41.2125	-45.8571
MSMEG_3672	-39.9333	-43.3667	-41.25	-27.0
MSMEG_3673	-41.3545	-42.1533	-41.6333	-40.2
MSMEG_3674	-38.275	-39.1667	-39.8667	-34.55
MSMEG_3675	-32.5235	-27.95	-34.9167	-35.14
MSMEG_3676	-40.5045	-40.15	-40.2714	-41.1429
MSMEG_3677	-40.1621	-38.12	-42.6	-39.7222
MSMEG_3678	-37.8	-35.1	-41.5	-38.5
MSMEG_3679	-41.8	-42.875	-40.1667	-42.1
MSMEG_3680	-33.1833	-36.8	-35.35	-18.0
MSMEG_3681	-38.2778	-41.15	-41.8333	-27.2
MSMEG_3682	-35.0733	-34.6333	-33.78	-37.35
MSMEG_3683	-34.4273	-38.25	-35.0	-28.5667
MSMEG_3684	-43.3059	-43.8667	-43.2667	-42.68
MSMEG_3685	-38.275	-40.3	-41.2	-30.85
MSMEG_3686	-43.15	-40.3333	-42.7667	-47.95
MSMEG_3687	-37.5545	-34.95	-39.2545	-38.81
MSMEG_3688	-34.5333	-35.2667	-41.1	-19.2
MSMEG_3689	-38.15	-37.45	-37.4917	-39.78
MSMEG_3691	-38.3857	-39.4125	-39.8286	-35.3333
MSMEG_3692	-41.5857	-41.3	-41.4	-42.1833
MSMEG_3693	-37.5167	-38.0778	-38.2375	-35.9714
MSMEG_3694	-40.7621	-39.98	-40.0	-42.4778
MSMEG_3695	-23.3875	-25.3667	-27.4333	-14.35
MSMEG_3696	-37.0429	-41.18	-34.82	-34.65
MSMEG_3697	-35.8269	-40.4	-38.2444	-27.9625
MSMEG_3698	-34.6222	-37.925	-32.1667	-31.7
MSMEG_3699	-25.45	-36.6	-14.3	-14.3
MSMEG_3700	-36.0731	-34.5556	-37.1333	-36.5875
MSMEG_3701	-34.265	-31.4143	-40.0143	-30.8833
MSMEG_3703	-38.3615	-46.26	-37.84	-26.0667
MSMEG_3704	-42.3063	-48.7667	-42.3	-34.56
MSMEG_3705	-42.368	-43.6333	-42.5889	-40.4571
MSMEG_3706	-34.6826	-35.4437	-35.2067	-33.3467
MSMEG_3707	-33.0917	-38.68	-27.55	-31.1667
MSMEG_3708	-39.4524	-40.725	-36.3	-41.4333
MSMEG_3709	-46.1846	-45.0556	-46.4111	-47.2
MSMEG_3710	-39.4818	-36.45	-40.525	-42.1333
MSMEG_3711	-34.15	-37.8	-30.5	-30.5
MSMEG_3712	-28.3333	-29.65	-25.7	-25.7
MSMEG_3713	-43.2125	-39.4667	-46.0333	-44.6
MSMEG_3714	-36.7769	-45.92	-36.95	-25.175
MSMEG_3715	-35.49	-37.8529	-32.318	-36.2673
MSMEG_3716	-21.05	-29.5	-12.6	-12.6
MSMEG_3718	-35.1375	-39.5333	-29.8667	-36.45
MSMEG_3719	-38.0391	-34.7125	-41.6625	-37.7
MSMEG_3720	-27.525	-34.8	-31.6	-8.9
MSMEG_3721	-35.7636	-34.1625	-38.125	-34.75
MSMEG_3722	-36.02	-37.45	-40.35	-24.5
MSMEG_3723	-33.05	-29.64	-39.48	-29.275
MSMEG_3724	-37.3944	-38.3667	-38.4	-34.82
MSMEG_3725	-28.95	-34.1	-23.8	-23.8
MSMEG_3726	-37.2182	-37.25	-36.5091	-37.96
MSMEG_3727	-32.8222	-33.475	-32.8	-31.55
MSMEG_3728	-31.6	-28.8	-34.4	-34.4
MSMEG_3729	-35.9732	-37.8429	-32.1429	-38.0846
MSMEG_3730	-36.6741	-37.78	-37.5889	-34.2625
MSMEG_3731	-36.4524	-40.2125	-32.5286	-36.0167
MSMEG_3732	-27.05	-36.7	-17.4	-17.4
MSMEG_3733	-29.1	-28.3	-35.5	-17.9
MSMEG_3735	-42.5211	-44.2857	-44.2167	-38.7667
MSMEG_3736	-21.9	-31.6	-12.2	-12.2
MSMEG_3737	-40.9333	-42.7167	-43.36	-35.225
MSMEG_3738	-40.6357	-44.89	-40.1444	-36.4
MSMEG_3739	-40.1769	-44.04	-39.16	-35.4333
MSMEG_3740	-39.7643	-36.82	-40.96	-41.95
MSMEG_3741	-40.8625	-40.6	-47.8833	-30.725
MSMEG_3742	-37.0389	-33.7333	-40.2714	-36.48
MSMEG_3743	-37.9875	-37.3167	-35.2667	-43.075
MSMEG_3744	-44.4895	-43.7	-47.2	-42.7
MSMEG_3745	-40.6667	-40.96	-42.675	-37.5
MSMEG_3746	-38.1914	-37.725	-40.8167	-35.8364
MSMEG_3748	-40.8478	-38.8625	-41.5	-42.3714
MSMEG_3750	-41.9556	-44.6143	-41.7333	-38.5
MSMEG_3751	-41.7188	-44.5333	-37.64	-42.42
MSMEG_3752	-36.4	-40.75	-37.4	-26.7
MSMEG_3753	-41.56	-40.2286	-44.6143	-39.55
MSMEG_3754	-39.3053	-36.2	-42.6429	-38.98
MSMEG_3758	-37.6615	-39.4444	-34.3333	-39.4
MSMEG_3759	-42.3333	-45.82	-37.65	-42.7667
MSMEG_3760	-33.9	-40.6	-36.7	-17.7
MSMEG_3761	-40.0818	-43.0	-41.6	-34.1667
MSMEG_3762	-38.4	-40.55	-40.18	-32.95
MSMEG_3763	-38.12	-32.2833	-43.38	-40.3
MSMEG_3764	-30.0	-32.25	-37.8	-17.7
MSMEG_3765	-37.6333	-36.9	-42.475	-32.4
MSMEG_3766	-36.66	-36.65	-35.8	-38.4
MSMEG_3767	-39.7983	-39.305	-41.215	-38.8263
MSMEG_3768	-38.42	-40.6333	-40.825	-33.3818
MSMEG_3769	-39.3893	-40.36	-38.2111	-39.4889
MSMEG_3770	-38.413	-39.3	-37.15	-38.8429
MSMEG_3771	-46.3444	-50.55	-48.3333	-34.95
MSMEG_3772	-41.0389	-40.0286	-43.4333	-39.58
MSMEG_3773	-40.6826	-37.5625	-46.625	-37.4571
MSMEG_3774	-39.5235	-39.9833	-42.3667	-35.56
MSMEG_3775	-40.2087	-39.6375	-39.425	-41.7571
MSMEG_3776	-38.595	-40.5429	-41.0143	-33.5
MSMEG_3777	-42.2122	-40.9647	-43.4647	-42.2067
MSMEG_3778	-38.281	-42.625	-35.2	-36.0833
MSMEG_3779	-41.975	-37.4333	-50.0167	-36.725
MSMEG_3780	-44.6389	-47.0429	-44.0333	-42.0
MSMEG_3781	-36.84	-34.5286	-35.6857	-40.8833
MSMEG_3782	-33.25	-33.7667	-36.0667	-28.25
MSMEG_3783	-38.925	-41.2111	-40.15	-34.5857
MSMEG_3784	-36.4933	-37.6	-32.74	-39.525
MSMEG_3785	-43.9789	-43.1429	-44.3714	-44.6
MSMEG_3786	-39.188	-39.7556	-42.225	-35.5125
MSMEG_3787	-38.4844	-34.9	-42.3909	-38.13
MSMEG_3788	-41.5667	-39.34	-43.475	-42.7333
MSMEG_3789	-38.6815	-39.77	-38.3111	-37.7375
MSMEG_3790	-45.8	-52.0	-45.86	-36.425
MSMEG_3791	-35.6571	-34.1	-36.3667	-38.2
MSMEG_3792	-29.1	-30.6	-26.1	-26.1
MSMEG_3793	-36.325	-32.5	-38.0	-40.4667
MSMEG_3794	-42.65	-50.1	-35.2	-35.2
MSMEG_3795	-38.0857	-36.9333	-44.8	-33.1
MSMEG_3796	-41.2615	-43.4364	-42.5773	-37.6048
MSMEG_3797	-41.6889	-47.46	-35.5111	-41.425
MSMEG_3798	-43.165	-42.0857	-43.7286	-43.7667
MSMEG_3799	-41.1	-39.5667	-43.85	-39.3875
MSMEG_3800	-37.1444	-35.425	-38.9	-37.95
MSMEG_3801	-39.6826	-35.9375	-40.425	-43.1143
MSMEG_3802	-40.8588	-39.325	-40.9545	-42.4364
MSMEG_3803	-36.6778	-36.825	-39.8667	-31.6
MSMEG_3804	-33.18	-38.95	-36.0	-16.0
MSMEG_3805	-38.2786	-42.44	-37.9	-33.55
MSMEG_3806	-39.1783	-36.375	-42.225	-38.9
MSMEG_3807	-33.4333	-31.625	-37.94	-28.3333
MSMEG_3808	-36.5895	-36.955	-36.7737	-35.9889
MSMEG_3809	-39.0312	-44.7333	-39.0	-32.22
MSMEG_3810	-35.7071	-33.68	-36.2	-37.625
MSMEG_3811	-39.5625	-34.1	-42.1333	-43.9
MSMEG_3812	-36.7706	-38.0167	-36.75	-35.3
MSMEG_3813	-37.82	-35.65	-47.8	-22.2
MSMEG_3815	-44.1074	-43.17	-45.6444	-43.55
MSMEG_3816	-37.5047	-37.5733	-37.9857	-36.95
MSMEG_3817	-38.225	-35.8	-40.9	-37.85
MSMEG_3818	-43.8647	-43.75	-40.7167	-47.78
MSMEG_3819	-34.7818	-34.5	-34.375	-35.7
MSMEG_3820	-23.825	-23.85	-28.1	-19.5
MSMEG_3821	-37.1933	-38.8636	-37.28	-35.0556
MSMEG_3822	-39.0786	-45.66	-36.16	-34.5
MSMEG_3823	-37.4714	-35.08	-38.06	-39.725
MSMEG_3824	-41.304	-41.6	-41.8667	-40.2
MSMEG_3825	-38.4467	-38.5167	-37.5	-39.525
MSMEG_3826	-37.5	-39.8	-39.8571	-31.6833
MSMEG_3827	-37.996	-41.3444	-35.6	-36.7714
MSMEG_3828	-36.0556	-37.4	-33.1667	-37.625
MSMEG_3829	-40.5333	-38.4	-39.65	-44.58
MSMEG_3830	-38.4929	-40.92	-40.32	-33.175
MSMEG_3831	-41.1375	-40.8375	-42.8778	-39.2429
MSMEG_3832	-34.2276	-34.28	-33.44	-35.0444
MSMEG_3833	-37.7429	-35.66	-40.79	-36.5375
MSMEG_3834	-43.5909	-45.9	-46.5	-36.6333
MSMEG_3835	-32.2333	-37.15	-22.4	-22.4
MSMEG_3836	-36.4111	-37.325	-38.2667	-31.8
MSMEG_3837	-39.8042	-40.7222	-39.175	-39.3429
MSMEG_3838	-39.8304	-41.425	-38.375	-39.6714
MSMEG_3839	-37.7333	-36.2474	-39.4111	-37.6176
MSMEG_3840	-46.5833	-45.9143	-48.0833	-45.72
MSMEG_3841	-42.0545	-40.475	-44.2625	-41.2167
MSMEG_3842	-39.6308	-42.58	-44.675	-30.9
MSMEG_3843	-36.575	-35.3667	-39.6	-33.85
MSMEG_3844	-38.0917	-42.35	-36.0667	-35.8286
MSMEG_3845	-36.1	-35.1	-37.1	-31.5
MSMEG_3846	-38.7256	-40.35	-39.3154	-36.1917
MSMEG_3847	-36.2282	-37.3	-35.9923	-35.2333
MSMEG_3848	-41.06	-40.5273	-41.6	-41.1111
MSMEG_3849	-40.36	-46.6	-38.7	-31.2
MSMEG_3850	-40.1682	-40.9125	-44.0857	-35.4
MSMEG_3851	-44.8545	-40.675	-42.45	-53.6333
MSMEG_3852	-40.55	-43.4714	-42.2	-35.2167
MSMEG_3853	-41.7929	-42.3	-44.2	-38.15
MSMEG_3854	-36.8667	-43.8	-34.54	-29.375
MSMEG_3855	-35.0286	-36.92	-36.58	-30.725
MSMEG_3856	-42.572	-42.3556	-44.5125	-40.875
MSMEG_3857	-35.8571	-39.6333	-38.2	-27.85
MSMEG_3858	-33.0	-34.4	-38.0	-25.9
MSMEG_3859	-40.68	-41.8333	-41.68	-37.7
MSMEG_3860	-42.9056	-43.0	-43.475	-42.1727
MSMEG_3861	-41.8935	-41.5727	-44.5455	-39.0444
MSMEG_3862	-41.34	-46.15	-43.6667	-32.6
MSMEG_3863	-36.3286	-34.6333	-39.6667	-31.4
MSMEG_3864	-39.5986	-39.528	-39.4667	-39.813
MSMEG_3865	-31.175	-31.8	-44.5	-16.6
MSMEG_3866	-49.3	-54.575	-46.5667	-42.85
MSMEG_3867	-41.3023	-38.2067	-44.18	-41.5357
MSMEG_3868	-42.8	-45.875	-44.8333	-33.6
MSMEG_3869	-40.6944	-42.3286	-42.45	-36.3
MSMEG_3870	-37.9588	-35.0	-39.9167	-39.16
MSMEG_3871	-44.4	-46.9625	-45.8429	-40.0286
MSMEG_3872	-42.425	-38.58	-46.625	-43.2333
MSMEG_3873	-42.9567	-41.5636	-45.95	-41.3333
MSMEG_3874	-36.5333	-34.72	-41.05	-33.5333
MSMEG_3875	-40.74	-41.75	-41.32	-38.5
MSMEG_3876	-38.481	-40.65	-35.2286	-39.3833
MSMEG_3877	-39.5933	-37.7667	-41.18	-40.35
MSMEG_3878	-45.2609	-47.6375	-44.65	-43.2429
MSMEG_3879	-43.5467	-44.1833	-46.88	-38.425
MSMEG_3880	-41.1125	-35.6667	-43.2667	-46.05
MSMEG_3881	-41.4318	-41.4625	-40.3625	-42.8167
MSMEG_3882	-36.0375	-34.6	-38.5333	-34.45
MSMEG_3883	-43.2895	-41.8286	-44.3667	-43.9167
MSMEG_3884	-35.3688	-38.3	-38.28	-28.94
MSMEG_3885	-41.4878	-38.9471	-44.5706	-40.8733
MSMEG_3886	-35.8947	-35.5286	-35.8833	-36.3333
MSMEG_3887	-35.55	-37.6	-33.5	-31.0
MSMEG_3888	-40.8053	-38.0	-44.3333	-40.55
MSMEG_3890	-34.1074	-34.16	-37.7111	-29.9875
MSMEG_3891	-39.1294	-39.95	-38.8167	-38.52
MSMEG_3892	-44.32	-42.875	-49.625	-36.6
MSMEG_3893	-40.0571	-41.375	-37.9429	-40.7667
MSMEG_3894	-39.9857	-39.48	-36.52	-44.95
MSMEG_3895	-40.3	-42.2167	-39.8667	-38.075
MSMEG_3896	-32.1	-36.2	-23.9	-23.9
MSMEG_3897	-38.4931	-40.08	-37.56	-37.7667
MSMEG_3898	-36.2333	-37.7143	-36.7667	-33.52
MSMEG_3899	-34.8286	-33.0667	-36.5667	-34.9
MSMEG_3900	-37.12	-35.2556	-41.0111	-34.5143
MSMEG_3901	-38.43	-35.25	-40.325	-41.0
MSMEG_3902	-36.4889	-37.9231	-36.975	-34.2636
MSMEG_3903	-40.14	-42.75	-40.4	-36.4
MSMEG_3904	-40.4818	-47.775	-37.2	-35.1333
MSMEG_3905	-43.1	-42.7	-43.85	-42.4
MSMEG_3906	-38.9812	-35.9333	-42.1167	-38.85
MSMEG_3907	-40.5471	-42.5833	-39.4667	-39.4
MSMEG_3908	-39.4467	-39.0333	-44.8	-33.375
MSMEG_3909	-35.25	-40.35	-34.55	-26.45
MSMEG_3910	-35.57	-36.225	-39.8	-30.4667
MSMEG_3911	-40.7833	-42.5667	-45.2	-26.6
MSMEG_3912	-40.5273	-39.525	-42.725	-38.9333
MSMEG_3913	-42.725	-45.1	-45.9667	-34.3
MSMEG_3914	-37.3	-38.1875	-37.5125	-35.8333
MSMEG_3915	-35.6714	-38.0	-35.6286	-32.6167
MSMEG_3916	-39.8	-42.0667	-42.1	-28.4
MSMEG_3917	-37.59	-44.05	-36.525	-26.8
MSMEG_3918	-38.58	-40.125	-39.2333	-35.8667
MSMEG_3919	-34.3583	-43.36	-29.45	-25.9
MSMEG_3920	-32.4727	-36.625	-31.875	-27.7333
MSMEG_3921	-37.525	-41.0167	-37.34	-33.52
MSMEG_3922	-33.8	-27.925	-38.25	-35.7
MSMEG_3923	-34.05	-34.7	-37.5333	-29.7
MSMEG_3924	-36.3167	-36.2444	-39.7375	-32.5
MSMEG_3925	-30.9526	-32.9571	-31.95	-27.6167
MSMEG_3926	-34.2745	-35.9579	-34.55	-32.2222
MSMEG_3927	-41.5333	-44.075	-44.2667	-32.35
MSMEG_3928	-34.836	-34.2333	-36.5444	-33.4143
MSMEG_3929	-34.82	-35.0333	-34.12	-35.375
MSMEG_3930	-38.0375	-39.9	-40.32	-33.52
MSMEG_3931	-36.581	-40.3125	-34.3	-34.2667
MSMEG_3932	-32.4875	-30.9	-32.6667	-34.6
MSMEG_3933	-38.0407	-39.66	-38.2333	-35.8
MSMEG_3934	-37.9696	-39.6375	-39.7733	-34.3867
MSMEG_3935	-36.7	-39.9167	-39.36	-28.55
MSMEG_3936	-37.8706	-35.35	-39.2	-39.3
MSMEG_3937	-38.2889	-36.65	-37.8333	-42.25
MSMEG_3938	-26.96	-27.15	-32.65	-15.2
MSMEG_3939	-37.3867	-37.3667	-42.96	-30.45
MSMEG_3940	-36.6588	-32.7833	-39.2667	-38.18
MSMEG_3941	-38.4281	-38.0273	-38.0545	-39.28
MSMEG_3942	-36.7483	-37.96	-36.14	-36.0778
MSMEG_3943	-34.4895	-35.0714	-35.2167	-33.0833
MSMEG_3944	-33.8615	-38.04	-30.675	-31.825
MSMEG_3945	-40.0875	-38.3667	-42.88	-39.36
