 	CDS_MFE_50_25nt_CDS	CDS_MFE_50_25nt_5p	CDS_MFE_50_25nt_mid	CDS_MFE_50_25nt_3p
MSMEG_3282	-11.1857	-15.7667	-9.15	-6.35
MSMEG_3283	-16.4897	-16.505	-16.54	-16.4167
MSMEG_3284	-15.0941	-15.4667	-15.05	-14.7
MSMEG_3285	-16.4095	-15.7133	-14.6571	-19.1
MSMEG_3286	-14.8586	-12.91	-17.0	-14.6444
MSMEG_3287	-16.0794	-17.95	-18.2455	-11.8727
MSMEG_3288	-13.936	-11.7556	-15.4667	-14.7714
MSMEG_3289	-16.5488	-16.86	-15.8214	-16.9429
MSMEG_3290	-18.3473	-19.2405	-18.7838	-16.9806
MSMEG_3291	-17.65	-17.9333	-19.4	-13.3
MSMEG_3292	-15.2879	-15.75	-15.3636	-14.65
MSMEG_3293	-12.9833	-13.7667	-13.6	-9.4
MSMEG_3294	-11.0	-10.5	-14.6	-8.4
MSMEG_3295	-13.18	-17.45	-14.25	-2.5
MSMEG_3296	-15.15	-13.275	-16.7286	-15.7143
MSMEG_3297	-15.2917	-14.7941	-16.6812	-14.3733
MSMEG_3298	-14.2826	-14.0625	-13.125	-15.8571
MSMEG_3300	-16.5535	-17.4733	-17.6071	-14.5143
MSMEG_3301	-14.4548	-15.4909	-14.33	-13.44
MSMEG_3302	-15.1486	-16.0917	-15.6833	-13.5364
MSMEG_3303	-14.9281	-15.815	-13.1316	-15.8389
MSMEG_3304	-17.4963	-19.2111	-18.1947	-14.9
MSMEG_3305	-16.2778	-17.6833	-17.0538	-13.8273
MSMEG_3306	-17.5378	-19.2538	-18.0692	-14.8818
MSMEG_3308	-17.2947	-18.4429	-19.2333	-14.0167
MSMEG_3309	-15.3577	-15.0	-16.1588	-14.9353
MSMEG_3310	-16.603	-15.3667	-18.3	-16.22
MSMEG_3311	-10.3455	-8.975	-10.65	-11.7667
MSMEG_3312	-12.1409	-9.6625	-12.9	-14.2143
MSMEG_3313	-17.7383	-19.8187	-16.0375	-17.3333
MSMEG_3314	-17.9234	-17.3938	-19.3	-17.02
MSMEG_3315	-14.1636	-17.175	-14.2	-10.1
MSMEG_3316	-17.2898	-16.25	-17.57	-18.0895
MSMEG_3317	-14.3575	-15.8857	-14.5429	-12.3583
MSMEG_3318	-13.7204	-14.1529	-12.6438	-14.3375
MSMEG_3319	-15.7208	-17.425	-16.0333	-13.3714
MSMEG_3321	-13.7667	-14.2296	-13.75	-13.3038
MSMEG_3322	-12.9323	-14.4364	-13.5091	-10.3889
MSMEG_3323	-12.4762	-12.1	-14.1714	-11.0
MSMEG_3324	-12.65	-10.2667	-16.8333	-9.95
MSMEG_3325	-11.97	-13.5143	-12.1	-10.0167
MSMEG_3326	-13.5106	-14.325	-12.8938	-13.3
MSMEG_3327	-17.2	-19.2	-13.2	-13.2
MSMEG_3328	-11.7625	-11.95	-15.98	-7.32
MSMEG_3329	-11.2	-9.0667	-13.7	-11.9
MSMEG_3330	-11.85	-12.3	-13.75	-6.7
MSMEG_3331	-17.3579	-14.0714	-18.9571	-19.72
MSMEG_3332	-13.4467	-15.8	-11.89	-12.3
MSMEG_3334	-12.72	-13.45	-16.3	-4.1
MSMEG_3335	-12.8	-12.1545	-13.2273	-13.04
MSMEG_3336	-13.17	-13.7273	-14.15	-11.4
MSMEG_3337	-10.47	-9.75	-12.8	-7.25
MSMEG_3338	-13.1773	-12.2867	-14.4667	-12.75
MSMEG_3339	-13.5273	-14.2	-15.075	-10.5667
MSMEG_3340	-14.1857	-17.3	-12.04	-12.975
MSMEG_3341	-13.4167	-15.9588	-12.375	-11.6467
MSMEG_3342	-14.4556	-16.575	-15.1667	-9.15
MSMEG_3343	-14.063	-15.0062	-14.1875	-12.8429
MSMEG_3344	-13.4279	-13.0933	-14.7	-12.5143
MSMEG_3345	-15.2593	-16.3	-14.6778	-14.6125
MSMEG_3346	-14.9613	-16.1364	-14.94	-13.69
MSMEG_3347	-15.5	-15.2545	-14.2455	-17.3333
MSMEG_3348	-14.3159	-15.4933	-13.7133	-13.7
MSMEG_3349	-15.285	-15.0857	-17.2429	-13.2333
MSMEG_3350	-15.4185	-15.1789	-16.0444	-15.0235
MSMEG_3351	-15.9727	-15.25	-17.525	-14.8667
MSMEG_3352	-13.725	-12.6714	-16.1286	-12.15
MSMEG_3353	-14.5643	-11.1	-17.74	-14.925
MSMEG_3354	-14.2167	-16.7222	-12.775	-12.6429
MSMEG_3355	-13.7229	-16.5833	-13.4333	-10.9182
MSMEG_3356	-11.6615	-10.94	-12.925	-11.3
MSMEG_3357	-13.35	-12.6625	-14.3875	-12.8833
MSMEG_3358	-14.2136	-13.15	-17.6571	-11.9857
MSMEG_3359	-12.5167	-9.8143	-14.85	-13.5
MSMEG_3360	-13.5565	-12.375	-16.475	-11.5714
MSMEG_3361	-14.4192	-13.2889	-13.5222	-16.7
MSMEG_3362	-15.1161	-14.1455	-16.1	-15.1
MSMEG_3363	-11.7125	-12.15	-13.5333	-8.8714
MSMEG_3364	-14.192	-15.1667	-13.4875	-13.8
MSMEG_3365	-15.285	-16.8714	-15.7231	-13.1385
MSMEG_3366	-14.563	-12.33	-14.3444	-17.6
MSMEG_3367	-15.43	-17.06	-12.7727	-16.8667
MSMEG_3368	-13.78	-11.4	-17.25	-11.6
MSMEG_3369	-16.6431	-17.3778	-14.9824	-17.5812
MSMEG_3370	-16.1625	-15.1	-20.7667	-10.85
MSMEG_3372	-13.4769	-12.98	-13.9	-13.675
MSMEG_3373	-15.442	-14.5	-17.1706	-14.6062
MSMEG_3374	-11.5171	-10.1643	-11.3429	-13.1615
MSMEG_3375	-14.2254	-14.9435	-14.2273	-13.4727
MSMEG_3376	-15.1417	-15.0	-14.3583	-16.1636
MSMEG_3377	-15.9704	-18.09	-15.4667	-13.8875
MSMEG_3378	-14.5261	-14.775	-14.6188	-14.1357
MSMEG_3379	-17.8226	-16.6636	-18.7	-18.22
MSMEG_3380	-13.0133	-13.7167	-13.08	-11.875
MSMEG_3381	-13.9955	-13.3	-14.2625	-14.5667
MSMEG_3382	-13.3071	-16.08	-14.72	-8.075
MSMEG_3383	-19.64	-18.35	-25.3	-10.9
MSMEG_3384	-14.6351	-14.2385	-13.2167	-16.4833
MSMEG_3385	-11.0684	-9.9	-13.2833	-10.2167
MSMEG_3386	-14.5415	-15.7	-11.9389	-16.0706
MSMEG_3387	-15.5484	-15.7714	-15.1	-15.785
MSMEG_3388	-13.4932	-13.42	-14.44	-12.5571
MSMEG_3389	-14.5734	-14.2	-14.4818	-15.085
MSMEG_3390	-15.0133	-13.7545	-16.22	-15.2111
MSMEG_3391	-14.7489	-15.6062	-15.575	-12.9533
MSMEG_3392	-16.9511	-16.8	-17.02	-17.05
MSMEG_3393	-14.6744	-15.9214	-15.5231	-12.3
MSMEG_3394	-10.6062	-9.1167	-11.8333	-11.0
MSMEG_3395	-15.2613	-13.8909	-16.89	-15.14
MSMEG_3396	-14.5933	-14.1182	-14.4	-15.3889
MSMEG_3397	-14.6887	-14.2444	-14.0389	-15.8471
MSMEG_3398	-16.6654	-16.2222	-17.5889	-16.125
MSMEG_3400	-13.7	-14.78	-13.4433	-12.8483
MSMEG_3401	-15.3258	-17.8818	-14.8182	-12.8222
MSMEG_3402	-14.1722	-12.0737	-14.9944	-15.6471
MSMEG_3403	-14.5125	-14.0786	-13.7692	-15.7231
MSMEG_3404	-15.0102	-16.2941	-16.2375	-12.4188
MSMEG_3405	-13.9862	-13.585	-12.7105	-15.6842
MSMEG_3406	-13.3696	-14.0	-12.3125	-13.8571
MSMEG_3407	-12.2687	-12.8824	-12.1375	-11.7133
MSMEG_3408	-13.8087	-14.1125	-14.2375	-12.9714
MSMEG_3409	-15.6579	-14.2077	-17.6769	-15.0417
MSMEG_3410	-15.1043	-16.475	-16.1375	-12.3571
MSMEG_3411	-16.0824	-15.35	-16.1667	-16.86
MSMEG_3412	-13.2529	-12.5667	-13.4917	-13.79
MSMEG_3414	-19.2886	-19.6133	-20.3267	-17.8286
MSMEG_3415	-15.0895	-12.7286	-19.7333	-13.2
MSMEG_3416	-17.1324	-16.825	-19.55	-14.6
MSMEG_3417	-14.085	-15.9286	-14.2	-11.8
MSMEG_3418	-14.6353	-14.4	-15.1667	-14.28
MSMEG_3419	-17.6947	-18.5462	-19.5769	-14.7333
MSMEG_3420	-16.81	-18.8182	-14.44	-16.9889
MSMEG_3421	-15.05	-18.3632	-13.8211	-12.85
MSMEG_3422	-16.3585	-14.8929	-18.9357	-15.1615
MSMEG_3423	-14.7677	-16.9909	-14.55	-12.54
MSMEG_3424	-14.0882	-15.5583	-12.9455	-13.6273
MSMEG_3425	-17.2	-16.8333	-19.4375	-15.1143
MSMEG_3426	-15.0471	-16.4667	-14.4091	-14.1364
MSMEG_3427	-14.6333	-14.3077	-13.4083	-16.3545
MSMEG_3428	-11.9929	-10.26	-12.84	-13.1
MSMEG_3429	-11.8822	-11.9133	-12.8938	-10.6929
MSMEG_3430	-14.95	-15.9667	-14.3	-14.3857
MSMEG_3431	-17.05	-16.525	-18.94	-14.6
MSMEG_3432	-14.5603	-13.91	-14.855	-14.9556
MSMEG_3433	-14.05	-17.9905	-13.895	-9.8579
MSMEG_3434	-14.748	-14.3	-15.0	-15.0
MSMEG_3435	-16.74	-16.5167	-15.78	-18.275
MSMEG_3436	-14.013	-13.225	-12.7625	-16.3429
MSMEG_3437	-15.9111	-16.2778	-15.1895	-16.3294
MSMEG_3438	-11.15	-14.0667	-10.3	-4.1
MSMEG_3439	-11.8667	-10.7667	-15.6	-7.7
MSMEG_3440	-13.7582	-14.1895	-12.1389	-14.9222
MSMEG_3441	-18.905	-20.4429	-20.6429	-15.0833
MSMEG_3442	-14.3781	-13.9455	-13.4545	-15.87
MSMEG_3443	-14.2167	-11.7333	-19.05	-12.0
MSMEG_3444	-16.3119	-18.015	-14.715	-16.2
MSMEG_3445	-15.305	-15.6357	-15.8154	-14.4385
MSMEG_3446	-15.28	-14.1	-17.1	-14.0
MSMEG_3447	-13.16	-12.8444	-13.7333	-12.8286
MSMEG_3448	-16.7553	-18.1125	-15.1062	-17.0667
MSMEG_3449	-14.896	-15.6556	-14.6333	-14.2571
MSMEG_3450	-15.3704	-16.64	-11.7778	-17.825
MSMEG_3451	-14.7441	-17.9167	-13.0091	-13.0182
MSMEG_3452	-14.0435	-13.0125	-15.9125	-13.0857
MSMEG_3453	-12.18	-11.9	-16.05	-5.0
MSMEG_3454	-14.27	-17.325	-10.65	-15.4
MSMEG_3455	-18.9214	-23.22	-17.08	-15.85
MSMEG_3456	-14.9882	-12.8167	-18.6167	-13.24
MSMEG_3457	-15.6944	-14.0263	-17.5222	-15.6235
MSMEG_3458	-17.1303	-18.9	-18.8182	-13.15
MSMEG_3459	-17.8717	-17.0095	-17.965	-18.7263
MSMEG_3460	-14.9706	-14.55	-15.3667	-15.0
MSMEG_3461	-14.6562	-13.3767	-15.8233	-14.7724
MSMEG_3462	-16.0615	-16.2222	-15.8889	-16.075
MSMEG_3463	-18.1194	-18.0692	-17.0833	-19.3091
MSMEG_3464	-17.2675	-16.1571	-17.85	-17.8833
MSMEG_3465	-17.0649	-18.216	-15.68	-17.3083
MSMEG_3466	-15.9	-16.9	-13.85	-17.0
MSMEG_3467	-17.0562	-15.3167	-15.42	-20.78
MSMEG_3468	-15.6419	-16.0095	-14.9619	-15.97
MSMEG_3469	-16.5348	-16.3625	-15.6375	-17.7571
MSMEG_3470	-16.3444	-15.7077	-16.7583	-16.6455
MSMEG_3471	-15.7333	-15.6833	-15.3824	-16.1625
MSMEG_3472	-18.5702	-18.7875	-19.9062	-16.9133
MSMEG_3473	-13.876	-11.6667	-14.5375	-15.7
MSMEG_3474	-17.3923	-16.5222	-18.4111	-17.225
MSMEG_3475	-15.0161	-12.8182	-14.71	-17.74
MSMEG_3476	-16.2591	-14.7133	-16.2467	-17.9286
MSMEG_3477	-17.2269	-16.3556	-20.1889	-14.875
MSMEG_3478	-15.0593	-11.8667	-16.55	-16.7875
MSMEG_3479	-16.4	-14.0143	-17.1286	-18.72
MSMEG_3480	-15.9432	-15.5	-16.5667	-15.8
MSMEG_3481	-21.2282	-21.8071	-21.1769	-20.6083
MSMEG_3482	-14.77	-19.725	-16.2333	-6.7
MSMEG_3483	-15.2154	-15.3444	-13.4778	-17.025
MSMEG_3484	-14.4381	-14.8	-14.4625	-13.9833
MSMEG_3485	-15.7391	-17.0625	-14.2125	-15.9714
MSMEG_3486	-14.9828	-14.165	-14.2421	-16.5842
MSMEG_3487	-15.6385	-15.4444	-18.6889	-12.425
MSMEG_3488	-18.1526	-16.7538	-17.4231	-20.4583
MSMEG_3489	-16.4296	-15.68	-18.1889	-15.3875
MSMEG_3490	-16.1896	-15.8706	-17.075	-15.6067
MSMEG_3491	-14.3261	-16.0875	-12.775	-14.0857
MSMEG_3492	-18.5217	-17.1438	-19.0133	-19.5
MSMEG_3493	-11.9154	-13.24	-10.96	-11.3
MSMEG_3494	-14.0667	-17.7571	-11.8333	-11.58
MSMEG_3495	-12.3158	-12.9286	-12.1833	-11.7333
MSMEG_3496	-14.8103	-15.4795	-13.8744	-15.0842
MSMEG_3497	-14.8517	-16.19	-15.7	-12.4222
MSMEG_3498	-13.575	-13.05	-14.1	-12.6
MSMEG_3499	-16.35	-15.9125	-16.3889	-16.8
MSMEG_3500	-18.169	-14.84	-22.38	-17.1889
MSMEG_3501	-11.9133	-16.3	-9.7833	-9.625
MSMEG_3502	-11.7667	-12.9667	-14.55	-2.6
MSMEG_3503	-16.5857	-15.9375	-17.3571	-16.55
MSMEG_3504	-10.2	-10.825	-12.6667	-6.9
MSMEG_3505	-18.1828	-18.635	-18.16	-17.7056
MSMEG_3506	-19.4491	-19.8211	-21.1842	-17.0941
MSMEG_3507	-15.2057	-14.55	-15.5083	-15.5909
MSMEG_3508	-16.8278	-18.0692	-16.8083	-15.3818
MSMEG_3509	-16.1346	-12.7222	-17.0333	-18.9625
MSMEG_3510	-12.2023	-15.6933	-11.6714	-8.9929
MSMEG_3511	-15.8109	-16.9053	-15.6667	-14.8
MSMEG_3512	-17.151	-16.8	-18.7294	-15.8688
MSMEG_3513	-16.3229	-16.3059	-16.95	-15.6733
MSMEG_3514	-11.5	-12.3667	-13.0	-7.2
MSMEG_3515	-14.9552	-15.77	-15.46	-13.4889
MSMEG_3517	-17.3	-18.3111	-15.5333	-18.15
MSMEG_3518	-18.2533	-19.4167	-20.24	-14.025
MSMEG_3519	-14.7689	-12.7375	-16.5933	-15.1357
MSMEG_3520	-17.0565	-15.6375	-19.7625	-15.5857
MSMEG_3521	-15.7831	-15.2933	-15.65	-16.4276
MSMEG_3522	-19.0941	-21.3333	-17.8667	-17.88
MSMEG_3523	-15.7562	-13.9833	-17.6333	-15.6
MSMEG_3524	-14.4412	-14.0	-15.2882	-14.0375
MSMEG_3525	-17.4935	-16.7636	-19.11	-16.68
MSMEG_3526	-16.156	-14.8222	-18.475	-15.3375
MSMEG_3527	-16.8724	-19.11	-17.01	-14.2333
MSMEG_3528	-15.3194	-17.6455	-14.86	-13.22
MSMEG_3529	-14.9423	-17.5222	-15.3556	-11.575
MSMEG_3530	-16.4667	-15.9778	-17.9875	-15.3571
MSMEG_3531	-17.3246	-17.385	-18.2895	-16.2389
MSMEG_3532	-17.4	-17.1	-17.9154	-17.1667
MSMEG_3533	-15.6355	-14.7286	-15.9524	-16.255
MSMEG_3534	-17.1471	-15.0333	-19.9833	-16.28
MSMEG_3535	-18.0439	-17.3357	-18.1857	-18.6538
MSMEG_3536	-17.0257	-15.712	-16.528	-18.9125
MSMEG_3537	-16.5778	-20.2	-12.3667	-15.65
MSMEG_3538	-14.1676	-14.1583	-14.4364	-13.9091
MSMEG_3539	-14.225	-13.65	-14.8	-11.0
MSMEG_3540	-15.0625	-13.5667	-18.6333	-11.95
MSMEG_3541	-18.0171	-18.8	-18.1917	-16.9727
MSMEG_3542	-17.6429	-13.52	-20.4	-19.35
MSMEG_3543	-15.2619	-20.0375	-11.9143	-12.8
MSMEG_3544	-17.3194	-16.5923	-17.7	-17.7636
MSMEG_3545	-20.175	-20.2667	-23.5625	-16.1857
MSMEG_3546	-16.9358	-17.5278	-18.1222	-15.0529
MSMEG_3547	-14.7394	-16.65	-13.3818	-13.94
MSMEG_3548	-15.3393	-15.39	-17.3667	-13.2556
MSMEG_3549	-12.4074	-13.1	-13.0222	-10.85
MSMEG_3550	-13.41	-13.5818	-14.48	-12.0111
MSMEG_3551	-14.9196	-15.3882	-14.6333	-14.7438
MSMEG_3552	-14.8313	-15.2588	-16.575	-12.4867
MSMEG_3553	-13.1446	-14.3316	-12.6895	-12.3722
MSMEG_3554	-13.9775	-14.5571	-14.6929	-12.4667
MSMEG_3555	-12.6	-13.6917	-10.9727	-13.08
MSMEG_3556	-13.9887	-14.019	-13.3857	-14.59
MSMEG_3557	-17.1877	-16.635	-16.2842	-18.7556
MSMEG_3558	-16.7216	-16.3923	-17.7333	-16.0667
MSMEG_3559	-16.5135	-17.2538	-15.825	-16.4
MSMEG_3560	-14.2286	-15.42	-13.82	-13.25
MSMEG_3561	-16.2037	-15.7	-17.7722	-15.1059
MSMEG_3562	-15.3737	-13.6429	-17.6833	-15.0833
MSMEG_3563	-16.6659	-17.4714	-16.2778	-16.2185
MSMEG_3564	-12.2737	-10.9857	-13.5167	-12.5333
MSMEG_3565	-13.475	-10.7	-16.25	-5.8
MSMEG_3566	-12.66	-11.8333	-13.75	-12.5
MSMEG_3567	-17.1533	-14.6545	-17.98	-19.2889
MSMEG_3568	-18.2625	-17.6333	-19.3333	-17.6
MSMEG_3569	-14.8931	-14.79	-15.0	-14.8889
MSMEG_3570	-19.3962	-19.2074	-19.7259	-19.25
MSMEG_3571	-17.664	-16.4111	-19.4625	-17.275
MSMEG_3572	-17.0348	-19.6375	-17.1375	-13.9429
MSMEG_3573	-16.8089	-17.1688	-16.3667	-16.8714
MSMEG_3574	-15.9284	-16.7478	-14.6818	-16.3182
MSMEG_3575	-16.9684	-12.9286	-19.7667	-18.8833
MSMEG_3576	-16.6538	-16.1	-17.4235	-16.4706
MSMEG_3577	-16.9941	-14.05	-17.4	-20.04
MSMEG_3578	-14.6488	-12.3345	-15.7607	-15.9815
MSMEG_3579	-16.4873	-16.5	-15.4	-17.6882
MSMEG_3580	-15.9026	-17.6429	-14.9231	-14.9333
MSMEG_3581	-17.0533	-19.0091	-15.54	-16.3444
MSMEG_3582	-16.7118	-16.2625	-17.5903	-16.2833
MSMEG_3583	-14.4975	-15.9429	-12.5308	-14.9077
MSMEG_3584	-13.7383	-14.7692	-12.7211	-13.6974
MSMEG_3585	-15.9	-16.9	-15.0	-15.76
MSMEG_3586	-15.5423	-15.2722	-15.35	-16.0625
MSMEG_3587	-14.4316	-13.775	-15.3158	-14.2278
MSMEG_3588	-14.34	-20.35	-13.85	-3.3
MSMEG_3589	-17.4333	-16.7	-17.8333	-18.3
MSMEG_3590	-17.0314	-17.2	-17.9	-15.9
MSMEG_3591	-17.1333	-15.7	-16.0667	-21.6
MSMEG_3592	-16.62	-20.1444	-17.075	-12.2
MSMEG_3593	-14.8966	-15.31	-15.3	-13.9889
MSMEG_3594	-17.3204	-16.2471	-19.4125	-16.3688
MSMEG_3595	-16.9192	-15.7444	-19.5667	-15.2625
MSMEG_3596	-17.0625	-17.7512	-16.5023	-16.931
MSMEG_3597	-15.2053	-16.0286	-16.0714	-12.84
MSMEG_3598	-15.3829	-15.0143	-15.25	-15.9231
MSMEG_3599	-14.5927	-15.3	-14.7714	-13.6385
MSMEG_3600	-14.97	-16.6714	-16.5429	-11.15
MSMEG_3601	-16.0488	-17.5929	-14.4857	-16.0692
MSMEG_3602	-17.4852	-16.8619	-19.04	-16.585
MSMEG_3603	-17.6951	-18.9429	-18.5429	-15.4385
MSMEG_3604	-15.36	-15.8364	-14.99	-15.1889
MSMEG_3605	-17.7561	-19.1	-17.8214	-16.2385
MSMEG_3606	-16.0974	-16.3071	-16.1231	-15.825
MSMEG_3607	-18.8677	-20.7182	-18.46	-17.24
MSMEG_3608	-16.9155	-17.57	-16.045	-17.1556
MSMEG_3609	-18.8343	-19.0333	-18.75	-18.7091
MSMEG_3610	-15.7103	-17.75	-16.1	-13.0111
MSMEG_3611	-14.4606	-13.8344	-15.0531	-14.4967
MSMEG_3612	-16.7	-16.66	-15.88	-17.6556
MSMEG_3613	-16.2417	-15.7778	-17.9625	-14.8714
MSMEG_3614	-17.9684	-20.0	-15.4429	-18.66
MSMEG_3615	-17.8075	-19.3429	-18.4923	-15.4692
MSMEG_3616	-14.8833	-15.95	-14.58	-13.9667
MSMEG_3617	-17.73	-23.075	-18.2667	-10.0667
MSMEG_3618	-16.45	-16.0333	-15.1857	-18.2923
MSMEG_3619	-16.0385	-13.7333	-17.0444	-17.5
MSMEG_3620	-12.327	-14.1154	-11.5917	-11.125
MSMEG_3621	-15.1259	-12.5368	-16.7778	-16.2706
MSMEG_3622	-18.488	-20.9556	-17.3875	-16.8125
MSMEG_3623	-16.1148	-16.02	-15.2556	-17.2
MSMEG_3624	-17.396	-16.7778	-20.575	-14.9125
MSMEG_3625	-16.6986	-17.5375	-15.5565	-16.9773
MSMEG_3626	-15.7154	-15.88	-14.775	-16.45
MSMEG_3627	-14.6333	-14.225	-19.8	-6.5667
MSMEG_3628	-14.9938	-12.7333	-16.84	-15.86
MSMEG_3629	-17.45	-16.3182	-16.07	-20.3667
MSMEG_3630	-17.0125	-15.0	-19.52	-16.92
MSMEG_3631	-17.4132	-17.8462	-17.2462	-17.125
MSMEG_3632	-15.3328	-14.735	-17.795	-13.2611
MSMEG_3633	-19.7262	-19.2857	-18.5533	-21.5538
MSMEG_3634	-18.3596	-18.13	-18.8947	-18.05
MSMEG_3635	-19.4833	-19.1	-21.29	-18.0053
MSMEG_3636	-16.4805	-17.7929	-16.0214	-15.5615
MSMEG_3637	-16.5145	-16.4737	-15.7889	-17.2833
MSMEG_3638	-16.5	-17.0933	-17.2667	-14.9308
MSMEG_3639	-17.3415	-18.8643	-18.1	-14.8846
MSMEG_3640	-15.2244	-15.6	-14.6448	-15.4357
MSMEG_3641	-17.1462	-16.8839	-17.15	-17.4133
MSMEG_3642	-16.4531	-17.4237	-15.3263	-16.6135
MSMEG_3643	-16.425	-16.6333	-14.5667	-18.9
MSMEG_3644	-15.8391	-15.55	-13.1875	-19.2
MSMEG_3645	-15.4105	-17.1571	-14.4143	-14.36
MSMEG_3646	-17.8733	-16.1636	-20.55	-16.9889
MSMEG_3647	-17.2059	-19.0167	-18.0667	-14.0
MSMEG_3648	-16.3867	-16.9167	-13.56	-19.125
MSMEG_3649	-15.5394	-16.2	-16.6545	-13.52
MSMEG_3650	-15.8846	-18.7	-13.325	-14.925
MSMEG_3651	-18.8083	-20.6231	-17.55	-18.0364
MSMEG_3652	-17.8087	-19.025	-17.7625	-16.4714
MSMEG_3653	-13.2926	-10.16	-16.9	-13.15
MSMEG_3654	-16.3266	-16.1625	-17.3419	-15.4806
MSMEG_3655	-15.0532	-16.0423	-14.6154	-14.48
MSMEG_3656	-16.7455	-15.0308	-16.7462	-18.528
MSMEG_3657	-16.3034	-17.055	-16.11	-15.7158
MSMEG_3658	-16.3158	-17.0571	-16.7286	-14.7
MSMEG_3659	-16.7593	-17.89	-17.3778	-14.65
MSMEG_3660	-15.8824	-15.95	-16.2333	-15.38
MSMEG_3661	-18.0217	-15.4625	-21.275	-17.2286
MSMEG_3662	-16.016	-15.7667	-17.6875	-14.625
MSMEG_3663	-14.9232	-15.7211	-14.9737	-14.0278
MSMEG_3664	-16.5756	-15.1812	-17.8667	-16.7857
MSMEG_3665	-16.435	-13.5571	-15.2143	-21.2167
MSMEG_3666	-15.2167	-16.3077	-14.05	-15.2
MSMEG_3667	-17.3258	-17.7381	-17.8762	-16.315
MSMEG_3668	-17.918	-17.2353	-18.8235	-17.6812
MSMEG_3669	-16.9977	-16.4533	-15.9929	-18.5857
MSMEG_3670	-15.9308	-13.8	-20.425	-14.1
MSMEG_3671	-19.2896	-18.9294	-16.6688	-22.4933
MSMEG_3672	-16.0	-18.78	-19.1	-9.425
MSMEG_3673	-17.2261	-17.65	-17.4069	-16.6069
MSMEG_3674	-17.5562	-17.4333	-17.22	-18.04
MSMEG_3675	-13.6371	-12.4333	-13.2167	-15.4091
MSMEG_3676	-17.3205	-17.5533	-16.9667	-17.45
MSMEG_3677	-16.4932	-14.96	-17.91	-16.6158
MSMEG_3678	-17.1167	-13.66	-18.725	-20.7333
MSMEG_3679	-17.3789	-17.5	-17.4857	-17.06
MSMEG_3680	-14.775	-14.92	-15.825	-13.1333
MSMEG_3681	-15.9722	-15.9429	-18.1667	-13.38
MSMEG_3682	-14.8677	-15.0364	-14.39	-15.16
MSMEG_3683	-14.0136	-14.825	-13.9143	-13.1857
MSMEG_3684	-17.9176	-17.7917	-18.2636	-17.7091
MSMEG_3685	-15.8412	-16.9667	-15.9833	-14.32
MSMEG_3686	-18.2824	-19.0	-17.2	-18.72
MSMEG_3687	-16.1955	-13.9217	-17.3409	-17.4857
MSMEG_3688	-14.8917	-13.68	-16.8	-14.3667
MSMEG_3689	-15.6638	-15.3167	-15.3043	-16.4182
MSMEG_3691	-15.6302	-16.7733	-15.9286	-14.1071
MSMEG_3692	-16.9814	-17.34	-16.6786	-16.9
MSMEG_3693	-15.8938	-15.0706	-16.6188	-16.0533
MSMEG_3694	-17.2542	-16.065	-17.325	-18.4316
MSMEG_3695	-9.6812	-11.0667	-10.36	-7.34
MSMEG_3696	-15.8714	-16.16	-15.4222	-16.0
MSMEG_3697	-15.0231	-17.3944	-15.6222	-11.6812
MSMEG_3698	-12.9474	-15.0429	-11.4857	-12.06
MSMEG_3699	-11.0	-11.25	-14.3	-7.2
MSMEG_3700	-14.6906	-14.0222	-14.0333	-16.0941
MSMEG_3701	-14.6425	-12.4643	-16.9462	-14.6846
MSMEG_3703	-16.2741	-20.74	-17.7778	-9.0
MSMEG_3704	-17.5656	-19.4455	-18.4182	-14.56
MSMEG_3705	-17.6784	-18.3444	-18.3706	-16.1938
MSMEG_3706	-14.2913	-14.4581	-14.3065	-14.1033
MSMEG_3707	-14.2292	-16.4111	-12.125	-13.8286
MSMEG_3708	-16.307	-18.7	-13.0286	-17.0214
MSMEG_3709	-18.9679	-18.1	-19.8056	-19.0
MSMEG_3710	-15.7652	-13.5375	-16.675	-17.2714
MSMEG_3711	-17.15	-16.65	-17.65	-13.6
MSMEG_3712	-11.8143	-11.5667	-12.55	-11.45
MSMEG_3713	-17.7471	-16.65	-19.1333	-17.4
MSMEG_3714	-15.6731	-18.1333	-16.6889	-11.7625
MSMEG_3715	-14.6073	-15.7584	-13.1267	-14.9434
MSMEG_3716	-10.325	-13.4	-12.6	-1.9
MSMEG_3718	-14.2	-14.1167	-14.2833	-14.2
MSMEG_3719	-15.7522	-14.3938	-16.5312	-16.4143
MSMEG_3720	-12.525	-13.9	-14.3333	-7.75
MSMEG_3721	-14.8511	-14.5938	-16.18	-13.7214
MSMEG_3722	-14.5909	-16.45	-15.9	-10.3667
MSMEG_3723	-13.2607	-11.85	-15.69	-11.9875
MSMEG_3724	-15.2306	-15.35	-15.3308	-14.9818
MSMEG_3725	-15.7	-16.65	-14.1	-15.4
MSMEG_3726	-15.7403	-15.2348	-15.3818	-16.6273
MSMEG_3727	-13.2222	-13.3143	-12.2333	-14.28
MSMEG_3728	-13.1	-11.75	-13.7	-14.6
MSMEG_3729	-15.2927	-15.2929	-14.3643	-16.2923
MSMEG_3730	-15.4164	-15.6	-15.6944	-14.9444
MSMEG_3731	-15.0953	-16.94	-12.7429	-15.4714
MSMEG_3732	-12.35	-12.15	-17.0	-8.1
