 	CDS_MFE_20_10nt_CDS	CDS_MFE_20_10nt_5p	CDS_MFE_20_10nt_mid	CDS_MFE_20_10nt_3p
MSMEG_3508	-3.3728	-3.5742	-3.7806	-2.7433
MSMEG_3509	-3.2046	-1.8727	-3.6364	-4.1476
MSMEG_3510	-2.2852	-2.9703	-2.225	-1.6229
MSMEG_3511	-3.2884	-3.766	-3.0587	-3.0244
MSMEG_3512	-3.7914	-3.6209	-4.1674	-3.581
MSMEG_3513	-3.2358	-3.361	-3.2575	-3.0821
MSMEG_3514	-2.1227	-2.925	-1.9625	-1.2667
MSMEG_3515	-3.1041	-3.412	-3.244	-2.6174
MSMEG_3517	-3.5597	-3.313	-3.0273	-4.35
MSMEG_3518	-4.0053	-3.8615	-3.9538	-4.2167
MSMEG_3519	-3.1434	-2.6947	-3.5474	-3.1892
MSMEG_3520	-3.8086	-3.535	-4.455	-3.3944
MSMEG_3521	-3.1384	-2.9813	-3.1973	-3.2378
MSMEG_3522	-4.5857	-4.9	-3.2143	-5.7
MSMEG_3523	-2.7805	-1.9071	-3.8	-2.6231
MSMEG_3524	-2.5419	-2.593	-2.85	-2.1667
MSMEG_3525	-3.0169	-2.7269	-3.2885	-3.036
MSMEG_3526	-3.8698	-2.7524	-5.2545	-3.52
MSMEG_3527	-2.9644	-3.516	-2.6083	-2.7458
MSMEG_3528	-3.374	-3.7808	-3.6808	-2.632
MSMEG_3529	-3.2077	-3.6364	-3.5955	-2.3524
MSMEG_3530	-3.6733	-3.5762	-3.67	-3.7842
MSMEG_3531	-3.8636	-3.7417	-3.7812	-4.0723
MSMEG_3532	-3.0768	-3.2594	-3.0906	-2.8742
MSMEG_3533	-3.1686	-3.4698	-2.7269	-3.3059
MSMEG_3534	-3.4045	-2.26	-3.7533	-4.2571
MSMEG_3535	-3.8356	-3.7914	-3.6029	-4.1206
MSMEG_3536	-3.3369	-3.119	-3.2081	-3.6871
MSMEG_3537	-4.2217	-4.4125	-4.2625	-3.9571
MSMEG_3538	-3.0698	-3.2966	-3.0552	-2.85
MSMEG_3539	-2.6273	-2.625	-3.8	-1.0667
MSMEG_3540	-2.6455	-2.7	-2.7429	-2.4857
MSMEG_3541	-3.6989	-4.0767	-3.6433	-3.3655
MSMEG_3542	-3.7622	-3.1538	-4.0583	-4.125
MSMEG_3543	-3.3755	-4.65	-3.0056	-2.4176
MSMEG_3544	-3.7989	-3.6516	-4.18	-3.5621
MSMEG_3545	-4.6484	-4.8143	-5.9667	-3.09
MSMEG_3546	-3.7383	-3.7667	-4.1356	-3.293
MSMEG_3547	-2.7747	-3.3821	-2.2929	-2.6444
MSMEG_3548	-3.0394	-2.9167	-3.3333	-2.8609
MSMEG_3549	-2.55	-2.5522	-2.9565	-2.1227
MSMEG_3550	-2.588	-2.6769	-3.132	-1.925
MSMEG_3551	-2.9465	-3.4	-2.6512	-2.7805
MSMEG_3552	-2.9298	-2.8293	-3.28	-2.6825
MSMEG_3553	-2.7149	-3.1979	-2.5437	-2.4
MSMEG_3554	-2.6772	-3.1265	-2.2912	-2.6121
MSMEG_3555	-2.5536	-2.9621	-2.1821	-2.5
MSMEG_3556	-2.6707	-2.5717	-2.7635	-2.6788
MSMEG_3557	-3.5292	-3.6776	-3.075	-3.8383
MSMEG_3558	-3.8344	-3.8188	-3.7774	-3.91
MSMEG_3559	-3.6424	-4.3935	-3.1452	-3.38
MSMEG_3560	-3.1583	-2.6	-3.7846	-3.0273
MSMEG_3561	-3.4037	-3.1413	-3.8333	-3.2422
MSMEG_3562	-2.8292	-2.6438	-3.6	-2.1533
MSMEG_3563	-3.3233	-3.3725	-3.287	-3.3103
MSMEG_3564	-1.9896	-1.1765	-2.4812	-2.3867
MSMEG_3565	-1.5818	-0.625	-2.1	-2.1667
MSMEG_3566	-2.4508	-2.0714	-3.1864	-2.04
MSMEG_3567	-3.5803	-2.6	-3.7192	-4.4917
MSMEG_3568	-3.475	-2.8429	-4.1857	-3.3833
MSMEG_3569	-2.927	-2.336	-3.52	-2.925
MSMEG_3570	-4.2323	-4.3853	-4.6478	-3.653
MSMEG_3571	-3.9226	-2.9333	-4.4381	-4.42
MSMEG_3572	-3.807	-4.91	-3.2316	-3.1889
MSMEG_3573	-3.5841	-3.6342	-3.5868	-3.5297
MSMEG_3574	-3.5405	-3.6965	-2.8625	-4.0691
MSMEG_3575	-3.5468	-2.7375	-3.6938	-4.2533
MSMEG_3576	-3.4154	-3.5341	-3.4955	-3.2071
MSMEG_3577	-3.1182	-2.4467	-3.36	-3.5786
MSMEG_3578	-2.8678	-2.4085	-2.707	-3.5058
MSMEG_3579	-3.3827	-3.4787	-3.1609	-3.5065
MSMEG_3580	-3.1704	-3.6636	-2.6758	-3.1719
MSMEG_3581	-3.9671	-4.6692	-3.48	-3.724
MSMEG_3582	-3.2996	-3.091	-3.5308	-3.2766
MSMEG_3583	-3.17	-3.6853	-2.5727	-3.2364
MSMEG_3584	-2.6742	-2.825	-2.549	-2.6484
MSMEG_3585	-2.8082	-2.3353	-3.5938	-2.525
MSMEG_3586	-2.9394	-2.475	-3.1956	-3.1465
MSMEG_3587	-2.7469	-2.6938	-2.6375	-2.9128
MSMEG_3588	-3.65	-5.56	-2.6	-1.8667
MSMEG_3589	-4.2125	-3.0556	-4.5125	-5.3571
MSMEG_3590	-3.5046	-3.8333	-3.231	-3.4357
MSMEG_3591	-3.35	-2.8333	-2.9875	-4.4286
MSMEG_3592	-3.6613	-4.581	-4.1571	-2.175
MSMEG_3593	-3.4236	-3.284	-3.2458	-3.7609
MSMEG_3594	-3.6689	-3.0244	-4.2268	-3.7575
MSMEG_3595	-3.547	-3.2087	-4.25	-3.181
MSMEG_3596	-3.6922	-3.9542	-3.7766	-3.3425
MSMEG_3597	-2.9327	-2.8588	-2.7375	-3.2063
MSMEG_3598	-3.1769	-3.4857	-2.8686	-3.1765
MSMEG_3599	-3.0529	-3.38	-3.1686	-2.5971
MSMEG_3600	-3.116	-4.2294	-2.6294	-2.45
MSMEG_3601	-3.3621	-3.5657	-3.1676	-3.3471
MSMEG_3602	-3.5294	-3.3769	-3.7647	-3.448
MSMEG_3603	-4.0096	-4.04	-4.2171	-3.7647
MSMEG_3604	-3.4145	-3.8808	-3.0923	-3.2583
MSMEG_3605	-3.7606	-3.52	-4.0543	-3.7059
MSMEG_3606	-3.252	-2.6152	-3.7909	-3.3531
MSMEG_3607	-4.0667	-5.2346	-3.8407	-3.096
MSMEG_3608	-3.2755	-3.8163	-2.958	-3.0542
MSMEG_3609	-4.2727	-4.3267	-3.7345	-4.7552
MSMEG_3610	-3.2311	-4.076	-2.612	-2.9958
MSMEG_3611	-2.9755	-2.838	-3.2112	-2.8731
MSMEG_3612	-3.4324	-3.488	-3.104	-3.7167
MSMEG_3613	-3.6049	-2.7667	-4.95	-3.14
MSMEG_3614	-4.0796	-4.5118	-2.6562	-5.0438
MSMEG_3615	-3.5525	-3.9647	-3.3735	-3.3121
MSMEG_3616	-3.2933	-3.86	-2.6727	-3.4222
MSMEG_3617	-2.904	-2.9556	-3.6222	-1.9143
MSMEG_3618	-3.4811	-3.6278	-3.0257	-3.7857
MSMEG_3619	-3.5448	-3.0826	-3.7045	-3.8682
MSMEG_3620	-2.4946	-2.7484	-2.6677	-2.0533
MSMEG_3621	-3.0314	-2.1391	-3.513	-3.4511
MSMEG_3622	-4.2286	-4.8136	-3.2048	-4.66
MSMEG_3623	-3.3588	-3.6696	-2.5304	-3.9
MSMEG_3624	-3.919	-3.8409	-4.2762	-3.63
MSMEG_3625	-3.4561	-3.7328	-3.2534	-3.3807
MSMEG_3626	-3.6938	-3.1273	-3.3273	-4.72
MSMEG_3627	-2.9633	-2.83	-3.7273	-2.1778
MSMEG_3628	-3.2875	-2.6357	-3.3857	-3.9333
MSMEG_3629	-3.7234	-3.3769	-3.6885	-4.12
MSMEG_3630	-3.2925	-2.3714	-4.0143	-3.525
MSMEG_3631	-3.5137	-3.3594	-3.3	-3.8935
MSMEG_3632	-3.3199	-2.9939	-3.6061	-3.3604
MSMEG_3633	-4.5905	-4.5629	-3.9472	-5.3
MSMEG_3634	-4.042	-4.2229	-3.95	-3.9511
MSMEG_3635	-4.2713	-4.2784	-4.772	-3.7531
MSMEG_3636	-3.3231	-3.2486	-3.2857	-3.4382
MSMEG_3637	-3.3855	-3.2468	-3.4348	-3.48
MSMEG_3638	-3.4982	-3.573	-4.0028	-2.9167
MSMEG_3639	-3.9039	-4.3371	-3.6765	-3.6788
MSMEG_3640	-2.85	-3.2192	-2.5097	-2.8155
MSMEG_3641	-3.6219	-3.5377	-3.6882	-3.6413
MSMEG_3642	-3.1771	-3.2337	-3.0516	-3.2468
MSMEG_3643	-3.7	-2.7875	-3.0857	-5.6333
MSMEG_3644	-3.2948	-2.96	-2.675	-4.3556
MSMEG_3645	-2.7837	-3.2	-2.6875	-2.4375
MSMEG_3646	-3.4434	-3.1423	-3.484	-3.716
MSMEG_3647	-3.7465	-4.0067	-3.8357	-3.3786
MSMEG_3648	-3.6333	-3.15	-3.5615	-4.275
MSMEG_3649	-3.5313	-3.3143	-4.125	-3.1407
MSMEG_3650	-2.8212	-2.8818	-2.0083	-3.73
MSMEG_3651	-4.1283	-4.4742	-4.2387	-3.6567
MSMEG_3652	-3.4898	-3.53	-3.98	-2.9316
MSMEG_3653	-2.6348	-2.2	-3.6261	-2.0727
MSMEG_3654	-3.4179	-3.3722	-3.2731	-3.609
MSMEG_3655	-3.0333	-2.7877	-3.1859	-3.1317
MSMEG_3656	-3.3804	-2.9554	-3.4431	-3.7484
MSMEG_3657	-3.5302	-3.668	-3.45	-3.4714
MSMEG_3658	-3.498	-3.8941	-3.4188	-3.1562
MSMEG_3659	-3.4059	-3.6696	-4.3478	-2.1455
MSMEG_3660	-3.4159	-3.28	-4.2733	-2.6429
MSMEG_3661	-3.2373	-2.93	-3.965	-2.7947
MSMEG_3662	-3.5532	-3.1952	-3.7095	-3.765
MSMEG_3663	-2.856	-3.3708	-2.766	-2.4109
MSMEG_3664	-3.3588	-2.8077	-3.7	-3.5892
MSMEG_3665	-3.276	-2.7588	-3.0588	-4.0562
MSMEG_3666	-3.2022	-3.9871	-2.7581	-2.85
MSMEG_3667	-3.766	-3.9212	-3.9132	-3.4549
MSMEG_3668	-3.9331	-3.9209	-4.1905	-3.6881
MSMEG_3669	-3.5315	-3.1486	-3.6306	-3.8343
MSMEG_3670	-4.303	-3.0917	-6.4364	-3.41
MSMEG_3671	-4.2443	-3.7805	-3.7439	-5.2325
MSMEG_3672	-2.9812	-3.7	-3.1364	-2.02
MSMEG_3673	-3.6368	-3.6405	-3.7699	-3.5
MSMEG_3674	-3.9707	-3.9571	-4.0643	-3.8846
MSMEG_3675	-2.4719	-2.2367	-2.0333	-3.169
MSMEG_3676	-3.5473	-3.4162	-3.1027	-4.1389
MSMEG_3677	-3.6486	-3.224	-4.1367	-3.5939
MSMEG_3678	-3.8188	-2.7455	-5.0364	-3.66
MSMEG_3679	-4.0143	-4.4765	-3.75	-3.7875
MSMEG_3680	-3.14	-3.1909	-3.47	-2.7111
MSMEG_3681	-3.4067	-3.6	-3.88	-2.6786
MSMEG_3682	-3.0064	-2.6308	-3.1407	-3.252
MSMEG_3683	-2.7357	-3.0947	-2.7789	-2.3111
MSMEG_3684	-3.6616	-3.631	-4.1172	-3.2214
MSMEG_3685	-3.2605	-3.5133	-3.5643	-2.6857
MSMEG_3686	-3.9881	-4.4333	-2.9714	-4.5692
MSMEG_3687	-3.1048	-2.7304	-3.2636	-3.3315
MSMEG_3688	-3.1645	-3.1636	-3.92	-2.41
MSMEG_3689	-3.0827	-3.1293	-2.869	-3.2526
MSMEG_3691	-3.2907	-3.4639	-3.3676	-3.0314
MSMEG_3692	-3.5491	-3.3351	-3.2944	-4.0371
MSMEG_3693	-3.4	-3.1927	-3.7146	-3.29
MSMEG_3694	-3.6128	-3.486	-3.776	-3.5755
MSMEG_3695	-1.9366	-2.0	-2.7429	-1.0
MSMEG_3696	-3.4214	-3.3542	-3.0652	-3.8478
MSMEG_3697	-3.3545	-3.8841	-3.7511	-2.3977
MSMEG_3698	-2.5735	-3.2176	-2.6062	-1.8562
MSMEG_3699	-2.4545	-2.775	-2.65	-1.7667
MSMEG_3700	-3.0143	-3.1311	-2.9477	-2.9614
MSMEG_3701	-2.9485	-2.0324	-3.9618	-2.8485
MSMEG_3703	-3.4309	-4.5739	-3.6957	-1.9591
MSMEG_3704	-3.9864	-4.2821	-4.2667	-3.3769
MSMEG_3705	-3.8578	-4.3791	-3.614	-3.5738
MSMEG_3706	-3.0387	-2.9623	-3.0182	-3.1368
MSMEG_3707	-2.7033	-2.7286	-2.87	-2.51
MSMEG_3708	-3.2822	-3.6611	-2.8361	-3.3514
MSMEG_3709	-4.0667	-3.4289	-4.2636	-4.5326
MSMEG_3710	-3.2877	-2.485	-3.3737	-4.0889
MSMEG_3711	-2.8818	-1.7	-3.675	-3.4
MSMEG_3712	-1.5	-2.0167	-0.4286	-2.38
MSMEG_3713	-3.5318	-3.5133	-3.2067	-3.9
MSMEG_3714	-3.5554	-4.6773	-3.2091	-2.7429
MSMEG_3715	-2.968	-3.2349	-2.6028	-3.0672
MSMEG_3716	-1.56	-1.7	-2.9333	0.0
MSMEG_3718	-2.914	-2.6667	-2.14	-4.0923
MSMEG_3719	-3.0767	-2.4974	-3.5103	-3.2263
MSMEG_3720	-3.11	-2.9143	-4.3143	-1.9333
MSMEG_3721	-2.9894	-2.8711	-3.45	-2.6378
MSMEG_3722	-3.3037	-4.2	-2.3556	-3.25
MSMEG_3723	-2.5225	-2.2292	-2.775	-2.5652
MSMEG_3724	-3.3411	-2.86	-3.3129	-3.869
MSMEG_3725	-3.9	-6.2	-1.65	-3.8333
MSMEG_3726	-3.0815	-3.1298	-2.8696	-3.2473
MSMEG_3727	-2.6511	-2.4938	-2.6062	-2.8667
MSMEG_3728	-2.9	-3.16	-2.425	-3.05
MSMEG_3729	-2.8806	-2.9812	-2.7029	-2.9588
MSMEG_3730	-3.042	-2.8064	-3.2196	-3.1067
MSMEG_3731	-2.887	-3.273	-2.2556	-3.1286
MSMEG_3732	-1.8273	-2.175	-2.05	-1.0667
MSMEG_3733	-2.408	-1.6333	-2.3	-3.5429
MSMEG_3735	-3.5779	-3.7344	-3.3094	-3.6935
MSMEG_3736	-1.6273	-2.025	-1.35	-1.4667
MSMEG_3737	-3.7205	-4.1231	-4.237	-2.744
MSMEG_3738	-3.6149	-4.1167	-3.7787	-2.9239
MSMEG_3739	-3.4897	-4.3652	-3.2913	-2.7818
MSMEG_3740	-3.4068	-3.5	-3.072	-3.6583
MSMEG_3741	-3.5506	-3.35	-4.45	-2.8259
MSMEG_3742	-2.9178	-2.6967	-2.9935	-3.0655
MSMEG_3743	-3.2277	-3.3464	-3.1286	-3.2074
MSMEG_3744	-4.4432	-3.8406	-4.775	-4.7226
MSMEG_3745	-3.3113	-3.0571	-3.7905	-3.075
MSMEG_3746	-3.1808	-2.7983	-3.3033	-3.4431
MSMEG_3748	-3.3723	-3.235	-3.6575	-3.2205
MSMEG_3750	-3.4848	-3.8774	-3.6226	-2.9367
MSMEG_3751	-3.7812	-3.9074	-3.4926	-3.95
MSMEG_3752	-3.88	-4.0	-2.3143	-5.5667
MSMEG_3753	-3.8608	-3.6457	-3.6412	-4.3152
MSMEG_3754	-3.5051	-3.3152	-3.9788	-3.2125
MSMEG_3758	-3.3634	-3.3841	-2.7455	-3.9744
MSMEG_3759	-3.8081	-4.5714	-2.9048	-3.955
MSMEG_3760	-3.58	-4.2857	-2.5286	-3.9833
MSMEG_3761	-3.7143	-3.5842	-4.0579	-3.4889
MSMEG_3762	-3.4829	-3.4077	-3.696	-3.348
MSMEG_3763	-3.4584	-2.9308	-4.2654	-3.168
MSMEG_3764	-3.015	-2.8714	-3.0143	-3.1833
MSMEG_3765	-2.9159	-2.75	-3.4143	-2.575
MSMEG_3766	-3.4642	-3.4944	-3.0	-3.9235
MSMEG_3767	-3.4997	-3.507	-3.41	-3.5828
MSMEG_3768	-3.287	-3.5458	-3.4233	-2.8828
MSMEG_3769	-3.355	-3.5085	-3.2383	-3.3174
MSMEG_3770	-3.1639	-3.5125	-2.695	-3.2872
MSMEG_3771	-3.5638	-3.8	-3.725	-3.14
MSMEG_3772	-3.6522	-3.7323	-3.8645	-3.35
MSMEG_3773	-3.7513	-3.5308	-4.1475	-3.5605
MSMEG_3774	-3.5545	-3.7867	-3.3241	-3.5448
MSMEG_3775	-3.5882	-3.4525	-3.815	-3.4949
MSMEG_3776	-3.7718	-4.3057	-4.1441	-2.85
MSMEG_3777	-3.9948	-3.7333	-4.2663	-3.9878
MSMEG_3778	-3.2869	-3.8472	-2.9444	-3.0629
MSMEG_3779	-3.9181	-2.45	-4.9214	-4.4
MSMEG_3780	-4.1924	-4.6968	-4.0645	-3.8033
MSMEG_3781	-3.168	-2.9686	-2.5429	-4.0424
MSMEG_3782	-2.7075	-2.3857	-3.1214	-2.6
MSMEG_3783	-3.026	-3.0878	-2.8833	-3.1125
MSMEG_3784	-3.1267	-3.1269	-2.272	-4.0167
MSMEG_3785	-3.9495	-3.6265	-3.9788	-4.2625
MSMEG_3786	-3.2961	-3.186	-3.65	-3.0548
MSMEG_3787	-3.3212	-2.9278	-3.7358	-3.3075
MSMEG_3788	-3.9323	-3.6	-4.4857	-3.7
MSMEG_3789	-3.1137	-2.9766	-3.2826	-3.0848
MSMEG_3790	-3.912	-3.8385	-3.904	-4.0
MSMEG_3791	-3.0289	-3.2615	-3.4692	-2.3
MSMEG_3792	-2.4316	-2.5857	-2.5833	-2.1
MSMEG_3793	-3.0806	-2.9952	-1.6429	-4.68
MSMEG_3794	-4.0182	-2.65	-5.65	-3.6667
MSMEG_3795	-3.3971	-3.5417	-2.9333	-3.7455
MSMEG_3796	-3.692	-4.0908	-3.8339	-3.1463
MSMEG_3797	-3.75	-4.2891	-3.2044	-3.7444
MSMEG_3798	-3.7941	-3.6457	-4.2588	-3.4727
MSMEG_3799	-3.5259	-3.06	-3.7391	-3.7795
MSMEG_3800	-3.137	-2.25	-3.3062	-3.9571
MSMEG_3801	-3.3246	-2.955	-3.4675	-3.5632
MSMEG_3802	-3.507	-2.9379	-3.4491	-4.1439
MSMEG_3803	-3.2128	-3.3875	-3.1125	-3.1333
MSMEG_3804	-2.836	-3.3111	-2.7625	-2.375
MSMEG_3805	-3.2183	-3.35	-3.4333	-2.8565
MSMEG_3806	-3.2839	-2.8525	-3.5	-3.5103
MSMEG_3807	-3.035	-3.26	-3.0048	-2.8316
MSMEG_3808	-3.1837	-3.0536	-3.2719	-3.2271
MSMEG_3809	-3.6825	-4.4667	-3.4222	-3.1385
MSMEG_3810	-2.8743	-2.0875	-2.9348	-3.6348
MSMEG_3811	-2.9955	-2.6067	-3.1467	-3.25
MSMEG_3812	-2.9776	-2.4655	-3.1857	-3.3
MSMEG_3813	-3.3852	-3.21	-3.9778	-2.9375
MSMEG_3815	-4.0833	-4.0447	-4.5413	-3.6556
MSMEG_3816	-3.0619	-2.8931	-3.3014	-2.9901
MSMEG_3817	-3.5705	-3.9067	-3.0867	-3.7286
MSMEG_3818	-4.1809	-4.7133	-3.67	-4.1586
MSMEG_3819	-2.7569	-3.405	-2.3526	-2.4789
MSMEG_3820	-1.5909	-2.55	-1.1143	-0.9714
MSMEG_3821	-3.2494	-3.4154	-3.1529	-3.1765
MSMEG_3822	-3.4137	-3.82	-3.4458	-2.9583
MSMEG_3823	-3.5296	-2.9333	-3.9125	-3.7522
MSMEG_3824	-3.2625	-3.1233	-3.5279	-3.1333
MSMEG_3825	-2.9532	-3.1037	-2.6077	-3.1423
MSMEG_3826	-3.0551	-3.4556	-2.7333	-2.9743
MSMEG_3827	-3.3225	-4.2837	-3.0614	-2.6119
MSMEG_3828	-2.838	-3.1348	-2.6587	-2.7178
MSMEG_3829	-3.5298	-3.0687	-3.9871	-3.5484
MSMEG_3830	-4.0264	-4.536	-4.1625	-3.3304
MSMEG_3831	-3.5917	-3.69	-3.7512	-3.3231
MSMEG_3832	-2.8683	-2.8796	-2.9735	-2.7468
MSMEG_3833	-3.1343	-2.5813	-3.3958	-3.4319
MSMEG_3834	-3.5345	-4.39	-3.7105	-2.4579
MSMEG_3835	-3.4812	-2.75	-4.28	-3.56
MSMEG_3836	-3.2622	-3.3125	-3.0267	-3.4571
MSMEG_3837	-3.3855	-3.3833	-3.539	-3.2341
MSMEG_3838	-3.4259	-3.559	-3.3179	-3.4
MSMEG_3839	-3.132	-2.7648	-3.3725	-3.26
MSMEG_3840	-4.1111	-3.8129	-3.9567	-4.5897
MSMEG_3841	-3.8202	-3.6538	-4.6711	-3.1216
MSMEG_3842	-3.3194	-3.9652	-3.3591	-2.6045
MSMEG_3843	-2.9591	-2.0267	-3.8267	-3.0286
MSMEG_3844	-3.5417	-4.095	-3.1756	-3.359
MSMEG_3845	-2.7909	-2.6375	-2.8125	-2.9667
MSMEG_3846	-3.208	-3.503	-3.0788	-3.0379
MSMEG_3847	-3.0215	-3.2303	-2.9862	-2.8422
MSMEG_3848	-3.686	-3.2412	-4.036	-3.7918
MSMEG_3849	-4.1111	-5.93	-2.6	-3.5375
MSMEG_3850	-3.7764	-3.9784	-3.6216	-3.7278
MSMEG_3851	-3.8966	-3.145	-3.95	-4.6316
MSMEG_3852	-3.1539	-2.8676	-3.6714	-2.9
MSMEG_3853	-3.4151	-3.72	-3.576	-2.9087
MSMEG_3854	-2.8734	-3.6	-2.5808	-2.4115
MSMEG_3855	-3.037	-3.304	-3.0875	-2.7083
MSMEG_3856	-3.6598	-3.1302	-4.45	-3.4119
MSMEG_3857	-3.9057	-4.1417	-3.6167	-3.9636
MSMEG_3858	-2.7371	-3.1583	-2.5583	-2.4727
MSMEG_3859	-3.657	-3.4519	-4.1407	-3.356
MSMEG_3860	-3.7793	-3.4484	-3.9613	-3.9333
MSMEG_3861	-3.6396	-3.6868	-3.9667	-3.2519
MSMEG_3862	-3.662	-3.9118	-3.7471	-3.3062
MSMEG_3863	-2.5641	-2.3923	-2.9714	-2.275
MSMEG_3864	-3.4603	-3.3623	-3.7074	-3.3108
MSMEG_3865	-3.0476	-4.2429	-2.675	-2.15
MSMEG_3866	-4.6043	-4.8562	-4.5562	-4.3867
MSMEG_3867	-3.6824	-3.0392	-4.1257	-3.8849
MSMEG_3868	-3.4271	-3.4824	-3.675	-3.1
MSMEG_3869	-3.6924	-3.4065	-4.1516	-3.5133
MSMEG_3870	-3.2607	-2.8833	-3.73	-3.1655
MSMEG_3871	-4.1045	-3.9868	-4.427	-3.8972
MSMEG_3872	-3.5823	-2.4762	-3.919	-4.39
MSMEG_3873	-3.8053	-3.3882	-4.074	-3.962
MSMEG_3874	-3.0422	-2.9636	-3.4952	-2.6714
MSMEG_3875	-3.4787	-3.8308	-4.02	-2.5333
MSMEG_3876	-3.4198	-3.3	-3.4528	-3.5118
MSMEG_3877	-3.532	-3.2346	-4.356	-2.9958
MSMEG_3878	-3.7449	-3.865	-4.159	-3.2077
MSMEG_3879	-4.0053	-3.7269	-3.764	-4.5583
MSMEG_3880	-3.2049	-2.8143	-2.3214	-4.5769
MSMEG_3881	-3.6911	-3.4316	-3.5316	-4.1333
MSMEG_3882	-3.015	-3.6	-2.2692	-3.1308
MSMEG_3883	-3.6937	-2.9906	-4.5125	-3.5742
MSMEG_3884	-3.6963	-4.0536	-4.563	-2.4593
MSMEG_3885	-3.6323	-3.2277	-3.9169	-3.7537
MSMEG_3886	-3.2916	-3.0156	-3.1281	-3.7452
MSMEG_3887	-3.5583	-4.0667	-3.5375	-2.9286
MSMEG_3888	-3.6032	-3.1156	-3.4219	-4.2935
MSMEG_3890	-2.5859	-2.2326	-2.9378	-2.5955
MSMEG_3891	-3.492	-3.5833	-3.4621	-3.4276
MSMEG_3892	-4.1491	-4.2222	-4.8111	-3.3706
MSMEG_3893	-3.1009	-3.1361	-2.9946	-3.1771
MSMEG_3894	-3.273	-3.408	-3.3	-3.1042
MSMEG_3895	-3.3595	-3.7429	-3.0276	-3.3185
MSMEG_3896	-2.6211	-3.3571	-1.1833	-3.2
MSMEG_3897	-3.3168	-3.256	-3.89	-2.7939
MSMEG_3898	-3.4714	-3.5935	-3.6194	-3.1828
MSMEG_3899	-3.1667	-2.8385	-3.1857	-3.5
MSMEG_3900	-2.9906	-3.0256	-2.986	-2.9595
MSMEG_3901	-3.4962	-3.8778	-3.2167	-3.3882
MSMEG_3902	-3.0484	-3.2484	-3.1951	-2.6984
MSMEG_3903	-3.61	-3.9176	-2.7176	-4.2312
MSMEG_3904	-3.6911	-4.4316	-3.0579	-3.5778
MSMEG_3905	-3.0034	-2.54	-3.63	-2.8222
MSMEG_3906	-3.169	-2.2793	-3.8679	-3.4
MSMEG_3907	-3.5851	-4.2367	-3.4897	-2.9857
MSMEG_3908	-3.4759	-3.0815	-4.3926	-2.912
MSMEG_3909	-2.7962	-2.55	-3.3	-2.5235
MSMEG_3910	-3.06	-2.7647	-3.1118	-3.3188
MSMEG_3911	-4.3742	-3.7455	-4.49	-4.95
MSMEG_3912	-3.4125	-2.9789	-3.3684	-3.9167
MSMEG_3913	-3.6738	-4.0333	-4.3357	-2.5462
MSMEG_3914	-2.9456	-2.9974	-3.2632	-2.5649
MSMEG_3915	-2.8103	-3.2333	-2.325	-2.8743
MSMEG_3916	-3.0258	-3.3818	-2.2091	-3.5889
MSMEG_3917	-3.287	-4.1158	-3.05	-2.6118
MSMEG_3918	-3.0824	-3.1722	-2.2529	-3.8625
MSMEG_3919	-2.8742	-3.1	-3.4	-2.085
MSMEG_3920	-3.1345	-3.8263	-2.15	-3.3889
MSMEG_3921	-3.3062	-3.2	-4.0778	-2.6154
MSMEG_3922	-2.7069	-1.795	-2.87	-3.5389
MSMEG_3923	-2.6843	-2.2529	-3.4667	-2.2625
MSMEG_3924	-2.6242	-2.269	-3.2024	-2.39
MSMEG_3925	-2.4484	-1.7219	-3.0344	-2.5935
MSMEG_3926	-2.7862	-2.7677	-3.0065	-2.5824
MSMEG_3927	-4.3261	-4.6	-4.9812	-3.2643
MSMEG_3928	-2.6837	-3.0233	-2.5955	-2.4286
MSMEG_3929	-2.564	-2.4692	-1.968	-3.2875
MSMEG_3930	-3.2654	-3.8464	-2.9556	-2.9615
MSMEG_3931	-3.0352	-2.5189	-3.6444	-2.9543
MSMEG_3932	-2.4349	-2.9733	-1.9133	-2.4154
MSMEG_3933	-3.1237	-3.2022	-3.1022	-3.0636
MSMEG_3934	-3.2952	-3.0141	-3.6195	-3.2553
MSMEG_3935	-3.1545	-2.9885	-4.05	-2.396
MSMEG_3936	-3.4551	-3.2533	-4.0333	-3.0655
MSMEG_3937	-2.9936	-2.2	-2.5188	-4.3467
MSMEG_3938	-2.1923	-2.9222	-1.5	-2.15
MSMEG_3939	-3.1468	-3.137	-3.9808	-2.3231
MSMEG_3940	-3.017	-3.0	-2.9207	-3.131
MSMEG_3941	-3.3774	-3.6236	-3.4545	-3.0481
MSMEG_3942	-2.796	-2.826	-2.908	-2.651
MSMEG_3943	-2.5104	-3.075	-1.8909	-2.5871
MSMEG_3944	-2.4831	-3.0909	-1.8864	-2.4714
MSMEG_3945	-3.3305	-3.0107	-3.5741	-3.4185
MSMEG_3946	-3.1579	-3.23	-3.4947	-2.7222
MSMEG_3947	-3.372	-2.8464	-3.0074	-4.2815
MSMEG_3948	-2.9536	-3.0021	-3.083	-2.7717
MSMEG_3949	-2.22	-2.0667	-2.2375	-2.375
MSMEG_3950	-3.2455	-3.35	-3.1103	-3.2724
MSMEG_3951	-2.9053	-2.8062	-2.7839	-3.129
MSMEG_3952	-2.5789	-3.1031	-2.2875	-2.3387
