 	fprUTRlast30nt_plusStartCodon_all_StartCodon_UnpairedProb
MSMEG_2297	0.8977
MSMEG_2299	NA
MSMEG_2301	NA
MSMEG_2302	NA
MSMEG_2303	0.6997
MSMEG_2304	NA
MSMEG_2305	NA
MSMEG_2306	NA
MSMEG_2307	0.3746
MSMEG_2308	NA
MSMEG_2309	NA
MSMEG_2310	0.9595
MSMEG_2311	NA
MSMEG_2312	NA
MSMEG_2313	0.1665
MSMEG_2314	NA
MSMEG_2315	NA
MSMEG_2317	0.2126
MSMEG_2318	NA
MSMEG_2319	NA
MSMEG_2321	NA
MSMEG_2322	NA
MSMEG_2323	NA
MSMEG_2324	NA
MSMEG_2325	NA
MSMEG_2326	NA
MSMEG_2327	NA
MSMEG_2328	NA
MSMEG_2329	NA
MSMEG_2330	NA
MSMEG_2331	0.4642
MSMEG_2332	0.1103
MSMEG_2333	0.8797
MSMEG_2334	NA
MSMEG_2335	NA
MSMEG_2337	NA
MSMEG_2338	0.2936
MSMEG_2339	NA
MSMEG_2340	NA
MSMEG_2341	NA
MSMEG_2342	NA
MSMEG_2343	NA
MSMEG_2344	NA
MSMEG_2346	NA
MSMEG_2347	NA
MSMEG_2349	0.1477
MSMEG_2350	NA
MSMEG_2351	0.9504
MSMEG_2352	0.5244
MSMEG_2353	NA
MSMEG_2354	NA
MSMEG_2355	NA
MSMEG_2356	NA
MSMEG_2357	NA
MSMEG_2358	NA
MSMEG_2359	NA
MSMEG_2360	NA
MSMEG_2361	NA
MSMEG_2362	NA
MSMEG_2363	NA
MSMEG_2364	NA
MSMEG_2365	NA
MSMEG_2367	NA
MSMEG_2368	NA
MSMEG_2369	NA
MSMEG_2370	NA
MSMEG_2371	NA
MSMEG_2372	0.0067
MSMEG_2373	0.9133
MSMEG_2374	NA
MSMEG_2375	NA
MSMEG_2376	NA
MSMEG_2377	NA
MSMEG_2378	NA
MSMEG_2379	NA
MSMEG_2380	NA
MSMEG_2381	NA
MSMEG_2382	NA
MSMEG_2383	NA
MSMEG_2386	NA
MSMEG_2387	0.9531
MSMEG_2388	NA
MSMEG_2389	0.9852
MSMEG_2390	NA
MSMEG_2391	NA
MSMEG_2392	NA
MSMEG_2393	NA
MSMEG_2394	NA
MSMEG_2395	NA
MSMEG_2396	NA
MSMEG_2397	0.7999
MSMEG_2398	0.9986
MSMEG_2399	NA
MSMEG_2400	0.9259
MSMEG_2401	NA
MSMEG_2402	NA
MSMEG_2403	NA
MSMEG_2404	NA
MSMEG_2405	0.9900
MSMEG_2406	NA
MSMEG_2407	0.9751
MSMEG_2408	NA
MSMEG_2409	0.9946
MSMEG_2410	NA
MSMEG_2411	NA
MSMEG_2412	0.0406
MSMEG_2413	NA
MSMEG_2414	NA
MSMEG_2415	NA
MSMEG_2416	NA
MSMEG_2417	NA
MSMEG_2418	NA
MSMEG_2419	NA
MSMEG_2420	NA
MSMEG_2421	NA
MSMEG_2422	NA
MSMEG_2423	NA
MSMEG_2424	NA
MSMEG_2425	0.7031
MSMEG_2426	NA
MSMEG_2427	0.9519
MSMEG_2428	NA
MSMEG_2429	NA
MSMEG_2430	NA
MSMEG_2431	NA
MSMEG_2432	NA
MSMEG_2433	NA
MSMEG_2434	NA
MSMEG_2435	0.7418
MSMEG_2436	NA
MSMEG_2437	NA
MSMEG_2438	NA
MSMEG_2439	0.9124
MSMEG_2440	0.9070
MSMEG_2441	NA
MSMEG_2442	0.0265
MSMEG_2443	0.9840
MSMEG_2444	NA
MSMEG_2445	NA
MSMEG_2446	NA
MSMEG_2447	NA
MSMEG_2448	NA
MSMEG_2449	NA
MSMEG_2450	NA
MSMEG_2451	0.0350
MSMEG_2452	NA
MSMEG_2453	NA
MSMEG_2454	NA
MSMEG_2455	0.6083
MSMEG_2456	NA
MSMEG_2457	NA
MSMEG_2458	NA
MSMEG_2459	NA
MSMEG_2460	NA
MSMEG_2461	NA
MSMEG_2462	NA
MSMEG_2463	NA
MSMEG_2464	NA
MSMEG_2465	NA
MSMEG_2466	NA
MSMEG_2467	0.4584
MSMEG_2468	NA
MSMEG_2469	0.9855
MSMEG_2470	NA
MSMEG_2471	NA
MSMEG_2472	0.9998
MSMEG_2474	NA
MSMEG_2475	NA
MSMEG_2476	NA
MSMEG_2477	NA
MSMEG_2478	0.9987
MSMEG_2479	NA
MSMEG_2480	NA
MSMEG_2481	NA
MSMEG_2482	NA
MSMEG_2483	NA
MSMEG_2484	NA
MSMEG_2485	NA
MSMEG_2486	0.5067
MSMEG_2487	0.9694
MSMEG_2488	0.9820
MSMEG_2489	NA
MSMEG_2490	0.7772
MSMEG_2491	NA
MSMEG_2492	NA
MSMEG_2493	NA
MSMEG_2494	NA
MSMEG_2495	0.9064
MSMEG_2496	NA
MSMEG_2497	0.5807
MSMEG_2498	NA
MSMEG_2499	NA
MSMEG_2500	NA
MSMEG_2501	NA
MSMEG_2502	NA
MSMEG_2503	NA
MSMEG_2504	NA
MSMEG_2505	NA
MSMEG_2506	0.8624
MSMEG_2507	0.4653
MSMEG_2508	NA
MSMEG_2509	NA
MSMEG_2511	0.9990
MSMEG_2512	0.9187
MSMEG_2513	NA
MSMEG_2515	NA
MSMEG_2516	NA
MSMEG_2517	0.9299
MSMEG_2518	NA
MSMEG_2519	0.4842
MSMEG_2520	0.4547
MSMEG_2521	NA
MSMEG_2522	NA
MSMEG_2523	NA
MSMEG_2524	NA
MSMEG_2525	NA
MSMEG_2526	0.8801
MSMEG_2527	NA
MSMEG_2528	0.9998
MSMEG_2529	NA
MSMEG_2530	NA
MSMEG_2531	0.8758
MSMEG_2532	0.0301
MSMEG_2533	NA
MSMEG_2534	NA
MSMEG_2535	NA
MSMEG_2536	NA
MSMEG_2537	NA
MSMEG_2538	NA
MSMEG_2539	NA
MSMEG_2540	0.9967
MSMEG_2541	0.1086
MSMEG_2542	0.9925
MSMEG_2543	0.0215
MSMEG_2544	NA
MSMEG_2545	NA
MSMEG_2546	NA
MSMEG_2547	NA
MSMEG_2548	NA
MSMEG_2549	NA
MSMEG_2550	NA
MSMEG_2551	NA
MSMEG_2552	NA
MSMEG_2553	0.9770
MSMEG_2554	NA
MSMEG_2555	NA
MSMEG_2556	NA
MSMEG_2557	NA
MSMEG_2558	NA
MSMEG_2559	NA
MSMEG_2560	NA
MSMEG_2561	NA
MSMEG_2562	NA
MSMEG_2563	NA
MSMEG_2564	NA
MSMEG_2565	NA
MSMEG_2566	NA
MSMEG_2567	NA
MSMEG_2568	NA
MSMEG_2569	NA
MSMEG_2570	0.9790
MSMEG_2571	0.9892
MSMEG_2572	0.9312
MSMEG_2573	NA
MSMEG_2574	0.9944
MSMEG_2575	NA
MSMEG_2576	NA
MSMEG_2577	NA
MSMEG_2578	NA
MSMEG_2579	0.9892
MSMEG_2580	NA
MSMEG_2581	0.0005
MSMEG_2582	0.9704
MSMEG_2583	NA
MSMEG_2584	NA
MSMEG_2585	NA
MSMEG_2586	NA
MSMEG_2587	NA
MSMEG_2588	NA
MSMEG_2589	NA
MSMEG_2590	NA
MSMEG_2591	NA
MSMEG_2592	NA
MSMEG_2593	NA
MSMEG_2594	NA
MSMEG_2595	0.9442
MSMEG_2596	NA
MSMEG_2597	0.4189
MSMEG_2598	NA
MSMEG_2599	NA
MSMEG_2600	NA
MSMEG_2601	NA
MSMEG_2602	NA
MSMEG_2603	NA
MSMEG_2604	0.1408
MSMEG_2605	NA
MSMEG_2606	NA
MSMEG_2607	NA
MSMEG_2608	NA
MSMEG_2609	NA
MSMEG_2610	NA
MSMEG_2611	0.2676
MSMEG_2612	NA
MSMEG_2613	0.2712
MSMEG_2614	NA
MSMEG_2615	NA
MSMEG_2616	NA
MSMEG_2617	NA
MSMEG_2618	NA
MSMEG_2619	NA
MSMEG_2620	NA
MSMEG_2621	NA
MSMEG_2622	NA
MSMEG_2623	NA
MSMEG_2624	0.7039
MSMEG_2625	0.8928
MSMEG_2626	NA
MSMEG_2627	NA
MSMEG_2628	NA
MSMEG_2629	NA
MSMEG_2630	0.9716
MSMEG_2631	NA
MSMEG_2632	NA
MSMEG_2633	NA
MSMEG_2634	NA
MSMEG_2635	0.9616
MSMEG_2636	NA
MSMEG_2637	NA
MSMEG_2638	NA
MSMEG_2639	NA
MSMEG_2640	NA
MSMEG_2641	NA
MSMEG_2642	NA
MSMEG_2643	0.6951
MSMEG_2644	NA
MSMEG_2645	0.9953
MSMEG_2646	NA
MSMEG_2647	NA
MSMEG_2648	NA
MSMEG_2649	NA
MSMEG_2650	NA
MSMEG_2651	NA
MSMEG_2652	NA
MSMEG_2653	NA
MSMEG_2654	0.0004
MSMEG_2655	0.9847
MSMEG_2656	0.9446
MSMEG_2657	0.8055
MSMEG_2658	NA
MSMEG_2659	NA
MSMEG_2660	NA
MSMEG_2661	NA
MSMEG_2662	NA
MSMEG_2663	0.0092
MSMEG_2664	NA
MSMEG_2665	NA
MSMEG_2666	NA
MSMEG_2667	NA
MSMEG_2668	0.8882
MSMEG_2669	NA
MSMEG_2670	NA
MSMEG_2671	NA
MSMEG_2672	NA
MSMEG_2673	0.0000
MSMEG_2674	NA
MSMEG_2675	NA
MSMEG_2676	NA
MSMEG_2677	NA
MSMEG_2678	NA
MSMEG_2679	0.8254
MSMEG_2680	NA
MSMEG_2681	NA
MSMEG_2682	NA
MSMEG_2683	NA
MSMEG_2684	NA
MSMEG_2685	NA
MSMEG_2686	NA
MSMEG_2687	NA
MSMEG_2688	0.8323
MSMEG_2689	NA
MSMEG_2690	NA
MSMEG_2691	NA
MSMEG_2692	NA
MSMEG_2693	0.0075
MSMEG_2694	0.9922
MSMEG_2695	0.8045
MSMEG_2696	0.9698
MSMEG_2697	NA
MSMEG_2698	NA
MSMEG_2699	NA
MSMEG_2700	NA
MSMEG_2701	NA
MSMEG_2702	NA
MSMEG_2703	NA
MSMEG_2705	NA
MSMEG_2706	NA
MSMEG_2707	NA
MSMEG_2708	NA
MSMEG_2709	NA
MSMEG_2710	NA
MSMEG_2711	NA
MSMEG_2712	NA
MSMEG_2713	NA
MSMEG_2714	NA
MSMEG_2715	NA
MSMEG_2716	NA
MSMEG_2717	NA
MSMEG_2718	NA
MSMEG_2719	NA
MSMEG_2720	0.9962
MSMEG_2721	NA
MSMEG_2722	NA
MSMEG_2723	0.9563
MSMEG_2724	NA
MSMEG_2725	NA
MSMEG_2726	NA
MSMEG_2727	0.9752
MSMEG_2728	NA
MSMEG_2729	NA
MSMEG_2731	0.9365
MSMEG_2732	0.8899
MSMEG_2733	NA
MSMEG_2734	NA
MSMEG_2735	NA
MSMEG_2736	NA
MSMEG_2737	NA
MSMEG_2738	NA
MSMEG_2739	0.9307
MSMEG_2740	NA
MSMEG_2741	NA
MSMEG_2742	0.9896
MSMEG_2743	0.9944
MSMEG_2744	NA
MSMEG_2746	0.9391
MSMEG_2748	NA
MSMEG_2749	NA
MSMEG_2750	NA
MSMEG_2751	0.4125
MSMEG_2752	NA
MSMEG_2753	NA
MSMEG_2754	NA
MSMEG_2755	NA
MSMEG_2756	0.9961
MSMEG_2757	NA
MSMEG_2758	0.0899
MSMEG_2759	NA
MSMEG_2760	0.9668
MSMEG_2761	NA
MSMEG_2762	NA
MSMEG_2763	NA
MSMEG_2764	NA
MSMEG_2765	NA
MSMEG_2766	NA
MSMEG_2767	NA
MSMEG_2768	0.9865
MSMEG_2769	NA
MSMEG_2770	0.0418
MSMEG_2771	0.3752
MSMEG_2772	NA
MSMEG_2773	0.9980
MSMEG_2774	NA
MSMEG_2775	0.9716
MSMEG_2776	NA
MSMEG_2777	NA
MSMEG_2778	0.8865
MSMEG_2779	NA
MSMEG_2780	NA
MSMEG_2781	NA
MSMEG_2782	NA
MSMEG_2783	NA
MSMEG_2784	NA
MSMEG_2785	0.0452
MSMEG_2786	NA
MSMEG_2787	NA
MSMEG_2788	NA
MSMEG_2789	NA
MSMEG_2790	NA
MSMEG_2791	NA
MSMEG_2792	NA
MSMEG_2793	NA
MSMEG_2794	NA
MSMEG_2795	NA
MSMEG_2796	NA
MSMEG_2797	NA
MSMEG_2798	0.8232
MSMEG_2799	0.9997
MSMEG_2800	0.9731
MSMEG_2801	NA
MSMEG_2802	NA
MSMEG_2803	NA
MSMEG_2804	0.0911
MSMEG_2805	NA
MSMEG_2806	NA
MSMEG_2807	NA
MSMEG_2808	NA
MSMEG_2809	NA
MSMEG_2810	NA
MSMEG_2811	NA
MSMEG_2812	NA
MSMEG_2813	NA
MSMEG_2814	NA
MSMEG_2817	NA
MSMEG_2818	NA
MSMEG_2819	NA
MSMEG_2820	0.3309
MSMEG_2821	NA
MSMEG_2822	0.0244
MSMEG_2823	NA
MSMEG_2824	NA
MSMEG_2825	NA
MSMEG_2826	NA
MSMEG_2827	NA
MSMEG_2828	NA
MSMEG_2829	0.9541
MSMEG_2830	NA
MSMEG_2831	NA
MSMEG_2832	NA
MSMEG_2837	NA
MSMEG_2838	NA
MSMEG_2839	NA
MSMEG_2840	NA
MSMEG_2841	NA
MSMEG_2842	NA
MSMEG_2843	0.9603
MSMEG_2844	NA
MSMEG_2845	NA
MSMEG_2846	NA
MSMEG_2847	NA
MSMEG_2848	NA
MSMEG_2849	NA
MSMEG_2850	NA
MSMEG_2851	NA
MSMEG_2852	NA
MSMEG_2853	NA
MSMEG_2854	NA
MSMEG_2855	NA
MSMEG_2856	NA
MSMEG_2857	NA
MSMEG_2858	NA
MSMEG_2859	NA
MSMEG_2860	NA
MSMEG_2861	NA
MSMEG_2862	NA
MSMEG_2863	NA
MSMEG_2864	NA
MSMEG_2865	NA
MSMEG_2866	NA
MSMEG_2867	NA
MSMEG_2868	NA
MSMEG_2869	NA
MSMEG_2870	NA
MSMEG_2871	NA
MSMEG_2872	NA
MSMEG_2873	NA
MSMEG_2874	NA
MSMEG_2875	NA
MSMEG_2876	NA
MSMEG_2877	NA
MSMEG_2878	NA
MSMEG_2879	NA
MSMEG_2880	NA
MSMEG_2881	NA
MSMEG_2882	NA
MSMEG_2883	NA
MSMEG_2884	NA
MSMEG_2885	NA
MSMEG_2886	NA
MSMEG_2887	NA
MSMEG_2888	NA
MSMEG_2889	NA
MSMEG_2890	0.8772
MSMEG_2891	NA
MSMEG_2892	NA
MSMEG_2893	NA
MSMEG_2894	NA
MSMEG_2895	0.9426
MSMEG_2896	NA
MSMEG_2897	NA
MSMEG_2898	0.9874
MSMEG_2899	NA
MSMEG_2900	NA
MSMEG_2901	0.2937
MSMEG_2902	NA
MSMEG_2904	NA
MSMEG_2905	NA
MSMEG_2906	NA
MSMEG_2907	NA
MSMEG_2908	NA
MSMEG_2909	NA
MSMEG_2910	NA
MSMEG_2911	0.9900
MSMEG_2912	NA
MSMEG_2913	NA
MSMEG_2914	NA
MSMEG_2915	NA
MSMEG_2916	NA
MSMEG_2917	NA
MSMEG_2918	NA
MSMEG_2919	0.1353
MSMEG_2920	NA
MSMEG_2921	NA
MSMEG_2922	NA
MSMEG_2923	NA
MSMEG_2924	NA
MSMEG_2925	NA
MSMEG_2926	NA
MSMEG_2927	NA
MSMEG_2928	NA
MSMEG_2929	NA
MSMEG_2930	NA
MSMEG_2931	0.9550
MSMEG_2932	0.2781
MSMEG_2933	NA
MSMEG_2934	0.0316
MSMEG_2935	NA
MSMEG_2936	0.9719
MSMEG_2937	NA
MSMEG_2938	NA
MSMEG_2939	NA
MSMEG_2940	0.9723
MSMEG_2941	0.8434
MSMEG_2942	0.8238
MSMEG_2943	NA
MSMEG_2944	NA
MSMEG_2945	NA
MSMEG_2946	NA
MSMEG_2947	0.3913
MSMEG_2948	NA
MSMEG_2949	NA
MSMEG_2950	NA
MSMEG_2951	NA
MSMEG_2952	NA
MSMEG_2953	NA
MSMEG_2954	NA
MSMEG_2955	NA
MSMEG_2956	0.9812
MSMEG_2957	NA
MSMEG_2958	NA
MSMEG_2959	0.0192
MSMEG_2960	0.9749
MSMEG_2961	0.6470
MSMEG_2962	NA
MSMEG_2963	NA
MSMEG_2964	0.7832
MSMEG_2965	NA
MSMEG_2966	NA
MSMEG_2967	NA
MSMEG_2968	NA
MSMEG_2969	NA
MSMEG_2970	NA
MSMEG_2971	NA
MSMEG_2972	NA
MSMEG_2973	0.9278
MSMEG_2974	0.6847
MSMEG_2975	NA
MSMEG_2976	0.4360
MSMEG_2977	NA
MSMEG_2978	NA
MSMEG_2979	NA
MSMEG_2980	NA
MSMEG_2981	NA
MSMEG_2982	0.7747
MSMEG_2983	NA
MSMEG_2984	NA
MSMEG_2985	NA
MSMEG_2986	NA
MSMEG_2988	NA
MSMEG_2989	0.2328
MSMEG_2990	NA
MSMEG_2991	NA
MSMEG_2992	NA
MSMEG_2993	NA
MSMEG_2994	0.9633
MSMEG_2995	NA
MSMEG_2996	NA
MSMEG_2997	NA
MSMEG_2998	NA
MSMEG_2999	NA
MSMEG_3000	0.9904
MSMEG_3001	NA
MSMEG_3002	NA
MSMEG_3003	NA
MSMEG_3004	NA
MSMEG_3005	NA
MSMEG_3006	NA
MSMEG_3007	NA
MSMEG_3008	0.8238
MSMEG_3009	NA
MSMEG_3010	NA
MSMEG_3011	NA
MSMEG_3012	NA
MSMEG_3013	0.1305
MSMEG_3014	NA
MSMEG_3015	0.9871
MSMEG_3016	NA
MSMEG_3017	NA
MSMEG_3018	NA
MSMEG_3019	0.9727
MSMEG_3020	NA
MSMEG_3021	NA
MSMEG_3022	NA
MSMEG_3024	NA
MSMEG_3025	0.0360
MSMEG_3026	NA
MSMEG_3027	NA
MSMEG_3028	NA
MSMEG_3029	0.9310
MSMEG_3030	NA
MSMEG_3031	NA
MSMEG_3032	NA
MSMEG_3033	NA
MSMEG_3034	NA
MSMEG_3035	0.8372
MSMEG_3036	NA
MSMEG_3038	NA
MSMEG_3039	NA
MSMEG_3040	NA
MSMEG_3041	NA
MSMEG_3042	0.8373
MSMEG_3043	NA
MSMEG_3044	NA
MSMEG_3045	0.0530
MSMEG_3046	0.9086
MSMEG_3047	NA
MSMEG_3048	NA
MSMEG_3049	NA
MSMEG_3050	0.0075
MSMEG_3051	NA
MSMEG_3052	NA
MSMEG_3053	0.1605
MSMEG_3054	NA
MSMEG_3055	0.1676
MSMEG_3056	NA
MSMEG_3057	0.3837
MSMEG_3058	NA
MSMEG_3059	NA
MSMEG_3060	NA
MSMEG_3061	NA
MSMEG_3062	0.0502
MSMEG_3063	NA
MSMEG_3064	NA
MSMEG_3065	0.3619
MSMEG_3066	NA
MSMEG_3067	NA
MSMEG_3068	0.1306
MSMEG_3069	NA
MSMEG_3070	NA
MSMEG_3071	NA
MSMEG_3072	0.9566
MSMEG_3073	NA
MSMEG_3074	NA
MSMEG_3075	NA
MSMEG_3076	NA
MSMEG_3077	NA
MSMEG_3078	NA
MSMEG_3079	0.0190
MSMEG_3080	0.9755
MSMEG_3081	0.8048
MSMEG_3082	0.9900
MSMEG_3083	NA
MSMEG_3084	0.9479
MSMEG_3085	0.1544
MSMEG_3086	0.9946
MSMEG_3087	0.6937
MSMEG_3089	NA
MSMEG_3090	NA
MSMEG_3091	NA
MSMEG_3092	NA
MSMEG_3093	NA
MSMEG_3094	NA
MSMEG_3095	0.9994
MSMEG_3096	NA
MSMEG_3097	NA
MSMEG_3098	NA
MSMEG_3099	NA
MSMEG_3100	NA
MSMEG_3101	NA
MSMEG_3102	NA
MSMEG_3103	0.0847
MSMEG_3104	NA
MSMEG_3105	NA
MSMEG_3106	NA
MSMEG_3107	NA
MSMEG_3108	NA
MSMEG_3109	NA
MSMEG_3110	NA
MSMEG_3111	0.6730
MSMEG_3112	NA
MSMEG_3113	NA
MSMEG_3114	NA
MSMEG_3115	NA
MSMEG_3116	NA
MSMEG_3117	NA
MSMEG_3118	NA
MSMEG_3119	NA
MSMEG_3120	NA
MSMEG_3121	0.0017
MSMEG_3122	NA
MSMEG_3123	NA
MSMEG_3124	NA
MSMEG_3125	NA
MSMEG_3126	NA
MSMEG_3127	NA
MSMEG_3128	NA
MSMEG_3129	NA
MSMEG_3130	NA
MSMEG_3131	NA
MSMEG_3132	0.7932
MSMEG_3133	NA
MSMEG_3134	NA
MSMEG_3135	NA
MSMEG_3136	NA
MSMEG_3137	NA
MSMEG_3138	0.9716
MSMEG_3139	NA
MSMEG_3140	0.0666
MSMEG_3141	0.9631
MSMEG_3142	NA
MSMEG_3143	0.9719
MSMEG_3144	NA
MSMEG_3145	0.9843
MSMEG_3146	NA
MSMEG_3147	0.0224
MSMEG_3148	NA
MSMEG_3149	NA
MSMEG_3150	NA
MSMEG_3151	NA
MSMEG_3152	NA
MSMEG_3153	NA
MSMEG_3154	NA
MSMEG_3155	0.3447
MSMEG_3156	NA
MSMEG_3157	NA
MSMEG_3158	NA
MSMEG_3159	0.9831
MSMEG_3160	0.2622
MSMEG_3161	0.9150
MSMEG_3162	NA
MSMEG_3163	0.9832
MSMEG_3164	NA
MSMEG_3165	0.9541
MSMEG_3166	NA
MSMEG_3167	NA
MSMEG_3168	NA
MSMEG_3169	0.0622
MSMEG_3170	NA
MSMEG_3171	NA
MSMEG_3172	NA
MSMEG_3173	NA
MSMEG_3174	NA
MSMEG_3175	NA
MSMEG_3176	NA
MSMEG_3177	NA
MSMEG_3178	NA
MSMEG_3179	NA
MSMEG_3180	NA
MSMEG_3181	NA
MSMEG_3182	NA
MSMEG_3183	0.0377
MSMEG_3184	NA
MSMEG_3186	0.4013
MSMEG_3187	NA
MSMEG_3188	NA
MSMEG_3189	0.0328
MSMEG_3190	NA
MSMEG_3191	0.9347
MSMEG_3192	NA
MSMEG_3193	NA
MSMEG_3194	0.9710
MSMEG_3195	NA
MSMEG_3196	0.9751
MSMEG_3197	NA
MSMEG_3198	NA
MSMEG_3199	NA
MSMEG_3200	NA
MSMEG_3201	NA
MSMEG_3202	NA
MSMEG_3203	NA
MSMEG_3204	0.9506
MSMEG_3205	NA
MSMEG_3206	NA
MSMEG_3207	NA
MSMEG_3208	NA
MSMEG_3209	NA
MSMEG_3210	NA
MSMEG_3211	NA
MSMEG_3212	NA
MSMEG_3213	NA
MSMEG_3214	NA
MSMEG_3215	0.5007
MSMEG_3216	NA
MSMEG_3217	NA
MSMEG_3218	NA
MSMEG_3219	0.8860
MSMEG_3220	NA
MSMEG_3221	NA
MSMEG_3222	NA
MSMEG_3223	NA
MSMEG_3224	NA
MSMEG_3225	0.0396
MSMEG_3226	NA
MSMEG_3227	NA
MSMEG_3228	0.5898
MSMEG_3229	NA
MSMEG_3231	NA
MSMEG_3232	NA
MSMEG_3233	0.4261
MSMEG_3234	NA
MSMEG_3235	0.9733
MSMEG_3236	0.2179
MSMEG_3237	0.0494
MSMEG_3238	NA
MSMEG_3239	NA
MSMEG_3240	NA
MSMEG_3241	NA
MSMEG_3242	NA
MSMEG_3244	NA
MSMEG_3246	NA
MSMEG_3247	0.0034
MSMEG_3248	0.4272
MSMEG_3249	NA
MSMEG_3250	0.6071
MSMEG_3251	NA
MSMEG_3252	NA
MSMEG_3253	NA
MSMEG_3254	NA
MSMEG_3255	NA
MSMEG_3256	0.7689
MSMEG_3257	NA
MSMEG_3258	NA
MSMEG_3259	0.9299
MSMEG_3260	NA
MSMEG_3261	NA
MSMEG_3262	NA
MSMEG_3263	NA
MSMEG_3264	NA
MSMEG_3265	NA
MSMEG_3266	NA
MSMEG_3267	NA
MSMEG_3268	NA
MSMEG_3269	NA
MSMEG_3270	NA
MSMEG_3271	NA
MSMEG_3272	NA
MSMEG_3273	NA
MSMEG_3274	NA
MSMEG_3275	0.9119
MSMEG_3276	NA
MSMEG_3277	NA
MSMEG_3278	NA
MSMEG_3279	NA
MSMEG_3280	0.9747
MSMEG_3281	NA
MSMEG_3282	NA
MSMEG_3283	0.2950
MSMEG_3284	NA
MSMEG_3285	NA
MSMEG_3286	NA
MSMEG_3287	0.9640
MSMEG_3288	NA
MSMEG_3289	NA
MSMEG_3290	NA
MSMEG_3291	NA
MSMEG_3292	0.9553
MSMEG_3293	NA
MSMEG_3294	NA
MSMEG_3295	NA
MSMEG_3296	NA
MSMEG_3297	0.9682
MSMEG_3298	NA
MSMEG_3300	NA
MSMEG_3301	NA
MSMEG_3302	NA
MSMEG_3303	NA
MSMEG_3304	0.5242
MSMEG_3305	NA
MSMEG_3306	0.9229
MSMEG_3308	NA
MSMEG_3309	NA
MSMEG_3310	NA
MSMEG_3311	NA
MSMEG_3312	0.9261
MSMEG_3313	NA
MSMEG_3314	NA
MSMEG_3315	NA
MSMEG_3316	NA
MSMEG_3317	0.0670
MSMEG_3318	NA
MSMEG_3319	NA
MSMEG_3321	NA
MSMEG_3322	NA
MSMEG_3323	0.9522
MSMEG_3324	NA
MSMEG_3325	0.0783
MSMEG_3326	NA
MSMEG_3327	0.8909
MSMEG_3328	NA
MSMEG_3329	NA
MSMEG_3330	NA
MSMEG_3331	NA
MSMEG_3332	0.9461
MSMEG_3334	NA
MSMEG_3335	NA
MSMEG_3336	0.8022
MSMEG_3337	0.2186
MSMEG_3338	0.8125
MSMEG_3339	NA
MSMEG_3340	NA
MSMEG_3341	0.0776
MSMEG_3342	0.3860
MSMEG_3343	NA
MSMEG_3344	NA
MSMEG_3345	NA
MSMEG_3346	0.9541
MSMEG_3347	NA
MSMEG_3348	NA
MSMEG_3349	NA
MSMEG_3350	NA
MSMEG_3351	NA
MSMEG_3352	0.0747
MSMEG_3353	NA
MSMEG_3354	NA
MSMEG_3355	NA
MSMEG_3356	NA
MSMEG_3357	NA
MSMEG_3358	NA
MSMEG_3359	0.0990
MSMEG_3360	NA
MSMEG_3361	0.9836
MSMEG_3362	NA
MSMEG_3363	NA
MSMEG_3364	NA
MSMEG_3365	0.5837
MSMEG_3366	NA
MSMEG_3367	NA
MSMEG_3368	NA
MSMEG_3369	NA
MSMEG_3370	NA
MSMEG_3372	NA
MSMEG_3373	NA
MSMEG_3374	NA
MSMEG_3375	0.0254
MSMEG_3376	NA
MSMEG_3377	0.9050
MSMEG_3378	0.2553
MSMEG_3379	NA
MSMEG_3380	NA
MSMEG_3381	NA
MSMEG_3382	NA
MSMEG_3383	0.8169
MSMEG_3384	NA
MSMEG_3385	NA
MSMEG_3386	NA
MSMEG_3387	NA
MSMEG_3388	NA
MSMEG_3389	NA
MSMEG_3390	NA
MSMEG_3391	NA
MSMEG_3392	NA
MSMEG_3393	NA
MSMEG_3394	NA
MSMEG_3395	0.7201
MSMEG_3396	NA
MSMEG_3397	NA
MSMEG_3398	NA
MSMEG_3400	NA
MSMEG_3401	NA
MSMEG_3402	NA
MSMEG_3403	NA
MSMEG_3404	NA
MSMEG_3405	NA
MSMEG_3406	NA
MSMEG_3407	NA
MSMEG_3408	NA
MSMEG_3409	NA
MSMEG_3410	NA
MSMEG_3411	NA
MSMEG_3412	0.0912
MSMEG_3414	NA
MSMEG_3415	NA
MSMEG_3416	NA
MSMEG_3417	NA
MSMEG_3418	0.9267
MSMEG_3419	0.9399
MSMEG_3420	NA
MSMEG_3421	0.9883
MSMEG_3422	0.0022
MSMEG_3423	NA
MSMEG_3424	NA
MSMEG_3425	0.4695
MSMEG_3426	0.9533
MSMEG_3427	NA
MSMEG_3428	NA
MSMEG_3429	NA
MSMEG_3430	NA
MSMEG_3431	NA
MSMEG_3432	0.1595
MSMEG_3433	NA
MSMEG_3434	NA
MSMEG_3435	NA
MSMEG_3436	NA
MSMEG_3437	0.9646
MSMEG_3438	0.0002
MSMEG_3439	0.9628
MSMEG_3440	0.9932
MSMEG_3441	0.8308
MSMEG_3442	NA
MSMEG_3443	0.8904
MSMEG_3444	NA
MSMEG_3445	NA
MSMEG_3446	NA
MSMEG_3447	0.7568
MSMEG_3448	NA
MSMEG_3449	0.0040
MSMEG_3450	NA
MSMEG_3451	0.8088
MSMEG_3452	0.9776
MSMEG_3453	NA
MSMEG_3454	NA
MSMEG_3455	NA
MSMEG_3456	NA
