 	fprUTR_MFE_20_10nt_5pUTR	fprUTR_MFE_20_10nt_5p	fprUTR_MFE_20_10nt_mid	fprUTR_MFE_20_10nt_3p
MSMEG_3659	NA	NA	NA	NA
MSMEG_3660	-0.6667	0.0	-2.0	0.0
MSMEG_3661	NA	NA	NA	NA
MSMEG_3662	NA	NA	NA	NA
MSMEG_3663	NA	NA	NA	NA
MSMEG_3664	NA	NA	NA	NA
MSMEG_3665	NA	NA	NA	NA
MSMEG_3666	NA	NA	NA	NA
MSMEG_3667	-0.5333	-0.8	0.0	0.0
MSMEG_3668	-2.9364	-3.65	-2.225	-2.9333
MSMEG_3669	NA	NA	NA	NA
MSMEG_3670	NA	NA	NA	NA
MSMEG_3671	NA	NA	NA	NA
MSMEG_3672	NA	NA	NA	NA
MSMEG_3673	NA	NA	NA	NA
MSMEG_3674	NA	NA	NA	NA
MSMEG_3675	NA	NA	NA	NA
MSMEG_3676	NA	NA	NA	NA
MSMEG_3677	NA	NA	NA	NA
MSMEG_3678	-4.1333	-1.1	-5.65	-4.6
MSMEG_3679	NA	NA	NA	NA
MSMEG_3680	-1.0875	-0.5333	-2.3667	0.0
MSMEG_3681	NA	NA	NA	NA
MSMEG_3682	NA	NA	NA	NA
MSMEG_3683	NA	NA	NA	NA
MSMEG_3684	NA	NA	NA	NA
MSMEG_3685	NA	NA	NA	NA
MSMEG_3686	-3.4667	-2.8	-3.8	-4.0
MSMEG_3687	NA	NA	NA	NA
MSMEG_3688	NA	NA	NA	NA
MSMEG_3689	NA	NA	NA	NA
MSMEG_3691	NA	NA	NA	NA
MSMEG_3692	-8.15	-9.9	-6.4	-6.4
MSMEG_3693	-5.5	-6.25	-4.0	-4.0
MSMEG_3694	-0.15	-0.3	0.0	0.0
MSMEG_3695	NA	NA	NA	NA
MSMEG_3696	-2.7333	-3.1667	-2.95	-1.65
MSMEG_3697	NA	NA	NA	NA
MSMEG_3698	NA	NA	NA	NA
MSMEG_3699	NA	NA	NA	NA
MSMEG_3700	NA	NA	NA	NA
MSMEG_3701	NA	NA	NA	NA
MSMEG_3703	NA	NA	NA	NA
MSMEG_3704	NA	NA	NA	NA
MSMEG_3705	NA	NA	NA	NA
MSMEG_3706	NA	NA	NA	NA
MSMEG_3707	NA	NA	NA	NA
MSMEG_3708	NA	NA	NA	NA
MSMEG_3709	NA	NA	NA	NA
MSMEG_3710	NA	NA	NA	NA
MSMEG_3711	NA	NA	NA	NA
MSMEG_3712	NA	NA	NA	NA
MSMEG_3713	NA	NA	NA	NA
MSMEG_3714	NA	NA	NA	NA
MSMEG_3715	NA	NA	NA	NA
MSMEG_3716	NA	NA	NA	NA
MSMEG_3718	NA	NA	NA	NA
MSMEG_3719	NA	NA	NA	NA
MSMEG_3720	NA	NA	NA	NA
MSMEG_3721	NA	NA	NA	NA
MSMEG_3722	NA	NA	NA	NA
MSMEG_3723	NA	NA	NA	NA
MSMEG_3724	NA	NA	NA	NA
MSMEG_3725	-3.2733	-4.38	-4.8	-0.64
MSMEG_3726	NA	NA	NA	NA
MSMEG_3727	-1.9267	-2.5667	-2.24	-0.575
MSMEG_3728	NA	NA	NA	NA
MSMEG_3729	NA	NA	NA	NA
MSMEG_3730	-1.7625	-2.4333	-1.1667	-1.65
MSMEG_3731	NA	NA	NA	NA
MSMEG_3732	NA	NA	NA	NA
MSMEG_3733	0.0	0.0	0.0	0.0
MSMEG_3735	NA	NA	NA	NA
MSMEG_3736	-1.7667	-5.3	0.0	0.0
MSMEG_3737	-1.3667	-4.1	0.0	0.0
MSMEG_3738	NA	NA	NA	NA
MSMEG_3739	NA	NA	NA	NA
MSMEG_3740	NA	NA	NA	NA
MSMEG_3741	-2.8125	-3.5667	-1.9	-3.05
MSMEG_3742	NA	NA	NA	NA
MSMEG_3743	-2.1167	-3.4	-1.15	-0.2
MSMEG_3744	-3.3522	-3.7875	-3.0312	-3.2214
MSMEG_3745	NA	NA	NA	NA
MSMEG_3746	-1.725	-3.4	-0.1	0.0
MSMEG_3748	NA	NA	NA	NA
MSMEG_3750	-3.6818	-4.45	-2.75	-3.9
MSMEG_3751	NA	NA	NA	NA
MSMEG_3752	NA	NA	NA	NA
MSMEG_3753	NA	NA	NA	NA
MSMEG_3754	-1.675	-2.54	-1.6	-0.3333
MSMEG_3758	NA	NA	NA	NA
MSMEG_3759	NA	NA	NA	NA
MSMEG_3760	NA	NA	NA	NA
MSMEG_3761	NA	NA	NA	NA
MSMEG_3762	NA	NA	NA	NA
MSMEG_3763	NA	NA	NA	NA
MSMEG_3764	NA	NA	NA	NA
MSMEG_3765	-3.6333	-2.675	-7.2333	-0.15
MSMEG_3766	-3.3615	-1.32	-3.88	-5.9
MSMEG_3767	-1.15	-2.3	0.0	0.0
MSMEG_3768	NA	NA	NA	NA
MSMEG_3769	NA	NA	NA	NA
MSMEG_3770	NA	NA	NA	NA
MSMEG_3771	NA	NA	NA	NA
MSMEG_3772	NA	NA	NA	NA
MSMEG_3773	NA	NA	NA	NA
MSMEG_3774	-3.372	-3.0889	-4.375	-2.6875
MSMEG_3775	-2.8542	-4.1222	-2.625	-1.4857
MSMEG_3776	NA	NA	NA	NA
MSMEG_3777	NA	NA	NA	NA
MSMEG_3778	NA	NA	NA	NA
MSMEG_3779	NA	NA	NA	NA
MSMEG_3780	NA	NA	NA	NA
MSMEG_3781	NA	NA	NA	NA
MSMEG_3782	NA	NA	NA	NA
MSMEG_3783	NA	NA	NA	NA
MSMEG_3784	-4.9	-4.9	-4.9	-4.9
MSMEG_3785	-3.8	-5.4	-2.2	-2.2
MSMEG_3786	-2.6	-3.85	-2.35	-0.6
MSMEG_3787	NA	NA	NA	NA
MSMEG_3788	NA	NA	NA	NA
MSMEG_3789	NA	NA	NA	NA
MSMEG_3790	NA	NA	NA	NA
MSMEG_3791	-1.95	-3.2	-0.7	-1.3
MSMEG_3792	NA	NA	NA	NA
MSMEG_3793	NA	NA	NA	NA
MSMEG_3794	-2.6235	-2.6	-3.85	-1.18
MSMEG_3795	-3.95	-6.7	-1.2	-1.2
MSMEG_3796	-3.3457	-2.9083	-3.3583	-3.8091
MSMEG_3797	NA	NA	NA	NA
MSMEG_3798	NA	NA	NA	NA
MSMEG_3799	NA	NA	NA	NA
MSMEG_3800	-3.3	-5.4	-1.5	-2.7
MSMEG_3801	NA	NA	NA	NA
MSMEG_3802	-3.3	-2.52	-3.35	-4.225
MSMEG_3803	-2.9	-3.8	-2.0	-2.0
MSMEG_3804	NA	NA	NA	NA
MSMEG_3805	NA	NA	NA	NA
MSMEG_3806	NA	NA	NA	NA
MSMEG_3807	NA	NA	NA	NA
MSMEG_3808	-3.18	-3.9	-3.8	-0.5
MSMEG_3809	NA	NA	NA	NA
MSMEG_3810	NA	NA	NA	NA
MSMEG_3811	NA	NA	NA	NA
MSMEG_3812	NA	NA	NA	NA
MSMEG_3813	NA	NA	NA	NA
MSMEG_3815	NA	NA	NA	NA
MSMEG_3816	NA	NA	NA	NA
MSMEG_3817	NA	NA	NA	NA
MSMEG_3818	NA	NA	NA	NA
MSMEG_3819	NA	NA	NA	NA
MSMEG_3820	NA	NA	NA	NA
MSMEG_3821	NA	NA	NA	NA
MSMEG_3822	NA	NA	NA	NA
MSMEG_3823	NA	NA	NA	NA
MSMEG_3824	NA	NA	NA	NA
MSMEG_3825	NA	NA	NA	NA
MSMEG_3826	NA	NA	NA	NA
MSMEG_3827	NA	NA	NA	NA
MSMEG_3828	NA	NA	NA	NA
MSMEG_3829	NA	NA	NA	NA
MSMEG_3830	NA	NA	NA	NA
MSMEG_3831	-3.45	-2.56	-4.3267	-3.4643
MSMEG_3832	NA	NA	NA	NA
MSMEG_3833	-1.04	-1.725	-0.875	0.0
MSMEG_3834	NA	NA	NA	NA
MSMEG_3835	-3.25	-3.9	-2.1571	-3.6
MSMEG_3836	NA	NA	NA	NA
MSMEG_3837	NA	NA	NA	NA
MSMEG_3838	NA	NA	NA	NA
MSMEG_3839	NA	NA	NA	NA
MSMEG_3840	NA	NA	NA	NA
MSMEG_3841	NA	NA	NA	NA
MSMEG_3842	NA	NA	NA	NA
MSMEG_3843	NA	NA	NA	NA
MSMEG_3844	NA	NA	NA	NA
MSMEG_3845	NA	NA	NA	NA
MSMEG_3846	NA	NA	NA	NA
MSMEG_3847	NA	NA	NA	NA
MSMEG_3848	NA	NA	NA	NA
MSMEG_3849	NA	NA	NA	NA
MSMEG_3850	NA	NA	NA	NA
MSMEG_3851	NA	NA	NA	NA
MSMEG_3852	NA	NA	NA	NA
MSMEG_3853	NA	NA	NA	NA
MSMEG_3854	-2.425	-4.6	0.0	-2.0333
MSMEG_3855	-2.676	-2.3222	-3.4667	-2.1143
MSMEG_3856	-0.35	-0.7	0.0	0.0
MSMEG_3857	NA	NA	NA	NA
MSMEG_3858	-1.525	-1.7	-1.35	0.0
MSMEG_3859	NA	NA	NA	NA
MSMEG_3860	NA	NA	NA	NA
MSMEG_3861	-3.2125	-3.1	-5.4667	0.0
MSMEG_3862	NA	NA	NA	NA
MSMEG_3863	NA	NA	NA	NA
MSMEG_3864	NA	NA	NA	NA
MSMEG_3865	NA	NA	NA	NA
MSMEG_3866	NA	NA	NA	NA
MSMEG_3867	NA	NA	NA	NA
MSMEG_3868	NA	NA	NA	NA
MSMEG_3869	-3.2051	-3.4929	-3.7769	-2.25
MSMEG_3870	NA	NA	NA	NA
MSMEG_3871	NA	NA	NA	NA
MSMEG_3872	NA	NA	NA	NA
MSMEG_3873	NA	NA	NA	NA
MSMEG_3874	NA	NA	NA	NA
MSMEG_3875	NA	NA	NA	NA
MSMEG_3876	NA	NA	NA	NA
MSMEG_3877	-2.8357	-1.34	-3.46	-3.925
MSMEG_3878	NA	NA	NA	NA
MSMEG_3879	NA	NA	NA	NA
MSMEG_3880	NA	NA	NA	NA
MSMEG_3881	NA	NA	NA	NA
MSMEG_3882	NA	NA	NA	NA
MSMEG_3883	NA	NA	NA	NA
MSMEG_3884	NA	NA	NA	NA
MSMEG_3885	NA	NA	NA	NA
MSMEG_3886	NA	NA	NA	NA
MSMEG_3887	NA	NA	NA	NA
MSMEG_3888	NA	NA	NA	NA
MSMEG_3890	NA	NA	NA	NA
MSMEG_3891	NA	NA	NA	NA
MSMEG_3892	NA	NA	NA	NA
MSMEG_3893	NA	NA	NA	NA
MSMEG_3894	NA	NA	NA	NA
MSMEG_3895	NA	NA	NA	NA
MSMEG_3896	-2.4333	-3.65	0.0	0.0
MSMEG_3897	NA	NA	NA	NA
MSMEG_3898	NA	NA	NA	NA
MSMEG_3899	NA	NA	NA	NA
MSMEG_3900	NA	NA	NA	NA
MSMEG_3901	0.0	0.0	0.0	0.0
MSMEG_3902	-2.15	-4.3	0.0	0.0
MSMEG_3903	NA	NA	NA	NA
MSMEG_3904	-4.2125	-3.6833	-5.8667	-2.525
MSMEG_3905	NA	NA	NA	NA
MSMEG_3906	NA	NA	NA	NA
MSMEG_3907	NA	NA	NA	NA
MSMEG_3908	NA	NA	NA	NA
MSMEG_3909	NA	NA	NA	NA
MSMEG_3910	NA	NA	NA	NA
MSMEG_3911	NA	NA	NA	NA
MSMEG_3912	NA	NA	NA	NA
MSMEG_3913	NA	NA	NA	NA
MSMEG_3914	NA	NA	NA	NA
MSMEG_3915	NA	NA	NA	NA
MSMEG_3916	-0.8545	0.0	-1.1	-1.6667
MSMEG_3917	NA	NA	NA	NA
MSMEG_3918	NA	NA	NA	NA
MSMEG_3919	-2.0864	-2.275	-2.5143	-1.4429
MSMEG_3920	NA	NA	NA	NA
MSMEG_3921	NA	NA	NA	NA
MSMEG_3922	NA	NA	NA	NA
MSMEG_3923	NA	NA	NA	NA
MSMEG_3924	NA	NA	NA	NA
MSMEG_3925	NA	NA	NA	NA
MSMEG_3926	NA	NA	NA	NA
MSMEG_3927	NA	NA	NA	NA
MSMEG_3928	NA	NA	NA	NA
MSMEG_3929	NA	NA	NA	NA
MSMEG_3930	-3.2727	-4.95	-2.225	-2.4333
MSMEG_3931	NA	NA	NA	NA
MSMEG_3932	NA	NA	NA	NA
MSMEG_3933	NA	NA	NA	NA
MSMEG_3934	NA	NA	NA	NA
MSMEG_3935	NA	NA	NA	NA
MSMEG_3936	NA	NA	NA	NA
MSMEG_3937	NA	NA	NA	NA
MSMEG_3938	NA	NA	NA	NA
MSMEG_3939	NA	NA	NA	NA
MSMEG_3940	NA	NA	NA	NA
MSMEG_3941	NA	NA	NA	NA
MSMEG_3942	NA	NA	NA	NA
MSMEG_3943	NA	NA	NA	NA
MSMEG_3944	NA	NA	NA	NA
MSMEG_3945	NA	NA	NA	NA
MSMEG_3946	NA	NA	NA	NA
MSMEG_3947	NA	NA	NA	NA
MSMEG_3948	NA	NA	NA	NA
MSMEG_3949	NA	NA	NA	NA
MSMEG_3950	NA	NA	NA	NA
MSMEG_3951	NA	NA	NA	NA
MSMEG_3952	NA	NA	NA	NA
MSMEG_3953	NA	NA	NA	NA
MSMEG_3954	NA	NA	NA	NA
MSMEG_3955	NA	NA	NA	NA
MSMEG_3956	NA	NA	NA	NA
MSMEG_3957	NA	NA	NA	NA
MSMEG_3958	-2.48	-3.2	-1.45	-3.1
MSMEG_3959	-1.9	-2.3	-1.1	-1.1
MSMEG_3960	-2.96	-1.45	-2.1667	-5.7667
MSMEG_3961	NA	NA	NA	NA
MSMEG_3962	-1.8111	-2.975	-1.3667	-0.15
MSMEG_3963	NA	NA	NA	NA
MSMEG_3964	NA	NA	NA	NA
MSMEG_3965	-1.195	-1.7571	-1.0714	-0.6833
MSMEG_3966	NA	NA	NA	NA
MSMEG_3967	NA	NA	NA	NA
MSMEG_3968	NA	NA	NA	NA
MSMEG_3969	NA	NA	NA	NA
MSMEG_3970	NA	NA	NA	NA
MSMEG_3971	NA	NA	NA	NA
MSMEG_3972	NA	NA	NA	NA
MSMEG_3973	NA	NA	NA	NA
MSMEG_3975	0.0	0.0	0.0	0.0
MSMEG_3976	NA	NA	NA	NA
MSMEG_3977	-0.3667	-0.55	0.0	0.0
MSMEG_3978	NA	NA	NA	NA
MSMEG_3980	-2.575	0.0	-10.3	0.0
MSMEG_3981	NA	NA	NA	NA
MSMEG_3982	NA	NA	NA	NA
MSMEG_3984	NA	NA	NA	NA
MSMEG_3985	NA	NA	NA	NA
MSMEG_3986	NA	NA	NA	NA
MSMEG_3987	NA	NA	NA	NA
MSMEG_3988	-0.25	-0.5	0.0	0.0
MSMEG_3989	NA	NA	NA	NA
MSMEG_3990	NA	NA	NA	NA
MSMEG_3991	NA	NA	NA	NA
MSMEG_3992	NA	NA	NA	NA
MSMEG_3993	NA	NA	NA	NA
MSMEG_3994	NA	NA	NA	NA
MSMEG_3995	NA	NA	NA	NA
MSMEG_3996	NA	NA	NA	NA
MSMEG_3997	NA	NA	NA	NA
MSMEG_3998	NA	NA	NA	NA
MSMEG_3999	NA	NA	NA	NA
MSMEG_4000	NA	NA	NA	NA
MSMEG_4001	NA	NA	NA	NA
MSMEG_4002	NA	NA	NA	NA
MSMEG_4003	NA	NA	NA	NA
MSMEG_4004	NA	NA	NA	NA
MSMEG_4005	NA	NA	NA	NA
MSMEG_4006	NA	NA	NA	NA
MSMEG_4007	NA	NA	NA	NA
MSMEG_4008	NA	NA	NA	NA
MSMEG_4009	NA	NA	NA	NA
MSMEG_4010	NA	NA	NA	NA
MSMEG_4011	NA	NA	NA	NA
MSMEG_4012	NA	NA	NA	NA
MSMEG_4013	NA	NA	NA	NA
MSMEG_4014	NA	NA	NA	NA
MSMEG_4015	NA	NA	NA	NA
MSMEG_4016	NA	NA	NA	NA
MSMEG_4017	NA	NA	NA	NA
MSMEG_4018	NA	NA	NA	NA
MSMEG_4019	NA	NA	NA	NA
MSMEG_4020	NA	NA	NA	NA
MSMEG_4021	NA	NA	NA	NA
MSMEG_4022	NA	NA	NA	NA
MSMEG_4023	NA	NA	NA	NA
MSMEG_4024	NA	NA	NA	NA
MSMEG_4025	NA	NA	NA	NA
MSMEG_4026	NA	NA	NA	NA
MSMEG_4027	NA	NA	NA	NA
MSMEG_4028	NA	NA	NA	NA
MSMEG_4029	-0.45	-0.1	-0.8	-0.8
MSMEG_4030	-1.65	-2.5	-0.8	0.0
MSMEG_4031	NA	NA	NA	NA
MSMEG_4032	NA	NA	NA	NA
MSMEG_4033	NA	NA	NA	NA
MSMEG_4034	NA	NA	NA	NA
MSMEG_4035	NA	NA	NA	NA
MSMEG_4036	NA	NA	NA	NA
MSMEG_4037	-2.1704	-1.21	-2.8333	-2.625
MSMEG_4038	-1.5875	-4.1	-0.1333	0.0
MSMEG_4039	NA	NA	NA	NA
MSMEG_4040	NA	NA	NA	NA
MSMEG_4041	-1.25	-1.55	-1.0	-0.9
MSMEG_4042	-1.9	-2.4333	-1.5	-1.7667
MSMEG_4043	NA	NA	NA	NA
MSMEG_4044	NA	NA	NA	NA
MSMEG_4045	NA	NA	NA	NA
MSMEG_4046	NA	NA	NA	NA
MSMEG_4047	NA	NA	NA	NA
MSMEG_4048	NA	NA	NA	NA
MSMEG_4049	NA	NA	NA	NA
MSMEG_4050	NA	NA	NA	NA
MSMEG_4051	NA	NA	NA	NA
MSMEG_4052	-1.7826	-2.0375	-1.375	-1.9571
MSMEG_4053	-1.64	-1.75	-2.35	0.0
MSMEG_4054	NA	NA	NA	NA
MSMEG_4055	-2.6812	-3.8167	-0.9167	-3.625
MSMEG_4056	NA	NA	NA	NA
MSMEG_4057	-2.74	-1.5	-3.8	-3.1
MSMEG_4058	NA	NA	NA	NA
MSMEG_4059	NA	NA	NA	NA
MSMEG_4061	NA	NA	NA	NA
MSMEG_4062	NA	NA	NA	NA
MSMEG_4063	NA	NA	NA	NA
MSMEG_4064	NA	NA	NA	NA
MSMEG_4065	NA	NA	NA	NA
MSMEG_4066	NA	NA	NA	NA
MSMEG_4067	-1.5	-1.3	-1.9	-1.9
MSMEG_4068	-1.9516	-1.3091	-1.4	-3.21
MSMEG_4069	NA	NA	NA	NA
MSMEG_4070	NA	NA	NA	NA
MSMEG_4071	-1.6125	-1.1667	-3.0	-0.2
MSMEG_4072	NA	NA	NA	NA
MSMEG_4074	NA	NA	NA	NA
MSMEG_4075	NA	NA	NA	NA
MSMEG_4076	NA	NA	NA	NA
MSMEG_4077	NA	NA	NA	NA
MSMEG_4078	NA	NA	NA	NA
MSMEG_4079	-3.33	-2.525	-3.95	-3.7
MSMEG_4081	-2.5778	-4.0667	-2.1333	-1.5333
MSMEG_4082	NA	NA	NA	NA
MSMEG_4083	NA	NA	NA	NA
MSMEG_4084	NA	NA	NA	NA
MSMEG_4085	-1.6214	-1.12	-1.62	-2.25
MSMEG_4086	NA	NA	NA	NA
MSMEG_4087	-2.5667	-3.04	-2.625	-1.7
MSMEG_4088	-3.0625	-2.7333	-1.9	-5.3
MSMEG_4089	NA	NA	NA	NA
MSMEG_4090	-2.25	-4.85	-1.2667	0.0
MSMEG_4091	NA	NA	NA	NA
MSMEG_4092	NA	NA	NA	NA
MSMEG_4093	NA	NA	NA	NA
MSMEG_4094	NA	NA	NA	NA
MSMEG_4095	NA	NA	NA	NA
MSMEG_4096	NA	NA	NA	NA
MSMEG_4097	NA	NA	NA	NA
MSMEG_4098	NA	NA	NA	NA
MSMEG_4099	NA	NA	NA	NA
MSMEG_4100	NA	NA	NA	NA
MSMEG_4101	NA	NA	NA	NA
MSMEG_4102	NA	NA	NA	NA
MSMEG_4103	NA	NA	NA	NA
MSMEG_4104	NA	NA	NA	NA
MSMEG_4105	NA	NA	NA	NA
MSMEG_4106	NA	NA	NA	NA
MSMEG_4107	NA	NA	NA	NA
MSMEG_4108	-2.9531	-4.4727	-1.8909	-2.45
MSMEG_4109	-2.4036	-0.95	-2.31	-4.3375
MSMEG_4110	NA	NA	NA	NA
MSMEG_4111	NA	NA	NA	NA
MSMEG_4112	NA	NA	NA	NA
MSMEG_4113	-3.8053	-4.9571	-3.8143	-2.18
MSMEG_4114	NA	NA	NA	NA
MSMEG_4115	NA	NA	NA	NA
MSMEG_4116	-2.8214	-1.85	-3.3222	-3.4
MSMEG_4117	NA	NA	NA	NA
MSMEG_4118	NA	NA	NA	NA
MSMEG_4119	NA	NA	NA	NA
MSMEG_4120	-2.48	-3.3	-2.0	-1.85
MSMEG_4121	NA	NA	NA	NA
MSMEG_4122	NA	NA	NA	NA
MSMEG_4123	-0.9333	-1.05	-1.1667	0.0
MSMEG_4124	NA	NA	NA	NA
MSMEG_4125	NA	NA	NA	NA
MSMEG_4126	-1.95	-3.9	0.0	0.0
MSMEG_4127	NA	NA	NA	NA
MSMEG_4128	-5.2	-6.1	-4.3	-4.3
MSMEG_4129	NA	NA	NA	NA
MSMEG_4130	-0.9	-1.8	0.0	0.0
MSMEG_4131	NA	NA	NA	NA
MSMEG_4132	-1.275	-1.24	-2.1	-0.2333
MSMEG_4133	-2.8643	-2.14	-3.72	-2.7
MSMEG_4135	NA	NA	NA	NA
MSMEG_4136	NA	NA	NA	NA
MSMEG_4137	NA	NA	NA	NA
MSMEG_4138	NA	NA	NA	NA
MSMEG_4140	NA	NA	NA	NA
MSMEG_4141	NA	NA	NA	NA
MSMEG_4142	NA	NA	NA	NA
MSMEG_4143	-1.0667	-0.65	-1.9	-1.9
MSMEG_4144	NA	NA	NA	NA
MSMEG_4145	-2.9	-3.5	-1.7	-1.7
MSMEG_4146	NA	NA	NA	NA
MSMEG_4147	NA	NA	NA	NA
MSMEG_4148	NA	NA	NA	NA
MSMEG_4149	NA	NA	NA	NA
MSMEG_4150	NA	NA	NA	NA
MSMEG_4151	-2.4	-1.5	-3.9667	-1.8833
MSMEG_4152	NA	NA	NA	NA
MSMEG_4153	-0.275	-0.3	-0.25	-0.5
MSMEG_4154	NA	NA	NA	NA
MSMEG_4155	-2.0643	-2.39	-1.9444	-1.8222
MSMEG_4156	NA	NA	NA	NA
MSMEG_4157	NA	NA	NA	NA
MSMEG_4158	NA	NA	NA	NA
MSMEG_4159	NA	NA	NA	NA
MSMEG_4160	-2.2034	-1.54	-3.19	-1.8444
MSMEG_4161	-1.1739	-1.875	-0.4875	-1.1571
MSMEG_4162	NA	NA	NA	NA
MSMEG_4163	-3.4125	-3.2909	-4.0182	-2.88
MSMEG_4164	NA	NA	NA	NA
MSMEG_4165	-3.1179	-3.6154	-2.95	-2.775
MSMEG_4166	-2.3356	-2.9875	-2.08	-1.8643
MSMEG_4167	NA	NA	NA	NA
MSMEG_4168	NA	NA	NA	NA
MSMEG_4169	NA	NA	NA	NA
MSMEG_4170	NA	NA	NA	NA
MSMEG_4171	NA	NA	NA	NA
MSMEG_4172	NA	NA	NA	NA
MSMEG_4173	NA	NA	NA	NA
MSMEG_4174	NA	NA	NA	NA
MSMEG_4175	NA	NA	NA	NA
MSMEG_4176	NA	NA	NA	NA
MSMEG_4178	NA	NA	NA	NA
MSMEG_4179	NA	NA	NA	NA
MSMEG_4180	-3.284	-3.9111	-3.575	-2.2875
MSMEG_4181	NA	NA	NA	NA
MSMEG_4182	NA	NA	NA	NA
MSMEG_4183	NA	NA	NA	NA
MSMEG_4184	NA	NA	NA	NA
MSMEG_4185	-2.2714	-3.9667	-0.85	-1.15
MSMEG_4186	NA	NA	NA	NA
MSMEG_4187	NA	NA	NA	NA
MSMEG_4188	NA	NA	NA	NA
MSMEG_4189	NA	NA	NA	NA
MSMEG_4190	NA	NA	NA	NA
MSMEG_4191	NA	NA	NA	NA
MSMEG_4192	NA	NA	NA	NA
MSMEG_4193	NA	NA	NA	NA
MSMEG_4194	NA	NA	NA	NA
MSMEG_4195	NA	NA	NA	NA
MSMEG_4196	-2.3333	-3.5	0.0	0.0
MSMEG_4197	-1.3417	-1.88	-0.55	-1.5
MSMEG_4198	NA	NA	NA	NA
MSMEG_4199	-0.6	-1.8	0.0	0.0
MSMEG_4200	NA	NA	NA	NA
MSMEG_4202	NA	NA	NA	NA
MSMEG_4203	NA	NA	NA	NA
MSMEG_4204	NA	NA	NA	NA
MSMEG_4205	NA	NA	NA	NA
MSMEG_4207	NA	NA	NA	NA
MSMEG_4208	NA	NA	NA	NA
MSMEG_4209	NA	NA	NA	NA
MSMEG_4210	NA	NA	NA	NA
MSMEG_4211	NA	NA	NA	NA
MSMEG_4212	NA	NA	NA	NA
MSMEG_4213	NA	NA	NA	NA
MSMEG_4214	NA	NA	NA	NA
MSMEG_4215	-2.15	-4.3	0.0	0.0
MSMEG_4216	NA	NA	NA	NA
MSMEG_4217	NA	NA	NA	NA
MSMEG_4218	-1.7375	-3.1	-1.5333	0.0
MSMEG_4219	0.0	0.0	0.0	0.0
MSMEG_4220	NA	NA	NA	NA
MSMEG_4221	NA	NA	NA	NA
MSMEG_4222	-1.0875	-0.9	-0.8333	-1.75
MSMEG_4223	NA	NA	NA	NA
MSMEG_4224	NA	NA	NA	NA
MSMEG_4225	-1.9286	-2.7667	-1.5	-1.1
MSMEG_4226	-4.14	-2.725	-6.2667	-3.9
MSMEG_4227	NA	NA	NA	NA
MSMEG_4228	-3.5318	-2.4625	-4.475	-3.7
MSMEG_4229	NA	NA	NA	NA
MSMEG_4230	-3.1136	-3.275	-2.3375	-3.9333
MSMEG_4231	NA	NA	NA	NA
MSMEG_4232	-3.2468	-3.8125	-2.3938	-3.5533
MSMEG_4233	NA	NA	NA	NA
MSMEG_4234	NA	NA	NA	NA
MSMEG_4235	-2.6931	-1.96	-2.24	-4.0111
MSMEG_4236	-3.0833	-4.45	-2.05	-2.75
MSMEG_4237	-1.7111	-1.275	-1.7333	-2.55
MSMEG_4238	-1.7813	-2.2182	-0.6636	-2.53
MSMEG_4239	NA	NA	NA	NA
MSMEG_4240	-1.625	-3.2	-0.1	0.0
MSMEG_4241	NA	NA	NA	NA
MSMEG_4242	NA	NA	NA	NA
MSMEG_4243	NA	NA	NA	NA
MSMEG_4244	NA	NA	NA	NA
MSMEG_4245	-3.0343	-3.55	-2.8667	-2.6545
MSMEG_4246	-3.4625	-3.8875	-3.5556	-2.8571
MSMEG_4247	NA	NA	NA	NA
MSMEG_4248	-8.0	-8.0	-8.0	-8.0
MSMEG_4249	-3.1714	-2.6667	-3.75	-3.35
MSMEG_4250	NA	NA	NA	NA
MSMEG_4251	-4.2	-2.95	-6.7	-6.7
MSMEG_4252	NA	NA	NA	NA
MSMEG_4253	NA	NA	NA	NA
MSMEG_4254	NA	NA	NA	NA
MSMEG_4255	NA	NA	NA	NA
MSMEG_4256	-2.4875	-3.0909	-2.8182	-1.46
MSMEG_4257	-0.6	-1.2	0.0	0.0
MSMEG_4258	NA	NA	NA	NA
MSMEG_4259	NA	NA	NA	NA
MSMEG_4260	NA	NA	NA	NA
MSMEG_4261	-2.885	-3.1357	-3.0643	-2.3833
MSMEG_4262	NA	NA	NA	NA
MSMEG_4263	NA	NA	NA	NA
MSMEG_4264	-1.9933	-1.64	-3.05	-0.85
MSMEG_4265	NA	NA	NA	NA
MSMEG_4266	NA	NA	NA	NA
MSMEG_4267	NA	NA	NA	NA
MSMEG_4268	-2.6333	-3.95	0.0	0.0
MSMEG_4269	NA	NA	NA	NA
MSMEG_4270	-3.05	-3.3222	-3.3875	-2.3143
MSMEG_4271	NA	NA	NA	NA
MSMEG_4272	-2.9833	-2.5667	-4.75	-0.7
MSMEG_4273	NA	NA	NA	NA
MSMEG_4274	-3.1136	-4.0125	-3.0143	-2.1857
MSMEG_4275	NA	NA	NA	NA
MSMEG_4276	NA	NA	NA	NA
MSMEG_4277	NA	NA	NA	NA
MSMEG_4278	NA	NA	NA	NA
MSMEG_4279	NA	NA	NA	NA
MSMEG_4280	NA	NA	NA	NA
MSMEG_4281	NA	NA	NA	NA
MSMEG_4282	NA	NA	NA	NA
MSMEG_4283	-1.8429	-2.6667	-0.9	-2.2
MSMEG_4284	-3.2462	-4.22	-2.475	-2.8
