gene	ratio_5pTo3p	coverageRatio_5pTo3p_log2	HalfLife_5p300nt_logPhase	HalfLife_entireGene_logPhase	CDS_length	halfLifeRatio_5pVScds	halfLifeRatio_5pVScds_log2	HalfLife_entireGene_logPhase_log2	coverageRatio_5pTo3p_log2_subset
MSMEG_2081	0.81203330424657	-0.300389196434977	1.371632805	1.63	1329	0.841492518404908	-0.248977650079755	0.704871964456353	logPhase_G3
MSMEG_2084	1.09863351223218	0.13571020497357	0.671343694	0.66	381	1.01718741515152	0.0245855179361599	-0.599462070416271	logPhase_G3
MSMEG_2086	1.31083316914173	0.390484084211536	0.378326912	0.47	1107	0.804950876595745	-0.313027351727371	-1.08926733809709	logPhase_G3
MSMEG_2090	1.06909079051243	0.0963843764074668	0.554103599	0.58	897	0.955351032758621	-0.0658971626111014	-0.785875194647153	logPhase_G3
MSMEG_2091	1.10207935994308	0.140228115083283	0.473103503	0.49	486	0.965517353061224	-0.0506259061926432	-1.02914634565952	logPhase_G3
MSMEG_2106	1.16559675359651	0.221068764346962	0.603536725	0.49	633	1.23170760204082	0.300659811915411	-1.02914634565952	logPhase_G3
MSMEG_2110	1.04604031424084	0.0649384539123474	1.038223945	0.86	981	1.20723714534884	0.271709101787462	-0.217591435072627	logPhase_G3
MSMEG_2111	0.978836621438675	-0.0308600165803821	0.882790627	0.81	546	1.08986497160494	0.124149403935166	-0.3040061868901	logPhase_G3
MSMEG_2117	1.25700411779425	0.329989375861537	1.613293539	1.63	471	0.989750637423313	-0.0148630035012438	0.704871964456353	logPhase_G3
MSMEG_2118	1.17114813254231	0.227923566503572	1.196768724	1.49	786	0.80320048590604	-0.316167952822255	0.575312330687437	logPhase_G3
MSMEG_2122	1.38287566242677	0.467671446246653	0.964402082	1.08	633	0.892964890740741	-0.163324641769271	0.111031312388744	logPhase_G3
MSMEG_2123	1.37371674543663	0.458084557225937	1.341321649	1.15	999	1.16636665130435	0.222021375904341	0.20163386116965	logPhase_G3
MSMEG_2126	1.36792836607001	0.451992682985904	0.606618205	0.59	399	1.02816644915254	0.040073840337443	-0.761213140412883	logPhase_G3
MSMEG_2134	0.978968510707727	-0.030665639732991	1.012641137	1	366	1.012641137	0.0181229978340104	0	logPhase_G3
MSMEG_2135	0.953963161845755	-0.0679945385607429	0.896901206	0.93	399	0.964409898924731	-0.0522816357176334	-0.104697378666693	logPhase_G3
MSMEG_2143	1.01931079116176	0.0275940009689873	0.458361663	0.45	441	1.01858147333333	0.0265613818481827	-1.15200309344505	logPhase_G3
MSMEG_2162	1.38803857965047	0.473047667265526	0.976387691	1.27	840	0.768809205511811	-0.37930248423521	0.344828496997441	logPhase_G3
MSMEG_2163	1.0673254105091	0.0940000979559473	2.904584402	1.26	1056	2.30522571587302	1.20490801886618	0.333423733725192	logPhase_G3
MSMEG_2173	0.991143293949601	-0.0128344456230624	0.521226968	0.49	693	1.06372850612245	0.0891299808665021	-1.02914634565952	logPhase_G3
MSMEG_2176	0.942966231703573	-0.0847219870051091	0.686894061	0.69	327	0.995498639130435	-0.00650875113758139	-0.535331732996556	logPhase_G3
MSMEG_2182	1.03760919098243	0.0532631639293606	0.421890491	0.55	600	0.76707362	-0.382563047652075	-0.862496476250065	logPhase_G3
MSMEG_2197	1.0732109059958	0.101933620488297	0.402454975	0.65	828	0.6191615	-0.691612328647155	-0.62148837674627	logPhase_G3
MSMEG_2200	1.21143421647456	0.276716065422629	0.719968321	0.78	894	0.923036308974359	-0.115540695394474	-0.358453970912476	logPhase_G3
MSMEG_2201	0.732898232736768	-0.44831520937803	1.845813081	2.06	453	0.896025767475728	-0.158387873681582	1.04264433740849	logPhase_G3
MSMEG_2225	1.25694722597349	0.329924078219324	0.312299933	0.47	738	0.664467942553192	-0.589728496943726	-1.08926733809709	logPhase_G3
MSMEG_2248	0.87796944879293	-0.187757356541073	0.876334585	1.09	2250	0.803976683486239	-0.314774433167928	0.124328135002202	logPhase_G3
MSMEG_2263	1.14006732734929	0.189119026113494	0.888210277	1.53	1215	0.580529592810457	-0.784558483760836	0.613531652917927	logPhase_G3
MSMEG_2264	1.31316625522154	0.39304958218615	2.23082684	1.95	798	1.14401376410256	0.194104409881211	0.963474123974886	logPhase_G3
MSMEG_2270	0.880395806476598	-0.183775821522754	1.57905719	1.52	822	1.03885341447368	0.0549920997365378	0.604071323668861	logPhase_G3
MSMEG_2272	1.09911795899999	0.136346226807674	0.448346721	0.45	336	0.996326046666667	-0.00531015486905576	-1.15200309344505	logPhase_G3
MSMEG_2273	1.05589294671277	0.078463572314104	0.652372461	1.44	2289	0.45303643125	-1.14230102459298	0.526068811667588	logPhase_G3
MSMEG_2275	0.939091528310526	-0.0906623182601722	1.409523682	1.67	1104	0.844026156886228	-0.244640385261416	0.739848102699327	logPhase_G3
MSMEG_2276	1.17137776752938	0.228206417812162	1.284466518	1.85	1074	0.694306225945946	-0.526355986532382	0.887525270741587	logPhase_G3
MSMEG_2290	0.819661217036101	-0.286900357712084	0.466878837	0.45	660	1.03750852666667	0.0531231931623732	-1.15200309344505	logPhase_G3
MSMEG_2308	0.998070658537538	-0.00278613993280729	0.940542066	1.23	1188	0.764668346341463	-0.387093940331885	0.298658315564515	logPhase_G3
MSMEG_2309	1.15975025592083	0.213814164545731	0.400997146	0.48	738	0.835410720833333	-0.259442437149356	-1.05889368905357	logPhase_G3
MSMEG_2311	1.36818189191862	0.452260040987655	0.94773255	1.05	516	0.902602428571429	-0.147837434569576	0.070389327891398	logPhase_G3
MSMEG_2313	1.17063542073024	0.227291837068574	0.798998588	0.68	975	1.17499792352941	0.232658207244345	-0.556393348524385	logPhase_G3
MSMEG_2319	1.39878710846144	0.484176405005535	1.118353783	1.02	1074	1.09642527745098	0.132807494159947	0.0285691521967709	logPhase_G3
MSMEG_2328	1.09560612999083	0.131729243155412	0.818683129	0.92	708	0.889872966304348	-0.168328695845997	-0.120294233717712	logPhase_G3
MSMEG_2329	0.863607897825482	-0.211551657801197	0.789798808	0.85	981	0.929175068235294	-0.105977650830891	-0.234465253637023	logPhase_G3
MSMEG_2330	1.2396247556767	0.309903471375415	2.290163747	0.94	1164	2.43634441170213	1.28471809298663	-0.0892673380970874	logPhase_G3
MSMEG_2332	1.41419736144343	0.499983472697911	0.741686489	0.79	1545	0.938843656962025	-0.0910431650222353	-0.340075441597622	logPhase_G3
MSMEG_2335	0.716243069647248	-0.481478820436904	0.499421503	0.57	744	0.876178075438596	-0.190703980262736	-0.810966175609983	logPhase_G3
MSMEG_2338	0.756414309261018	-0.402751439552298	0.892379083	0.84	627	1.06235605119048	0.0872673699064399	-0.251538766995964	logPhase_G3
MSMEG_2349	1.12622176594911	0.171490938548658	0.429218322	0.79	1545	0.54331433164557	-0.880140991700529	-0.340075441597622	logPhase_G3
MSMEG_2350	0.797542226194752	-0.326367189917026	0.452936159	0.47	774	0.963693955319149	-0.0533530389353876	-1.08926733809709	logPhase_G3
MSMEG_2351	1.24932472323634	0.321148509543521	3.081031118	2.74	792	1.12446391167883	0.169237360290966	1.4541758931858	logPhase_G3
MSMEG_2357	1.29984696613461	0.378341781565495	0.462556085	0.59	1209	0.78399336440678	-0.351086651233033	-0.761213140412883	logPhase_G3
MSMEG_2358	1.19346568536564	0.255157086516461	0.92457046	0.86	1071	1.07508193023256	0.104446609429776	-0.217591435072627	logPhase_G3
MSMEG_2360	1.16567951965571	0.221171202813458	1.297633981	1	1575	1.297633981	0.375883504860705	0	logPhase_G3
MSMEG_2363	1.24121321192792	0.311750958635283	0.491718639	0.58	660	0.847790756896552	-0.238219857501431	-0.785875194647153	logPhase_G3
MSMEG_2367	1.03841378861068	0.0543814454490854	0.745655227	1.16	1512	0.642806230172414	-0.637544182994319	0.214124805352847	logPhase_G3
MSMEG_2371	0.968673299250021	-0.0459179194685496	0.359193252	0.37	390	0.970792572972973	-0.0427650236624765	-1.43440282414577	logPhase_G3
MSMEG_2373	0.99286061836099	-0.0103368940655273	1.157755168	1.1	513	1.05250469818182	0.0738266732237209	0.137503523749935	logPhase_G3
MSMEG_2379	0.716817305160494	-0.480322628016589	1.019840759	0.97	1023	1.0513822257732	0.0722872506315023	-0.0439433475875971	logPhase_G3
MSMEG_2380	0.89368934142028	-0.162154676768538	1.220504475	1.22	1236	1.00041350409836	0.000596437006015665	0.286881147788162	logPhase_G3
MSMEG_2383	1.03805176152963	0.0538783841969983	1.592894175	1.43	1461	1.11391201048951	0.155635276624113	0.516015147003665	logPhase_G3
MSMEG_2390	0.909904918056323	-0.13621229838426	0.59480312	0.82	969	0.725369658536585	-0.463211694760157	-0.286304185156641	logPhase_G3
MSMEG_2392	1.05844423651981	0.0819452638513845	0.730646988	0.55	666	1.32844906909091	0.409742917946241	-0.862496476250065	logPhase_G3
MSMEG_2394	1.03894746430644	0.0551227043857093	0.739052781	0.84	1110	0.879824739285714	-0.184711926757057	-0.251538766995964	logPhase_G3
MSMEG_2398	1.39791223669539	0.483273788711326	0.737847649	1.39	1014	0.53082564676259	-0.913690018897882	0.475084882948783	logPhase_G3
MSMEG_2408	0.810903838920433	-0.302397252378243	1.973365208	3.09	843	0.638629517152104	-0.646948859760699	1.62760683812965	logPhase_G3
MSMEG_2409	1.36478047138409	0.448668908422634	0.771260909	0.74	1053	1.04224447162162	0.0596937196778698	-0.434402824145775	logPhase_G3
MSMEG_2410	0.774424037654675	-0.368804361196626	0.392780691	0.48	729	0.81829310625	-0.289310396963405	-1.05889368905357	logPhase_G3
MSMEG_2412	0.781777066988109	-0.355170830326408	0.753005298	1.23	3384	0.612199429268293	-0.707926394994996	0.298658315564515	logPhase_G3
MSMEG_2416	0.7192775894557	-0.475379440156667	0.928749439	0.85	738	1.09264639882353	0.127826592958458	-0.234465253637023	logPhase_G3
MSMEG_2421	0.787920493387828	-0.343878035741378	0.805985788	0.76	420	1.06050761578947	0.0847549812854928	-0.395928676331139	logPhase_G3
MSMEG_2426	0.872262274949738	-0.197166099934599	3.22404833	3.25	339	0.992014870769231	-0.0115663474362804	1.70043971814109	logPhase_G3
MSMEG_2433	1.11120541695035	0.152125537358828	0.892259648	0.74	891	1.20575628108108	0.26993832547275	-0.434402824145775	logPhase_G3
MSMEG_2434	0.882458048888465	-0.180400399052145	0.717926628	0.75	435	0.957235504	-0.0630541872558162	-0.415037499278844	logPhase_G3
MSMEG_2435	1.19706018280545	0.259495686326812	0.70008401	0.69	471	1.01461450724638	0.0209316937925868	-0.535331732996556	logPhase_G3
MSMEG_2437	1.03765129903657	0.053321709910638	1.22167247	1.24	522	0.985219733870968	-0.0214825696970017	0.31034012061215	logPhase_G3
MSMEG_2439	1.13570135262191	0.183583509370667	0.683161215	0.65	945	1.05101725384615	0.0717863532524829	-0.62148837674627	logPhase_G3
MSMEG_2440	0.971090854468891	-0.0423218155561059	0.570594804	0.57	342	1.00104351578947	0.00150469010709059	-0.810966175609983	logPhase_G3
MSMEG_2443	0.997782668015716	-0.00320248565822884	1.240925731	1.25	306	0.9927405848	-0.0105113216626866	0.321928094887362	logPhase_G3
MSMEG_2447	1.18285883387518	0.242277908149022	1.508257711	1.25	1617	1.2066061688	0.270954863305352	0.321928094887362	logPhase_G3
MSMEG_2449	1.37156587756914	0.455823917818567	8.827238335	5.51	1494	1.60203962522686	0.679909832148176	2.46205231879643	logPhase_G3
MSMEG_2453	1.18551510641465	0.245514046464492	0.653480875	0.6	735	1.08913479166667	0.123182513499392	-0.736965594166206	logPhase_G3
MSMEG_2454	0.912441164226019	-0.132196560463194	0.944628997	1.06	462	0.891159431132075	-0.166244537519972	0.0840642647884746	logPhase_G3
MSMEG_2456	1.24976507748885	0.321656932172207	0.96316358	0.86	999	1.11995765116279	0.163444180843119	-0.217591435072627	logPhase_G3
MSMEG_2470	0.915652567648848	-0.127127804438826	1.058641158	0.88	810	1.20300131590909	0.26663822061414	-0.184424571137427	logPhase_G3
MSMEG_2498	1.0333792609736	0.0473698355264979	2.287980476	0.77	501	2.97140321558442	1.57114439031406	-0.377069649079823	logPhase_G3
MSMEG_2511	0.894992916819522	-0.160051830286766	0.789120657	0.88	873	0.896728019318182	-0.157257617748118	-0.184424571137427	logPhase_G3
MSMEG_2515	1.06581687308604	0.0919595778848773	0.567129192	0.62	903	0.914724503225806	-0.128590797039411	-0.689659879387849	logPhase_G3
MSMEG_2529	1.22369494534986	0.291243953714612	1.26443564	1	954	1.26443564	0.33849360543462	0	logPhase_G3
MSMEG_2540	0.885286721058406	-0.175783313074206	0.90989051	0.74	747	1.22958177027027	0.298167680961395	-0.434402824145775	logPhase_G3
MSMEG_2541	1.06966569085067	0.0971599727824432	0.682788051	0.68	558	1.004100075	0.00590306461854284	-0.556393348524385	logPhase_G3
MSMEG_2545	1.14585130002218	0.196419834112316	0.468728028	0.61	1119	0.768406603278689	-0.380058178074858	-0.713118852211838	logPhase_G3
MSMEG_2546	1.39996301731408	0.485388716140025	0.559659727	0.54	714	1.03640690185185	0.0515905281511821	-0.888968687611256	logPhase_G3
MSMEG_2553	1.09351462597308	0.128972516844826	0.433946162	0.43	549	1.00917712093023	0.0131794044365145	-1.21759143507263	logPhase_G3
MSMEG_2585	1.07518457118182	0.104584340811919	0.915978592	0.9	588	1.01775399111111	0.0253888790017923	-0.15200309344505	logPhase_G3
MSMEG_2592	0.753722365603467	-0.407894891722315	1.476959433	1.17	564	1.26235848974359	0.336121670963306	0.22650852980868	logPhase_G3
MSMEG_2593	0.982461103722323	-0.0255278036257598	0.844791658	1.49	1830	0.566974267114094	-0.818644836879204	0.575312330687437	logPhase_G3
MSMEG_2607	1.34990413328298	0.432856954425584	0.865526096	0.91	687	0.951127578021978	-0.0722892271611061	-0.136061549576028	logPhase_G3
MSMEG_2608	0.989748100169718	-0.0148667018952961	0.797590517	0.78	339	1.0225519448718	0.0321741328544986	-0.358453970912476	logPhase_G3
MSMEG_2613	0.928346042990197	-0.107265421593826	0.611085083	0.71	1533	0.860683215492958	-0.216445760323814	-0.494109070270043	logPhase_G3
MSMEG_2614	1.20169090309793	0.265065856187313	0.578659054	0.62	474	0.93332105483871	-0.0995546530935825	-0.689659879387849	logPhase_G3
MSMEG_2619	1.20639552006053	0.270702976293433	0.52111832	0.6	1548	0.868530533333333	-0.203351526879414	-0.736965594166206	logPhase_G3
MSMEG_2622	1.20631138304377	0.27060235565301	1.035393191	0.96	474	1.07853457395833	0.109072424879212	-0.0588936890535686	logPhase_G3
MSMEG_2625	0.85487715079072	-0.22621098094614	0.625397388	0.83	1032	0.753490828915663	-0.408338142664016	-0.2688167584278	logPhase_G3
MSMEG_2629	1.27039024619963	0.345271740914161	1.505298112	1.78	471	0.845673096629213	-0.241828011938366	0.831877241191673	logPhase_G3
MSMEG_2643	1.003471308035	0.00499936672804447	0.806961697	0.86	564	0.938327554651163	-0.091836463213287	-0.217591435072627	logPhase_G3
MSMEG_2645	1.32754874205953	0.408764831753816	0.709161181	0.59	585	1.20196810338983	0.265398611779644	-0.761213140412883	logPhase_G3
MSMEG_2648	1.13873919065716	0.187437359485661	0.676712082	0.8	666	0.8458901025	-0.241457853382651	-0.321928094887362	logPhase_G3
MSMEG_2655	1.10577160783682	0.145053434155576	0.554974887	0.56	408	0.991026583928571	-0.0130043371854712	-0.83650126771712	logPhase_G3
MSMEG_2668	0.882756213287861	-0.179913024444216	0.700949787	0.78	462	0.898653573076923	-0.154163024447608	-0.358453970912476	logPhase_G3
MSMEG_2669	0.882938333943157	-0.179615414002384	2.612216466	3.05	750	0.856464415081967	-0.223534789326806	1.60880924267552	logPhase_G3
MSMEG_2682	0.78625145309725	-0.34693731660067	0.67191507	0.49	789	1.37125524489796	0.455497138786211	-1.02914634565952	logPhase_G3
MSMEG_2685	1.25967154525794	0.333047605311871	0.440548042	0.83	1677	0.530780773493976	-0.913811982067851	-0.2688167584278	logPhase_G3
MSMEG_2687	0.993999534736883	-0.00868291838445789	1.356637348	1.03	828	1.31712363883495	0.397390778215392	0.0426443374084937	logPhase_G3
MSMEG_2688	1.0089122635019	0.012800721010951	1.393372193	1.39	315	1.0024260381295	0.00349579442565913	0.475084882948783	logPhase_G3
MSMEG_2691	1.2479472401438	0.319556942219488	0.469832818	0.53	546	0.88647701509434	-0.173844870011907	-0.915935735211525	logPhase_G3
MSMEG_2692	0.98218108144213	-0.0259390609638739	1.930005147	1.51	606	1.27814910397351	0.354056145373817	0.594548549550354	logPhase_G3
MSMEG_2694	0.944617985809773	-0.0821970897910761	0.472422346	0.47	339	1.00515392765957	0.0074164503260771	-1.08926733809709	logPhase_G3
MSMEG_2695	1.11212302467048	0.153316389918176	0.879907316	0.97	840	0.907120944329897	-0.140633180128541	-0.0439433475875971	logPhase_G3
MSMEG_2697	0.982234351243062	-0.0258608167428457	0.889429135	0.95	408	0.936241194736842	-0.0950478496676192	-0.0740005814437769	logPhase_G3
MSMEG_2698	0.800427429785155	-0.321157487192748	0.965872505	1.11	429	0.87015540990991	-0.200655005324563	0.150559676575381	logPhase_G3
MSMEG_2723	0.79002984211089	-0.340020945075786	1.775042897	1.93	1050	0.919711345595855	-0.120746957218934	0.948600847493356	logPhase_G3
MSMEG_2724	1.15373804562949	0.206315699571678	1.405114617	1.24	567	1.13315694919355	0.180347697117404	0.31034012061215	logPhase_G3
MSMEG_2727	0.73484715993971	-0.44448387830759	3.007518797	1.75	822	1.71858216971429	0.781218832219538	0.807354922057604	logPhase_G3
MSMEG_2728	0.888597344260205	-0.170398265297669	0.381565308	0.5	786	0.763130616	-0.389998087725193	-1	logPhase_G3
MSMEG_2731	0.796246024300368	-0.328713830955112	0.791650724	0.93	1365	0.851237337634409	-0.232366662048015	-0.104697378666693	logPhase_G3
MSMEG_2734	1.35088230627045	0.433901987353183	1.98780811	1.21	909	1.64281661983471	0.716171447774038	0.27500704749987	logPhase_G3
MSMEG_2735	1.18084745623498	0.239822607116562	0.814011857	1.09	876	0.746799868807339	-0.42120642076596	0.124328135002202	logPhase_G3
MSMEG_2742	1.06969013846202	0.0971929457429801	2.301760847	1.54	558	1.49464990064935	0.579807594291697	0.622930350920177	logPhase_G3
MSMEG_2743	1.16123590535792	0.21566108582762	0.507755972	0.54	453	0.940288837037037	-0.0888241043172254	-0.888968687611256	logPhase_G3
MSMEG_2744	1.01054526023326	0.0151339384933088	0.482720336	0.73	690	0.661260734246575	-0.596708858199667	-0.454031630894707	logPhase_G3
MSMEG_2750	0.937353608927282	-0.0933346995015253	0.610568948	0.69	693	0.884882533333333	-0.176442142319192	-0.535331732996556	logPhase_G3
MSMEG_2753	0.778536851229578	-0.361162765502272	0.748334955	0.67	429	1.11691784328358	0.159523069933608	-0.577766999316952	logPhase_G3
MSMEG_2761	1.38524406253559	0.470140183342665	0.693994633	0.81	651	0.856783497530864	-0.222997402217104	-0.3040061868901	logPhase_G3
MSMEG_2763	0.9923526482653	-0.0110751985754618	0.471553533	0.47	303	1.0033053893617	0.00476080501062253	-1.08926733809709	logPhase_G3
MSMEG_2764	1.15681601383703	0.210159428808441	0.429482545	0.44	480	0.976096693181818	-0.0349040251071723	-1.18442457113743	logPhase_G3
MSMEG_2765	1.39297025797807	0.478164454546762	0.897129187	0.89	465	1.00801032247191	0.0115104127493205	-0.168122758808327	logPhase_G3
MSMEG_2766	0.997214931110567	-0.00402361069623099	0.795566045	1.09	795	0.729877105504587	-0.454274527065673	0.124328135002202	logPhase_G3
MSMEG_2768	1.01506386841095	0.0215705054802631	0.379228397	0.37	372	1.02494161351351	0.035541727980786	-1.43440282414577	logPhase_G3
MSMEG_2769	1.20094697662669	0.264172455584416	0.601043239	0.69	669	0.871077157971015	-0.199127579861187	-0.535331732996556	logPhase_G3
MSMEG_2771	1.15262550874009	0.20492385345566	0.626265578	0.59	675	1.06146708135593	0.0860596304981608	-0.761213140412883	logPhase_G3
MSMEG_2772	1.326100430684	0.407190040430182	0.706364343	0.65	1995	1.08671437384615	0.119972799993302	-0.62148837674627	logPhase_G3
MSMEG_2776	1.26055335352091	0.334057182243298	0.474567155	0.83	1917	0.571767656626506	-0.806499082026225	-0.2688167584278	logPhase_G3
MSMEG_2779	1.00390134595166	0.00561750165981161	0.609273137	0.6	582	1.01545522833333	0.0221266322629317	-0.736965594166206	logPhase_G3
MSMEG_2780	0.867531740909161	-0.205011551473684	0.647969157	1.21	1062	0.5355117	-0.901009999188054	0.27500704749987	logPhase_G3
MSMEG_2782	1.39307542957835	0.478273376340048	0.677208546	0.71	696	0.953814853521127	-0.0682188452496468	-0.494109070270043	logPhase_G3
MSMEG_2783	0.999557152634492	-0.00063903520606371	0.689980336	0.69	312	0.999971501449275	-4.11153036689989e-05	-0.535331732996556	logPhase_G3
MSMEG_2784	1.09390718581544	0.129490335713457	0.639011662	0.63	414	1.01430422539683	0.0204904320683855	-0.666576266274808	logPhase_G3
MSMEG_2788	1.19334889588091	0.255015901179388	0.595421211	0.55	1038	1.08258402	0.114478997731141	-0.862496476250065	logPhase_G3
MSMEG_2790	1.21535489841561	0.281377659856025	0.914913083	0.79	525	1.15811782658228	0.211782040182407	-0.340075441597622	logPhase_G3
MSMEG_2802	1.03040529443655	0.0432119114511673	1.462344626	1.34	414	1.09130195970149	0.126050345922595	0.422233000683048	logPhase_G3
MSMEG_2806	1.05374547395661	0.0755264345226379	0.762340385	0.75	348	1.01645384666667	0.023544709332386	-0.415037499278844	logPhase_G3
MSMEG_2850	1.02264092047046	0.0322996610207771	0.839454355	0.91	423	0.922477313186813	-0.116414663991128	-0.136061549576028	logPhase_G3
MSMEG_2896	1.04302643001907	0.0607757158388209	0.64871878	0.66	864	0.982907242424242	-0.0248728199377147	-0.599462070416271	logPhase_G3
MSMEG_2898	0.975174760913677	-0.0362673077067957	0.534950071	0.7	555	0.764214387142857	-0.387950676678627	-0.514573172829758	logPhase_G3
MSMEG_2900	1.13079797770574	0.177341208199918	1.542409655	1.88	861	0.820430667553191	-0.285546674376301	0.910732661902913	logPhase_G3
MSMEG_2901	1.39811246803234	0.483480419759228	0.786128206	0.84	564	0.935866911904762	-0.0956247137824753	-0.251538766995964	logPhase_G3
MSMEG_2902	1.00808220085613	0.0116132836119477	0.944183046	0.9	744	1.04909227333333	0.0691415763192062	-0.15200309344505	logPhase_G3
MSMEG_2930	1.19478997852839	0.256757042001364	0.654900291	0.65	432	1.00753890923077	0.0108355539595598	-0.62148837674627	logPhase_G3
MSMEG_2931	0.983677003100124	-0.0237434200973499	0.43956366	0.63	2055	0.697720095238095	-0.519279709170029	-0.666576266274808	logPhase_G3
MSMEG_2932	1.37033286235997	0.45452637533707	0.576560351	0.55	618	1.04829154727273	0.068040010109415	-0.862496476250065	logPhase_G3
MSMEG_2936	1.1641738342531	0.219306497326956	1.765904174	1.62	1056	1.09006430493827	0.124413244799528	0.6959938131099	logPhase_G3
MSMEG_2937	1.23861983350229	0.308733452626425	2.320544554	2.54	912	0.913600218110236	-0.130365099761783	1.34482849699744	logPhase_G3
MSMEG_2938	1.06901471099677	0.0962817065065337	1.765610943	2.75	852	0.642040342909091	-0.63926414226525	1.4594316186373	logPhase_G3
MSMEG_2939	1.00866695897545	0.0124499049224263	1.421959799	1.46	582	0.973945067808219	-0.0380876907887341	0.545968369105292	logPhase_G3
MSMEG_2941	0.772250652787949	-0.372858909515461	2.771874711	2.84	651	0.976012222183099	-0.035028880733893	1.50589092972996	logPhase_G3
MSMEG_2943	1.13392994133219	0.181331507639123	0.529717131	0.57	558	0.9293283	-0.105739753271675	-0.810966175609983	logPhase_G3
MSMEG_2944	0.879185344660735	-0.185760757009568	0.911826388	0.98	588	0.930435089795918	-0.104022588231059	-0.0291463456595165	logPhase_G3
MSMEG_2945	1.11115837105147	0.152064455653498	0.817612144	0.75	1056	1.09014952533333	0.124526029187641	-0.415037499278844	logPhase_G3
MSMEG_2946	1.09937335531488	0.136681419397435	0.572170447	0.59	387	0.969780418644068	-0.0442699710874358	-0.761213140412883	logPhase_G3
MSMEG_2953	0.986440271576766	-0.0196963956959713	3.769148915	3.78	321	0.997129342592593	-0.00414743899623238	1.91838623444635	logPhase_G3
MSMEG_2960	0.938453639317243	-0.0916426188553578	0.605258835	0.6	324	1.008764725	0.0125897327639515	-0.736965594166206	logPhase_G3
MSMEG_2961	1.37256604693395	0.456875572393676	0.689377837	0.78	1863	0.88381773974359	-0.178179206128659	-0.358453970912476	logPhase_G3
MSMEG_2962	1.20940618028335	0.274298856552375	0.78622386	1.11	1269	0.708309783783784	-0.497547624717593	0.150559676575381	logPhase_G3
MSMEG_2974	1.16478239988682	0.220060461380838	1.779623313	1.77	864	1.0054369	0.00782254269387279	0.823749360308273	logPhase_G3
MSMEG_2976	1.35238392375746	0.435504771644695	0.583118713	0.96	1281	0.607415326041667	-0.719244784463384	-0.0588936890535686	logPhase_G3
MSMEG_3003	0.888384577304786	-0.170743747521421	0.649906305	0.75	1797	0.86654174	-0.206658851398425	-0.415037499278844	logPhase_G3
MSMEG_3004	0.958636241275254	-0.0609446127650871	0.471456666	0.47	456	1.0030992893617	0.00446441470399487	-1.08926733809709	logPhase_G3
MSMEG_3014	1.38929726171992	0.474355319352054	0.481943195	0.48	381	1.00404832291667	0.00582870510001908	-1.05889368905357	logPhase_G3
MSMEG_3017	1.18273444767322	0.242126190304461	1.149755677	0.84	2715	1.36875675833333	0.452866088140232	-0.251538766995964	logPhase_G3
MSMEG_3024	0.987914919976828	-0.0175412937786095	0.643652513	0.68	390	0.946547813235294	-0.0792527118583106	-0.556393348524385	logPhase_G3
MSMEG_3035	1.19781002279204	0.260399109370723	0.817951305	0.86	564	0.951106168604651	-0.0723217018874763	-0.217591435072627	logPhase_G3
MSMEG_3043	0.781774577812095	-0.355175423870731	0.489775928	0.78	957	0.627917856410256	-0.671352255357697	-0.358453970912476	logPhase_G3
MSMEG_3044	1.0292130025948	0.041541588632609	0.776073291	0.83	1335	0.935028061445783	-0.0969184320248695	-0.2688167584278	logPhase_G3
MSMEG_3045	0.948055153544114	-0.0769571038756074	1.908457648	1.93	501	0.988838159585492	-0.0161936765009722	0.948600847493356	logPhase_G3
MSMEG_3048	1.26136160781509	0.334981927541847	2.464080165	3.65	831	0.675090456164384	-0.566847271366242	1.86789646399265	logPhase_G3
MSMEG_3050	0.965241736562555	-0.0510377965839977	3.573935797	3.58	318	0.998306088547486	-0.00244586978099482	1.83995958748953	logPhase_G3
MSMEG_3053	1.05532415574839	0.0776862084679034	0.707188572	0.72	324	0.98220635	-0.0259019452477499	-0.473931188332412	logPhase_G3
MSMEG_3055	0.761103927607922	-0.393834629847981	0.819469023	0.93	1200	0.881149487096774	-0.182541301623144	-0.104697378666693	logPhase_G3
MSMEG_3057	0.850250013845213	-0.234040970461838	1.352278106	1.49	741	0.907569198657718	-0.139920447641999	0.575312330687437	logPhase_G3
MSMEG_3059	1.12845985818687	0.174355099588896	2.141106356	2.64	948	0.811025134848485	-0.302181468534392	1.40053792958373	logPhase_G3
MSMEG_3064	1.01425087221441	0.0204145432036502	0.818018215	0.81	939	1.0098990308642	0.0142110603501906	-0.3040061868901	logPhase_G3
MSMEG_3066	1.35558280523102	0.438913242314255	0.886785003	0.9	678	0.98531667	-0.0213406293882858	-0.15200309344505	logPhase_G3
MSMEG_3070	0.713012412162826	-0.488000903477818	0.900211936	0.9	711	1.00023548444444	0.000339692245656321	-0.15200309344505	logPhase_G3
MSMEG_3073	1.40175295609269	0.487232112241014	0.658733632	0.66	477	0.998081260606061	-0.00277081489513445	-0.599462070416271	logPhase_G3
MSMEG_3074	1.08487831875305	0.117533237346199	0.696084525	0.69	474	1.00881815217391	0.0126661401519632	-0.535331732996556	logPhase_G3
MSMEG_3082	1.20740284569953	0.271907106521488	1.869504159	1.86	393	1.00510976290323	0.00735305936371158	0.895302621333307	logPhase_G3
