gene	ratio_5pTo3p	coverageRatio_5pTo3p_log2	HalfLife_5p300nt_hypoxia	HalfLife_entireGene_hypoxia	CDS_length	halfLifeRatio_5pVScds	halfLifeRatio_5pVScds_log2	HalfLife_entireGene_hypoxia_log2	coverageRatio_5pTo3p_log2_subset
MSMEG_6092	0.865992040620142	-0.207574329762867	15.50965278	16.04	345	0.966935958852868	-0.0485077531737831	4.0036022366802	hypoxia_G3
MSMEG_6104	0.885139294803397	-0.176023584201702	51.13675627	109.7	612	0.466150923154056	-1.10113097083508	6.77741971551583	hypoxia_G3
MSMEG_6110	0.762507043110973	-0.391177431404024	20.54439564	17.96	576	1.14389730734967	0.193957540903543	4.16671544496642	hypoxia_G3
MSMEG_6127	0.959436374890122	-0.0597409577465557	15.17547497	15.37	360	0.987343849707222	-0.0183754936126358	3.94204525991605	hypoxia_G3
MSMEG_6129	1.27079256705245	0.345728556772534	14.92647702	14.35	447	1.04017261463415	0.0568229606860581	3.84297883178833	hypoxia_G3
MSMEG_6158	1.38018826748179	0.46486507427631	21.97410619	19.85	594	1.10700786851385	0.146665476704444	4.3110671022556	hypoxia_G3
MSMEG_6182	0.993096756837414	-0.00999380935005471	11.63558602	14.08	510	0.826391052556818	-0.275103460846282	3.81557542886257	hypoxia_G3
MSMEG_6189	0.792194558293655	-0.336073303705069	11.80037173	15.52	675	0.760333230025773	-0.395296250092125	3.9560566524124	hypoxia_G3
MSMEG_6212	0.744519352660209	-0.425618744905993	17.13037864	17.15	585	0.998855897376093	-0.00165153612543962	4.10013667128545	hypoxia_G3
MSMEG_6253	0.761597875049469	-0.392898641530202	12.70492898	13.47	465	0.943201854491462	-0.0843615399888916	3.75167794568758	hypoxia_G3
MSMEG_6275	1.00682479374392	0.0098126493935839	17.93050717	15.76	1014	1.13772253616751	0.186148761069317	3.97819562968165	hypoxia_G3
MSMEG_6281	0.816902197809052	-0.291764730325378	11.08652987	12.9	786	0.859420920155039	-0.218563199045483	3.68929916053589	hypoxia_G3
MSMEG_6282	1.04554147182625	0.0642502881459846	15.92086422	17.19	438	0.926170111692845	-0.110650894106025	4.10349763970334	hypoxia_G3
MSMEG_6292	1.28718661594979	0.364221230239211	23.02641815	24.33	474	0.946420803534731	-0.0794463085865385	4.6046644151637	hypoxia_G3
MSMEG_6329	1.27806067397431	0.353956327649578	25.84932097	21.23	603	1.21758459585492	0.284022011963055	4.40803246613065	hypoxia_G3
MSMEG_6351	1.01700134675754	0.0243215896763777	9.881862776	16.12	1086	0.613018782630273	-0.705996816742242	4.01077983875324	hypoxia_G3
MSMEG_6352	1.33073124996141	0.412219238795231	15.71191983	18.67	474	0.84155971237279	-0.248862454125024	4.22265002245148	hypoxia_G3
MSMEG_6354	1.19360344504522	0.255323604699155	23.08588226	29.29	720	0.788183074769546	-0.343397325122618	4.87233628810464	hypoxia_G3
MSMEG_6395	0.940422220931357	-0.0886194665209226	19.98925503	19.02	474	1.0509597807571	0.0717074597734186	4.24944534108584	hypoxia_G3
MSMEG_6399	1.20849544797035	0.273212038926443	8.640754782	11.55	1014	0.748117297142857	-0.418663607208514	3.5298209465287	hypoxia_G3
MSMEG_6406	1.2606965065863	0.334221010684907	13.15116534	17.76	1611	0.740493543918919	-0.433440937626801	4.15055967657538	hypoxia_G3
MSMEG_6409	1.03272790061248	0.046460188232849	12.26763334	15.88	792	0.772520991183879	-0.372353959973341	3.98913900736823	hypoxia_G3
MSMEG_6414	1.1587813854325	0.212608414574325	7.801234844	15.48	1452	0.503955739276486	-0.988631062611199	3.95233356636969	hypoxia_G3
MSMEG_6425	0.960681625753062	-0.0578697003593644	19.25790557	19.59	342	0.983047757529352	-0.0246665889246336	4.29204549249286	hypoxia_G3
MSMEG_6428	0.875998985122043	-0.190998896476717	33.20221946	30.13	534	1.10196546498506	0.140079011317876	4.91312876781974	hypoxia_G3
MSMEG_6431	0.724096715189046	-0.465745688732354	19.71907717	17.53	429	1.12487605077011	0.169766040739205	4.13175409098481	hypoxia_G3
MSMEG_6432	0.81858202636564	-0.288801105064383	18.11618842	19.56	462	0.92618550204499	-0.110626920756034	4.28983446517751	hypoxia_G3
MSMEG_6477	0.747008068681428	-0.420804268761986	22.93870269	21.59	516	1.06246886012043	0.0874205579485166	4.43229133824778	hypoxia_G3
MSMEG_6512	0.735474714062333	-0.443252353031956	26.37070239	36.25	1110	0.727467652137931	-0.459044996883975	5.17990909001493	hypoxia_G3
MSMEG_6541	1.0622914930698	0.0871796963712919	16.37079607	17.21	351	0.951237424171993	-0.0721226192852455	4.10517519226548	hypoxia_G3
MSMEG_6559	0.97643041963089	-0.0344108534686133	13.69353217	13.65	306	1.00318916996337	0.00459367856710688	3.77082904603249	hypoxia_G3
MSMEG_6571	0.928371989247461	-0.107225100407693	16.58692821	13.68	543	1.21249475219298	0.277978503174781	3.77399632511117	hypoxia_G3
MSMEG_6630	0.952290717301696	-0.0705260251537417	25.5225219	25.25	351	1.01079294653465	0.0154875020872714	4.65821148275179	hypoxia_G3
MSMEG_6663	0.743063231092264	-0.428443112519448	34.54267265	27.5	744	1.25609718727273	0.32894809334738	4.78135971352466	hypoxia_G3
MSMEG_6678	1.2284065268998	0.296788082927045	28.53225945	28.6	486	0.997631449300699	-0.00342114953232735	4.83794324189103	hypoxia_G3
MSMEG_6739	0.730628395829717	-0.452790269839739	11.20450064	15.29	447	0.732799257030739	-0.448510054168952	3.93451650158608	hypoxia_G3
MSMEG_6756	0.817342029786185	-0.29098817145267	17.99144191	25.41	1518	0.708045726485636	-0.49808556050589	4.66732447027863	hypoxia_G3
MSMEG_6758	1.28668390895408	0.363657679825991	25.62317012	24.01	816	1.06718742690546	0.0938135745886586	4.58556349845569	hypoxia_G3
MSMEG_6759	0.879089464125815	-0.185918100300494	56.04315154	83.6	1518	0.670372626076555	-0.576964855500908	6.38543103719352	hypoxia_G3
MSMEG_6815	1.28328931922693	0.359846464549782	15.242786	15.23	786	1.00083952724885	0.00121067367291731	3.92884403671257	hypoxia_G3
MSMEG_6920	1.09815192461966	0.135077658836103	19.95631186	20.41	369	0.977771281724645	-0.032431062543849	4.35120427725799	hypoxia_G3
MSMEG_6921	0.731822620014662	-0.450434086044701	10.89215944	12.08	606	0.90166882781457	-0.149330448768557	3.59454854955035	hypoxia_G3
MSMEG_6933	0.823475176626153	-0.280202933822339	24.5753737	29.23	936	0.840758593910366	-0.250236474387362	4.86937792403133	hypoxia_G3
MSMEG_6934	0.995259181450146	-0.0068558193805892	44.22780641	44.24	333	0.999724376356239	-0.000397695673689593	5.46727948045998	hypoxia_G3
MSMEG_6935	1.10375447966884	0.142419293169695	16.32689083	16.88	1191	0.967232869075829	-0.0480648229564875	4.07724299893246	hypoxia_G3
VBIMycSme59918_1007	0.827997831809105	-0.272301104991683	16.60197878	17.5	363	0.948684501714286	-0.0759997162711441	4.12928301694497	hypoxia_G3
VBIMycSme59918_1027	0.837438651624574	-0.255944588296815	9.639809809	20.06	1671	0.480548843918245	-1.05724501810829	4.32624970083746	hypoxia_G3
VBIMycSme59918_2265	0.807571261607095	-0.308338523339613	15.86866653	16.34	363	0.971154622399021	-0.0422270822407815	4.03033607837096	hypoxia_G3
VBIMycSme59918_2285	0.821390733745112	-0.283859422777821	8.903052972	19.71	1689	0.451702332420091	-1.14655573156088	4.30085587126876	hypoxia_G3
VBIMycSme59918_3265	1.20969421224797	0.274642407642867	25.00309723	21.97	573	1.1380563145198	0.18657194838992	4.45746296464855	hypoxia_G3
VBIMycSme59918_3280	0.904701516658891	-0.144486204862067	31.26129467	28.67	420	1.09038349040809	0.124835623449185	4.8414699994658	hypoxia_G3
VBIMycSme59918_3690	1.11426599260053	0.156093667506456	39.06662443	52.18	1155	0.748689621119203	-0.417560339989983	5.70542503904273	hypoxia_G3
ORF24	1.31925168695775	0.399719828339841	57.42171334	69	732	0.832198744057971	-0.264999983797053	6.10852445677817	hypoxia_G3
ORF32	0.824613815738449	-0.278209462268741	13.96115194	14.08	438	0.991559086647727	-0.0122293501954394	3.81557542886257	hypoxia_G3
