 	CDS_length
MSMEG_2531	693
MSMEG_2532	576
MSMEG_2533	306
MSMEG_2534	864
MSMEG_2535	768
MSMEG_2536	756
MSMEG_2537	1392
MSMEG_2538	429
MSMEG_2539	681
MSMEG_2540	747
MSMEG_2541	558
MSMEG_2542	915
MSMEG_2543	879
MSMEG_2544	894
MSMEG_2545	1119
MSMEG_2546	714
MSMEG_2547	1002
MSMEG_2548	777
MSMEG_2549	1329
MSMEG_2550	1065
MSMEG_2551	126
MSMEG_2552	1485
MSMEG_2553	549
MSMEG_2554	1140
MSMEG_2555	414
MSMEG_2556	2250
MSMEG_2557	549
MSMEG_2558	1257
MSMEG_2559	192
MSMEG_2560	819
MSMEG_2561	885
MSMEG_2562	705
MSMEG_2563	1239
MSMEG_2564	969
MSMEG_2565	783
MSMEG_2566	729
MSMEG_2567	1515
MSMEG_2568	933
MSMEG_2569	975
MSMEG_2570	1422
MSMEG_2571	297
MSMEG_2572	474
MSMEG_2573	708
MSMEG_2574	567
MSMEG_2575	255
MSMEG_2576	1359
MSMEG_2577	240
MSMEG_2578	1197
MSMEG_2579	1221
MSMEG_2580	963
MSMEG_2581	813
MSMEG_2582	540
MSMEG_2583	609
MSMEG_2584	1821
MSMEG_2585	588
MSMEG_2586	387
MSMEG_2587	858
MSMEG_2588	1491
MSMEG_2589	432
MSMEG_2590	810
MSMEG_2591	657
MSMEG_2592	564
MSMEG_2593	1830
MSMEG_2594	1806
MSMEG_2595	1374
MSMEG_2596	750
MSMEG_2597	1356
MSMEG_2598	774
MSMEG_2599	735
MSMEG_2600	741
MSMEG_2601	747
MSMEG_2602	558
MSMEG_2603	1203
MSMEG_2604	405
MSMEG_2605	741
MSMEG_2606	330
MSMEG_2607	687
MSMEG_2608	339
MSMEG_2609	780
MSMEG_2610	750
MSMEG_2611	1386
MSMEG_2612	1032
MSMEG_2613	1533
MSMEG_2614	474
MSMEG_2615	1884
MSMEG_2616	453
MSMEG_2617	1377
MSMEG_2618	1209
MSMEG_2619	1548
MSMEG_2620	705
MSMEG_2621	1758
MSMEG_2622	474
MSMEG_2623	549
MSMEG_2624	546
MSMEG_2625	1032
MSMEG_2626	288
MSMEG_2627	849
MSMEG_2628	1833
MSMEG_2629	471
MSMEG_2630	1023
MSMEG_2631	1368
MSMEG_2632	621
MSMEG_2633	822
MSMEG_2634	783
MSMEG_2635	894
MSMEG_2636	1032
MSMEG_2637	1209
MSMEG_2638	1191
MSMEG_2639	825
MSMEG_2640	834
MSMEG_2641	759
MSMEG_2642	276
MSMEG_2643	564
MSMEG_2644	1674
MSMEG_2645	585
MSMEG_2646	1212
MSMEG_2647	966
MSMEG_2648	666
MSMEG_2649	912
MSMEG_2650	1215
MSMEG_2651	1158
MSMEG_2652	711
MSMEG_2653	978
MSMEG_2654	270
MSMEG_2655	408
MSMEG_2656	2292
MSMEG_2657	1305
MSMEG_2658	882
MSMEG_2659	1116
MSMEG_2660	516
MSMEG_2661	762
MSMEG_2662	297
MSMEG_2663	1737
MSMEG_2664	738
MSMEG_2665	468
MSMEG_2666	456
MSMEG_2667	921
MSMEG_2668	462
MSMEG_2669	750
MSMEG_2670	801
MSMEG_2671	465
MSMEG_2672	645
MSMEG_2673	336
MSMEG_2674	759
MSMEG_2675	1401
MSMEG_2676	327
MSMEG_2677	1308
MSMEG_2678	150
MSMEG_2679	1197
MSMEG_2680	1407
MSMEG_2681	930
MSMEG_2682	789
MSMEG_2683	753
MSMEG_2684	903
MSMEG_2685	1677
MSMEG_2686	438
MSMEG_2687	828
MSMEG_2688	315
MSMEG_2689	129
MSMEG_2690	2781
MSMEG_2691	546
MSMEG_2692	606
MSMEG_2693	489
MSMEG_2694	339
MSMEG_2695	840
MSMEG_2696	837
MSMEG_2697	408
MSMEG_2698	429
MSMEG_2699	1173
MSMEG_2700	195
MSMEG_2701	204
MSMEG_2702	1125
MSMEG_2703	285
MSMEG_2705	1074
MSMEG_2706	684
MSMEG_2707	738
MSMEG_2708	192
MSMEG_2709	153
MSMEG_2710	729
MSMEG_2711	2292
MSMEG_2712	261
MSMEG_2713	483
MSMEG_2714	120
MSMEG_2715	1326
MSMEG_2716	657
MSMEG_2717	561
MSMEG_2718	924
MSMEG_2719	1797
MSMEG_2720	1056
MSMEG_2721	780
MSMEG_2722	330
MSMEG_2723	1050
MSMEG_2724	567
MSMEG_2725	900
MSMEG_2726	681
MSMEG_2727	822
MSMEG_2728	786
MSMEG_2729	1539
MSMEG_2731	1365
MSMEG_2732	888
MSMEG_2733	687
MSMEG_2734	909
MSMEG_2735	876
MSMEG_2736	1413
MSMEG_2737	1704
MSMEG_2738	2292
MSMEG_2739	2436
MSMEG_2740	732
MSMEG_2741	129
MSMEG_2742	558
MSMEG_2743	453
MSMEG_2744	690
MSMEG_2746	1047
MSMEG_2748	1416
MSMEG_2749	1179
MSMEG_2750	693
MSMEG_2751	150
MSMEG_2752	960
MSMEG_2753	429
MSMEG_2754	237
MSMEG_2755	993
MSMEG_2756	192
MSMEG_2757	366
MSMEG_2758	1401
MSMEG_2759	126
MSMEG_2760	819
MSMEG_2761	651
MSMEG_2762	852
MSMEG_2763	303
MSMEG_2764	480
MSMEG_2765	465
MSMEG_2766	795
MSMEG_2767	702
MSMEG_2768	372
MSMEG_2769	669
MSMEG_2770	744
MSMEG_2771	675
MSMEG_2772	1995
MSMEG_2773	1194
MSMEG_2774	1080
MSMEG_2775	1296
MSMEG_2776	1917
MSMEG_2777	915
MSMEG_2778	1248
MSMEG_2779	582
MSMEG_2780	1062
MSMEG_2781	1362
MSMEG_2782	696
MSMEG_2783	312
MSMEG_2784	414
MSMEG_2785	1293
MSMEG_2786	1590
MSMEG_2787	783
MSMEG_2788	1038
MSMEG_2789	531
MSMEG_2790	525
MSMEG_2791	426
MSMEG_2792	735
MSMEG_2793	1398
MSMEG_2794	663
MSMEG_2795	1254
MSMEG_2796	1212
MSMEG_2797	933
MSMEG_2798	813
MSMEG_2799	1053
MSMEG_2800	483
MSMEG_2801	120
MSMEG_2802	414
MSMEG_2803	144
MSMEG_2804	1095
MSMEG_2805	1047
MSMEG_2806	348
MSMEG_2807	492
MSMEG_2808	876
MSMEG_2809	447
MSMEG_2810	1212
MSMEG_2811	867
MSMEG_2812	873
MSMEG_2813	1158
MSMEG_2814	855
MSMEG_2817	297
MSMEG_2818	930
MSMEG_2819	336
MSMEG_2820	1170
MSMEG_2821	861
MSMEG_2822	162
MSMEG_2823	1215
MSMEG_2824	1512
MSMEG_2825	186
MSMEG_2826	1224
MSMEG_2827	537
MSMEG_2828	1323
MSMEG_2829	702
MSMEG_2830	1368
MSMEG_2831	210
MSMEG_2832	327
MSMEG_2837	2388
MSMEG_2838	483
MSMEG_2839	2403
MSMEG_2840	699
MSMEG_2841	1446
MSMEG_2842	1296
MSMEG_2843	1356
MSMEG_2844	1614
MSMEG_2845	873
MSMEG_2846	969
MSMEG_2847	1587
MSMEG_2848	1410
MSMEG_2849	420
MSMEG_2850	423
MSMEG_2851	456
MSMEG_2852	831
MSMEG_2853	813
MSMEG_2854	846
MSMEG_2855	1188
MSMEG_2856	1032
MSMEG_2857	1077
MSMEG_2858	1458
MSMEG_2859	1191
MSMEG_2860	1488
MSMEG_2861	513
MSMEG_2862	393
MSMEG_2863	420
MSMEG_2864	678
MSMEG_2865	573
MSMEG_2866	612
MSMEG_2867	1569
MSMEG_2868	696
MSMEG_2869	1677
MSMEG_2870	1161
MSMEG_2871	279
MSMEG_2872	792
MSMEG_2873	1590
MSMEG_2874	1077
MSMEG_2875	981
MSMEG_2876	879
MSMEG_2877	498
MSMEG_2878	1002
MSMEG_2879	1152
MSMEG_2880	783
MSMEG_2881	1422
MSMEG_2882	1116
MSMEG_2883	1566
MSMEG_2884	1923
MSMEG_2885	888
MSMEG_2886	621
MSMEG_2887	387
MSMEG_2888	951
MSMEG_2889	1239
MSMEG_2890	897
MSMEG_2891	903
MSMEG_2892	1182
MSMEG_2893	1056
MSMEG_2894	1623
MSMEG_2895	795
MSMEG_2896	864
MSMEG_2897	378
MSMEG_2898	555
MSMEG_2899	696
MSMEG_2900	861
MSMEG_2901	564
MSMEG_2902	744
MSMEG_2904	393
MSMEG_2905	387
MSMEG_2906	825
MSMEG_2907	1452
MSMEG_2908	924
MSMEG_2909	1209
MSMEG_2910	708
MSMEG_2911	1350
MSMEG_2912	1377
MSMEG_2913	864
MSMEG_2914	975
MSMEG_2915	1509
MSMEG_2916	768
MSMEG_2917	708
MSMEG_2918	798
MSMEG_2919	1002
MSMEG_2920	1032
MSMEG_2921	798
MSMEG_2922	795
MSMEG_2923	801
MSMEG_2924	954
MSMEG_2925	783
MSMEG_2926	1185
MSMEG_2927	648
MSMEG_2928	1083
MSMEG_2929	630
MSMEG_2930	432
MSMEG_2931	2055
MSMEG_2932	618
MSMEG_2933	669
MSMEG_2934	915
MSMEG_2935	1161
MSMEG_2936	1056
MSMEG_2937	912
MSMEG_2938	852
MSMEG_2939	582
MSMEG_2940	756
MSMEG_2941	651
MSMEG_2942	432
MSMEG_2943	558
MSMEG_2944	588
MSMEG_2945	1056
MSMEG_2946	387
MSMEG_2947	789
MSMEG_2948	816
MSMEG_2949	2361
MSMEG_2950	819
MSMEG_2951	486
MSMEG_2952	1320
MSMEG_2953	321
MSMEG_2954	1020
MSMEG_2955	447
MSMEG_2956	3507
MSMEG_2957	642
MSMEG_2958	720
MSMEG_2959	1341
MSMEG_2960	324
MSMEG_2961	1863
MSMEG_2962	1269
MSMEG_2963	1668
MSMEG_2964	543
MSMEG_2965	2394
MSMEG_2966	1398
MSMEG_2967	612
MSMEG_2968	630
MSMEG_2969	1134
MSMEG_2970	867
MSMEG_2971	1554
MSMEG_2972	1422
MSMEG_2973	957
MSMEG_2974	864
MSMEG_2975	678
MSMEG_2976	1281
MSMEG_2977	210
MSMEG_2978	693
MSMEG_2979	813
MSMEG_2980	1128
MSMEG_2981	885
MSMEG_2982	1269
MSMEG_2983	432
MSMEG_2984	816
MSMEG_2985	1638
MSMEG_2986	1344
MSMEG_2988	900
MSMEG_2989	1035
MSMEG_2990	1020
MSMEG_2991	1284
MSMEG_2992	1263
MSMEG_2993	1140
MSMEG_2994	1230
MSMEG_2995	660
MSMEG_2996	855
MSMEG_2997	900
MSMEG_2998	537
MSMEG_2999	1626
MSMEG_3000	894
MSMEG_3001	516
MSMEG_3002	1476
MSMEG_3003	1797
MSMEG_3004	456
MSMEG_3005	948
MSMEG_3006	1278
MSMEG_3007	1506
MSMEG_3008	1719
MSMEG_3009	732
MSMEG_3010	987
MSMEG_3011	1647
MSMEG_3012	1185
MSMEG_3013	471
MSMEG_3014	381
MSMEG_3015	747
MSMEG_3016	3309
MSMEG_3017	2715
MSMEG_3018	921
MSMEG_3019	1029
MSMEG_3020	834
MSMEG_3021	1344
MSMEG_3022	306
MSMEG_3024	390
MSMEG_3025	2691
MSMEG_3026	513
MSMEG_3027	1245
MSMEG_3028	831
MSMEG_3029	444
MSMEG_3030	1200
MSMEG_3031	735
MSMEG_3032	576
MSMEG_3033	1122
MSMEG_3034	1137
MSMEG_3035	564
MSMEG_3036	483
MSMEG_3038	240
MSMEG_3039	1209
MSMEG_3040	1203
MSMEG_3041	678
MSMEG_3042	558
MSMEG_3043	957
MSMEG_3044	1335
MSMEG_3045	501
MSMEG_3046	1149
MSMEG_3047	2616
MSMEG_3048	831
MSMEG_3049	207
MSMEG_3050	318
MSMEG_3051	603
MSMEG_3052	126
MSMEG_3053	324
MSMEG_3054	1245
MSMEG_3055	1200
MSMEG_3056	996
MSMEG_3057	741
MSMEG_3058	840
MSMEG_3059	948
MSMEG_3060	744
MSMEG_3061	2001
MSMEG_3062	1809
MSMEG_3063	537
MSMEG_3064	939
MSMEG_3065	1395
MSMEG_3066	678
MSMEG_3067	1008
MSMEG_3068	186
MSMEG_3069	1683
MSMEG_3070	711
MSMEG_3071	600
MSMEG_3072	1320
MSMEG_3073	477
MSMEG_3074	474
MSMEG_3075	483
MSMEG_3076	1962
MSMEG_3077	189
MSMEG_3078	2121
MSMEG_3079	876
MSMEG_3080	1065
MSMEG_3081	966
MSMEG_3082	393
MSMEG_3083	1347
MSMEG_3084	1023
MSMEG_3085	1227
MSMEG_3086	786
MSMEG_3087	237
MSMEG_3089	696
MSMEG_3090	1002
MSMEG_3091	1548
MSMEG_3092	945
MSMEG_3093	1560
MSMEG_3094	1092
MSMEG_3095	936
MSMEG_3096	144
MSMEG_3097	2802
MSMEG_3098	372
MSMEG_3099	735
MSMEG_3100	912
MSMEG_3101	1551
MSMEG_3102	1116
MSMEG_3103	2091
MSMEG_3104	159
MSMEG_3105	927
MSMEG_3106	981
MSMEG_3107	960
MSMEG_3108	1068
MSMEG_3109	816
MSMEG_3110	864
MSMEG_3111	1329
MSMEG_3112	795
MSMEG_3113	1488
MSMEG_3114	816
MSMEG_3115	819
MSMEG_3116	750
MSMEG_3117	963
MSMEG_3118	786
MSMEG_3119	969
MSMEG_3120	1680
MSMEG_3121	846
MSMEG_3122	1434
MSMEG_3123	1212
MSMEG_3124	774
MSMEG_3125	1245
MSMEG_3126	495
MSMEG_3127	342
MSMEG_3128	1140
MSMEG_3129	591
MSMEG_3130	450
MSMEG_3131	1635
MSMEG_3132	804
MSMEG_3133	639
MSMEG_3134	1242
MSMEG_3135	396
MSMEG_3136	720
MSMEG_3137	1110
MSMEG_3138	375
MSMEG_3139	822
MSMEG_3140	1629
MSMEG_3141	198
MSMEG_3142	615
MSMEG_3143	2832
MSMEG_3144	603
MSMEG_3145	1494
MSMEG_3146	690
MSMEG_3147	1047
MSMEG_3148	948
MSMEG_3149	984
MSMEG_3150	768
MSMEG_3151	618
MSMEG_3152	1023
MSMEG_3153	876
MSMEG_3154	435
MSMEG_3155	1227
MSMEG_3156	324
MSMEG_3157	738
MSMEG_3158	1872
MSMEG_3159	2256
MSMEG_3160	978
MSMEG_3161	351
MSMEG_3162	1266
MSMEG_3163	732
MSMEG_3164	363
MSMEG_3165	702
MSMEG_3166	1323
MSMEG_3167	399
MSMEG_3168	594
MSMEG_3169	3123
MSMEG_3170	219
MSMEG_3171	489
MSMEG_3172	1392
MSMEG_3173	963
MSMEG_3174	708
MSMEG_3175	930
MSMEG_3176	915
MSMEG_3177	645
MSMEG_3178	3555
MSMEG_3179	453
MSMEG_3180	390
MSMEG_3181	402
MSMEG_3182	321
MSMEG_3183	1293
MSMEG_3184	1752
MSMEG_3186	2157
MSMEG_3187	2160
MSMEG_3188	1299
MSMEG_3189	1149
MSMEG_3190	678
MSMEG_3191	510
MSMEG_3192	762
MSMEG_3193	618
MSMEG_3194	1062
MSMEG_3195	243
MSMEG_3196	678
MSMEG_3197	1332
MSMEG_3198	666
MSMEG_3199	1092
MSMEG_3200	1596
MSMEG_3201	867
MSMEG_3202	1521
MSMEG_3203	636
MSMEG_3204	369
MSMEG_3205	1329
MSMEG_3206	1125
MSMEG_3207	621
MSMEG_3208	618
MSMEG_3209	777
MSMEG_3210	831
MSMEG_3211	786
MSMEG_3212	348
MSMEG_3213	1626
MSMEG_3214	993
MSMEG_3215	798
MSMEG_3216	465
MSMEG_3217	1575
MSMEG_3218	615
MSMEG_3219	819
MSMEG_3220	942
MSMEG_3221	789
MSMEG_3222	1851
MSMEG_3223	390
MSMEG_3224	414
MSMEG_3225	4557
MSMEG_3226	1503
MSMEG_3227	1419
MSMEG_3228	864
MSMEG_3229	795
MSMEG_3231	1530
MSMEG_3232	1053
MSMEG_3233	1464
MSMEG_3234	576
MSMEG_3235	888
MSMEG_3236	933
MSMEG_3237	786
MSMEG_3238	861
MSMEG_3239	1137
MSMEG_3240	660
MSMEG_3241	1842
MSMEG_3242	486
MSMEG_3244	1425
MSMEG_3246	627
MSMEG_3247	1164
MSMEG_3248	1038
MSMEG_3249	1215
MSMEG_3250	855
MSMEG_3251	747
MSMEG_3252	330
MSMEG_3253	888
MSMEG_3254	486
MSMEG_3255	876
MSMEG_3256	225
MSMEG_3257	1398
MSMEG_3258	135
MSMEG_3259	1221
MSMEG_3260	936
MSMEG_3261	849
MSMEG_3262	789
MSMEG_3263	1482
MSMEG_3264	1023
MSMEG_3265	1089
MSMEG_3266	1434
MSMEG_3267	954
MSMEG_3268	873
MSMEG_3269	1110
MSMEG_3270	1134
MSMEG_3271	1743
MSMEG_3272	462
MSMEG_3273	1086
MSMEG_3274	834
MSMEG_3275	627
MSMEG_3276	885
MSMEG_3277	849
MSMEG_3278	360
MSMEG_3279	822
MSMEG_3280	1194
MSMEG_3281	1269
MSMEG_3282	183
MSMEG_3283	1467
MSMEG_3284	450
MSMEG_3285	1071
MSMEG_3286	732
MSMEG_3287	864
MSMEG_3288	648
MSMEG_3289	1086
MSMEG_3290	2775
MSMEG_3291	174
MSMEG_3292	843
MSMEG_3293	174
MSMEG_3294	114
MSMEG_3295	132
MSMEG_3296	558
MSMEG_3297	1221
MSMEG_3298	591
MSMEG_3300	1086
MSMEG_3301	777
MSMEG_3302	885
MSMEG_3303	1449
MSMEG_3304	1353
MSMEG_3305	903
MSMEG_3306	945
MSMEG_3308	489
MSMEG_3309	1302
MSMEG_3310	831
MSMEG_3311	291
MSMEG_3312	558
MSMEG_3313	1191
MSMEG_3314	1176
MSMEG_3315	294
MSMEG_3316	1479
MSMEG_3317	1023
MSMEG_3318	1227
MSMEG_3319	603
MSMEG_3321	2028
MSMEG_3322	795
MSMEG_3323	534
MSMEG_3324	204
MSMEG_3325	504
MSMEG_3326	1191
MSMEG_3327	96
MSMEG_3328	402
MSMEG_3329	180
MSMEG_3330	174
MSMEG_3331	498
MSMEG_3332	759
MSMEG_3334	126
MSMEG_3335	810
MSMEG_3336	768
MSMEG_3337	267
MSMEG_3338	1119
MSMEG_3339	279
MSMEG_3340	375
MSMEG_3341	1212
MSMEG_3342	249
MSMEG_3343	1173
MSMEG_3344	1089
MSMEG_3345	696
MSMEG_3346	783
MSMEG_3347	798
MSMEG_3348	1101
MSMEG_3349	519
MSMEG_3350	1362
MSMEG_3351	297
MSMEG_3352	504
MSMEG_3353	366
MSMEG_3354	609
MSMEG_3355	888
MSMEG_3356	339
MSMEG_3357	567
MSMEG_3358	552
MSMEG_3359	456
MSMEG_3360	588
MSMEG_3361	666
MSMEG_3362	792
MSMEG_3363	603
MSMEG_3364	627
MSMEG_3365	1014
MSMEG_3366	696
MSMEG_3367	753
MSMEG_3368	138
MSMEG_3369	1299
MSMEG_3370	210
MSMEG_3372	339
MSMEG_3373	1272
MSMEG_3374	1026
MSMEG_3375	1677
MSMEG_3376	915
MSMEG_3377	684
MSMEG_3378	1173
MSMEG_3379	786
MSMEG_3380	390
MSMEG_3381	567
MSMEG_3382	351
MSMEG_3383	147
MSMEG_3384	930
MSMEG_3385	486
MSMEG_3386	1341
MSMEG_3387	1554
MSMEG_3388	1119
MSMEG_3389	1620
MSMEG_3390	774
MSMEG_3391	1197
MSMEG_3392	1134
MSMEG_3393	984
MSMEG_3394	420
MSMEG_3395	777
MSMEG_3396	759
MSMEG_3397	1332
MSMEG_3398	1323
MSMEG_3400	2226
MSMEG_3401	798
MSMEG_3402	1362
MSMEG_3403	1002
MSMEG_3404	1239
MSMEG_3405	1452
MSMEG_3406	594
MSMEG_3407	1218
MSMEG_3408	594
MSMEG_3409	954
MSMEG_3410	582
MSMEG_3411	438
MSMEG_3412	867
MSMEG_3414	1116
MSMEG_3415	486
MSMEG_3416	867
MSMEG_3417	504
MSMEG_3418	429
MSMEG_3419	963
MSMEG_3420	771
MSMEG_3421	1425
MSMEG_3422	1032
MSMEG_3423	783
MSMEG_3424	855
MSMEG_3425	615
MSMEG_3426	852
MSMEG_3427	918
MSMEG_3428	375
MSMEG_3429	1128
MSMEG_3430	606
MSMEG_3431	303
MSMEG_3432	1470
MSMEG_3433	1512
MSMEG_3434	642
MSMEG_3435	393
MSMEG_3436	579
MSMEG_3437	1353
MSMEG_3438	171
MSMEG_3439	156
MSMEG_3440	1377
MSMEG_3441	507
MSMEG_3442	807
MSMEG_3443	159
MSMEG_3444	1500
MSMEG_3445	1014
MSMEG_3446	147
MSMEG_3447	645
MSMEG_3448	1182
MSMEG_3449	648
MSMEG_3450	696
MSMEG_3451	852
MSMEG_3452	579
MSMEG_3453	129
MSMEG_3454	273
MSMEG_3455	366
MSMEG_3456	444
MSMEG_3457	1362
MSMEG_3458	837
MSMEG_3459	1524
MSMEG_3460	441
MSMEG_3461	2247
MSMEG_3462	666
MSMEG_3463	909
MSMEG_3464	1017
MSMEG_3465	1860
MSMEG_3466	168
MSMEG_3467	411
MSMEG_3468	1557
MSMEG_3469	588
MSMEG_3470	912
MSMEG_3471	1281
MSMEG_3472	1200
MSMEG_3473	630
MSMEG_3474	651
MSMEG_3475	783
MSMEG_3476	1122
MSMEG_3477	663
MSMEG_3478	678
MSMEG_3479	495
MSMEG_3480	930
MSMEG_3481	999
MSMEG_3482	255
MSMEG_3483	666
MSMEG_3484	528
MSMEG_3485	597
MSMEG_3486	1458
MSMEG_3487	657
MSMEG_3488	972
MSMEG_3489	687
MSMEG_3490	1215
MSMEG_3491	582
MSMEG_3492	1155
MSMEG_3493	342
MSMEG_3494	462
MSMEG_3495	477
MSMEG_3496	2910
MSMEG_3497	741
MSMEG_3498	120
MSMEG_3499	603
MSMEG_3500	747
MSMEG_3501	378
MSMEG_3502	156
MSMEG_3503	546
MSMEG_3504	252
MSMEG_3505	1473
MSMEG_3506	1398
MSMEG_3507	894
MSMEG_3508	924
MSMEG_3509	654
MSMEG_3510	1086
MSMEG_3511	1386
MSMEG_3512	1284
MSMEG_3513	1209
MSMEG_3514	228
MSMEG_3515	738
MSMEG_3517	672
MSMEG_3518	381
MSMEG_3519	1131
MSMEG_3520	588
MSMEG_3521	2250
MSMEG_3522	429
MSMEG_3523	420
MSMEG_3524	1293
MSMEG_3525	777
MSMEG_3526	633
MSMEG_3527	732
MSMEG_3528	780
MSMEG_3529	651
MSMEG_3530	606
MSMEG_3531	1431
MSMEG_3532	951
MSMEG_3533	1566
MSMEG_3534	441
MSMEG_3535	1044
MSMEG_3536	1875
MSMEG_3537	240
MSMEG_3538	861
MSMEG_3539	120
MSMEG_3540	222
MSMEG_3541	894
MSMEG_3542	372
MSMEG_3543	531
MSMEG_3544	906
MSMEG_3545	624
MSMEG_3546	1338
MSMEG_3547	840
MSMEG_3548	714
MSMEG_3549	681
MSMEG_3550	756
MSMEG_3551	1278
MSMEG_3552	1212
MSMEG_3553	1413
MSMEG_3554	1020
MSMEG_3555	849
MSMEG_3556	1572
MSMEG_3557	1446
MSMEG_3558	936
MSMEG_3559	927
MSMEG_3560	363
MSMEG_3561	1362
MSMEG_3562	483
MSMEG_3563	2061
MSMEG_3564	486
MSMEG_3565	117
MSMEG_3566	633
MSMEG_3567	768
MSMEG_3568	210
MSMEG_3569	744
MSMEG_3570	2016
MSMEG_3571	630
MSMEG_3572	576
MSMEG_3573	1134
MSMEG_3574	1686
MSMEG_3575	480
MSMEG_3576	1308
MSMEG_3577	450
MSMEG_3578	2118
MSMEG_3579	1395
MSMEG_3580	990
MSMEG_3581	762
MSMEG_3582	2340
MSMEG_3583	1005
MSMEG_3584	2880
MSMEG_3585	495
MSMEG_3586	1323
MSMEG_3587	1440
MSMEG_3588	126
MSMEG_3589	246
MSMEG_3590	876
MSMEG_3591	249
MSMEG_3592	627
MSMEG_3593	729
MSMEG_3594	1230
MSMEG_3595	669
MSMEG_3596	3207
MSMEG_3597	492
MSMEG_3598	1050
MSMEG_3599	1050
MSMEG_3600	501
MSMEG_3601	1035
MSMEG_3602	1539
MSMEG_3603	1047
MSMEG_3604	768
MSMEG_3605	1041
MSMEG_3606	981
MSMEG_3607	783
MSMEG_3608	1473
MSMEG_3609	882
MSMEG_3610	744
MSMEG_3611	2373
MSMEG_3612	750
MSMEG_3613	612
MSMEG_3614	492
MSMEG_3615	1014
MSMEG_3616	303
MSMEG_3617	258
MSMEG_3618	1062
MSMEG_3619	672
MSMEG_3620	930
MSMEG_3621	1374
MSMEG_3622	639
MSMEG_3623	687
MSMEG_3624	636
MSMEG_3625	1734
MSMEG_3626	330
MSMEG_3627	303
MSMEG_3628	408
MSMEG_3629	774
MSMEG_3630	408
MSMEG_3631	957
MSMEG_3632	1467
MSMEG_3633	1053
MSMEG_3634	1437
MSMEG_3635	1506
MSMEG_3636	1050
MSMEG_3637	1386
MSMEG_3638	1095
MSMEG_3639	1029
MSMEG_3640	2166
MSMEG_3641	2289
MSMEG_3642	2841
MSMEG_3643	219
MSMEG_3644	588
MSMEG_3645	495
MSMEG_3646	765
MSMEG_3647	432
MSMEG_3648	396
MSMEG_3649	834
MSMEG_3650	333
MSMEG_3651	924
MSMEG_3652	591
MSMEG_3653	696
MSMEG_3654	2355
MSMEG_3655	1926
MSMEG_3656	1941
MSMEG_3657	1500
MSMEG_3658	495
MSMEG_3659	690
MSMEG_3660	444
MSMEG_3661	600
MSMEG_3662	627
MSMEG_3663	1416
MSMEG_3664	1146
MSMEG_3665	507
MSMEG_3666	924
MSMEG_3667	1563
MSMEG_3668	1275
MSMEG_3669	1089
MSMEG_3670	336
MSMEG_3671	1221
MSMEG_3672	327
MSMEG_3673	2205
MSMEG_3674	411
MSMEG_3675	900
MSMEG_3676	1110
MSMEG_3677	1482
MSMEG_3678	321
MSMEG_3679	495
MSMEG_3680	306
MSMEG_3681	456
MSMEG_3682	783
MSMEG_3683	564
MSMEG_3684	861
MSMEG_3685	432
MSMEG_3686	426
MSMEG_3687	1656
MSMEG_3688	312
MSMEG_3689	1731
MSMEG_3691	1083
MSMEG_3692	1089
MSMEG_3693	1224
MSMEG_3694	1500
MSMEG_3695	411
MSMEG_3696	702
MSMEG_3697	1323
MSMEG_3698	495
MSMEG_3699	111
MSMEG_3700	1332
MSMEG_3701	1011
MSMEG_3703	681
MSMEG_3704	816
MSMEG_3705	1290
MSMEG_3706	2310
MSMEG_3707	612
MSMEG_3708	1080
MSMEG_3709	1329
MSMEG_3710	579
MSMEG_3711	120
MSMEG_3712	183
MSMEG_3713	447
MSMEG_3714	651
MSMEG_3715	7548
MSMEG_3716	102
MSMEG_3718	438
MSMEG_3719	1170
MSMEG_3720	207
MSMEG_3721	1131
MSMEG_3722	279
MSMEG_3723	717
MSMEG_3724	903
MSMEG_3725	114
MSMEG_3726	1686
MSMEG_3727	471
MSMEG_3728	135
MSMEG_3729	2067
MSMEG_3730	1389
MSMEG_3731	1086
MSMEG_3732	111
MSMEG_3733	258
MSMEG_3735	957
MSMEG_3736	111
MSMEG_3737	783
MSMEG_3738	1416
MSMEG_3739	687
MSMEG_3740	744
MSMEG_3741	831
MSMEG_3742	903
MSMEG_3743	834
MSMEG_3744	957
MSMEG_3745	621
MSMEG_3746	1773
MSMEG_3748	1197
MSMEG_3750	924
MSMEG_3751	810
MSMEG_3752	207
MSMEG_3753	1029
MSMEG_3754	990
MSMEG_3758	1311
MSMEG_3759	624
MSMEG_3760	210
MSMEG_3761	567
MSMEG_3762	765
MSMEG_3763	771
MSMEG_3764	210
MSMEG_3765	636
MSMEG_3766	537
MSMEG_3767	2994
MSMEG_3768	1773
MSMEG_3769	1410
MSMEG_3770	1200
MSMEG_3771	477
MSMEG_3772	924
MSMEG_3773	1173
MSMEG_3774	882
MSMEG_3775	1197
MSMEG_3776	1032
MSMEG_3777	2499
MSMEG_3778	1071
MSMEG_3779	834
MSMEG_3780	927
MSMEG_3781	1038
MSMEG_3782	408
MSMEG_3783	1233
MSMEG_3784	756
MSMEG_3785	996
MSMEG_3786	1275
MSMEG_3787	1602
MSMEG_3788	630
MSMEG_3789	1392
MSMEG_3790	759
MSMEG_3791	390
MSMEG_3792	195
MSMEG_3793	621
MSMEG_3794	114
MSMEG_3795	360
MSMEG_3796	3270
MSMEG_3797	1365
