 	fpr_UTR_length
MSMEG_2492	NA
MSMEG_2493	NA
MSMEG_2494	NA
MSMEG_2495	445
MSMEG_2496	NA
MSMEG_2497	44
MSMEG_2498	NA
MSMEG_2499	NA
MSMEG_2500	NA
MSMEG_2501	NA
MSMEG_2502	NA
MSMEG_2503	NA
MSMEG_2504	NA
MSMEG_2505	NA
MSMEG_2506	217
MSMEG_2507	66
MSMEG_2508	NA
MSMEG_2509	NA
MSMEG_2511	63
MSMEG_2512	302
MSMEG_2513	NA
MSMEG_2515	NA
MSMEG_2516	0
MSMEG_2517	51
MSMEG_2518	NA
MSMEG_2519	141
MSMEG_2520	96
MSMEG_2521	NA
MSMEG_2522	NA
MSMEG_2523	NA
MSMEG_2524	NA
MSMEG_2525	NA
MSMEG_2526	80
MSMEG_2527	25
MSMEG_2528	61
MSMEG_2529	24
MSMEG_2530	NA
MSMEG_2531	100
MSMEG_2532	159
MSMEG_2533	NA
MSMEG_2534	NA
MSMEG_2535	NA
MSMEG_2536	NA
MSMEG_2537	NA
MSMEG_2538	NA
MSMEG_2539	0
MSMEG_2540	57
MSMEG_2541	62
MSMEG_2542	106
MSMEG_2543	71
MSMEG_2544	0
MSMEG_2545	24
MSMEG_2546	0
MSMEG_2547	NA
MSMEG_2548	NA
MSMEG_2549	NA
MSMEG_2550	NA
MSMEG_2551	NA
MSMEG_2552	0
MSMEG_2553	312
MSMEG_2554	NA
MSMEG_2555	NA
MSMEG_2556	0
MSMEG_2557	NA
MSMEG_2558	NA
MSMEG_2559	NA
MSMEG_2560	NA
MSMEG_2561	NA
MSMEG_2562	NA
MSMEG_2563	NA
MSMEG_2564	NA
MSMEG_2565	NA
MSMEG_2566	NA
MSMEG_2567	NA
MSMEG_2568	NA
MSMEG_2569	NA
MSMEG_2570	206
MSMEG_2571	38
MSMEG_2572	449
MSMEG_2573	NA
MSMEG_2574	123
MSMEG_2575	NA
MSMEG_2576	NA
MSMEG_2577	NA
MSMEG_2578	0
MSMEG_2579	83
MSMEG_2580	NA
MSMEG_2581	93
MSMEG_2582	50
MSMEG_2583	NA
MSMEG_2584	1
MSMEG_2585	3
MSMEG_2586	NA
MSMEG_2587	0
MSMEG_2588	NA
MSMEG_2589	0
MSMEG_2590	0
MSMEG_2591	NA
MSMEG_2592	0
MSMEG_2593	NA
MSMEG_2594	1
MSMEG_2595	92
MSMEG_2596	NA
MSMEG_2597	298
MSMEG_2598	NA
MSMEG_2599	NA
MSMEG_2600	NA
MSMEG_2601	0
MSMEG_2602	NA
MSMEG_2603	NA
MSMEG_2604	353
MSMEG_2605	0
MSMEG_2606	0
MSMEG_2607	NA
MSMEG_2608	NA
MSMEG_2609	NA
MSMEG_2610	NA
MSMEG_2611	41
MSMEG_2612	0
MSMEG_2613	74
MSMEG_2614	NA
MSMEG_2615	NA
MSMEG_2616	NA
MSMEG_2617	NA
MSMEG_2618	0
MSMEG_2619	NA
MSMEG_2620	NA
MSMEG_2621	0
MSMEG_2622	NA
MSMEG_2623	0
MSMEG_2624	59
MSMEG_2625	120
MSMEG_2626	NA
MSMEG_2627	NA
MSMEG_2628	NA
MSMEG_2629	NA
MSMEG_2630	47
MSMEG_2631	NA
MSMEG_2632	NA
MSMEG_2633	NA
MSMEG_2634	NA
MSMEG_2635	65
MSMEG_2636	NA
MSMEG_2637	NA
MSMEG_2638	NA
MSMEG_2639	15
MSMEG_2640	NA
MSMEG_2641	0
MSMEG_2642	NA
MSMEG_2643	263
MSMEG_2644	NA
MSMEG_2645	66
MSMEG_2646	NA
MSMEG_2647	0
MSMEG_2648	NA
MSMEG_2649	NA
MSMEG_2650	NA
MSMEG_2651	NA
MSMEG_2652	0
MSMEG_2653	0
MSMEG_2654	73
MSMEG_2655	327
MSMEG_2656	258
MSMEG_2657	215
MSMEG_2658	0
MSMEG_2659	27
MSMEG_2660	0
MSMEG_2661	0
MSMEG_2662	NA
MSMEG_2663	477
MSMEG_2664	0
MSMEG_2665	NA
MSMEG_2666	NA
MSMEG_2667	0
MSMEG_2668	182
MSMEG_2669	0
MSMEG_2670	0
MSMEG_2671	NA
MSMEG_2672	27
MSMEG_2673	399
MSMEG_2674	NA
MSMEG_2675	5
MSMEG_2676	0
MSMEG_2677	NA
MSMEG_2678	NA
MSMEG_2679	382
MSMEG_2680	NA
MSMEG_2681	NA
MSMEG_2682	NA
MSMEG_2683	0
MSMEG_2684	0
MSMEG_2685	NA
MSMEG_2686	NA
MSMEG_2687	NA
MSMEG_2688	40
MSMEG_2689	NA
MSMEG_2690	NA
MSMEG_2691	0
MSMEG_2692	0
MSMEG_2693	62
MSMEG_2694	36
MSMEG_2695	70
MSMEG_2696	47
MSMEG_2697	NA
MSMEG_2698	0
MSMEG_2699	0
MSMEG_2700	0
MSMEG_2701	0
MSMEG_2702	NA
MSMEG_2703	NA
MSMEG_2705	NA
MSMEG_2706	NA
MSMEG_2707	NA
MSMEG_2708	NA
MSMEG_2709	NA
MSMEG_2710	NA
MSMEG_2711	NA
MSMEG_2712	NA
MSMEG_2713	NA
MSMEG_2714	NA
MSMEG_2715	NA
MSMEG_2716	NA
MSMEG_2717	NA
MSMEG_2718	NA
MSMEG_2719	NA
MSMEG_2720	76
MSMEG_2721	NA
MSMEG_2722	23
MSMEG_2723	91
MSMEG_2724	NA
MSMEG_2725	NA
MSMEG_2726	NA
MSMEG_2727	30
MSMEG_2728	0
MSMEG_2729	NA
MSMEG_2731	37
MSMEG_2732	34
MSMEG_2733	0
MSMEG_2734	NA
MSMEG_2735	0
MSMEG_2736	4
MSMEG_2737	29
MSMEG_2738	0
MSMEG_2739	44
MSMEG_2740	0
MSMEG_2741	NA
MSMEG_2742	85
MSMEG_2743	40
MSMEG_2744	0
MSMEG_2746	59
MSMEG_2748	0
MSMEG_2749	NA
MSMEG_2750	23
MSMEG_2751	197
MSMEG_2752	28
MSMEG_2753	0
MSMEG_2754	0
MSMEG_2755	3
MSMEG_2756	50
MSMEG_2757	0
MSMEG_2758	123
MSMEG_2759	NA
MSMEG_2760	77
MSMEG_2761	0
MSMEG_2762	0
MSMEG_2763	26
MSMEG_2764	0
MSMEG_2765	0
MSMEG_2766	NA
MSMEG_2767	NA
MSMEG_2768	46
MSMEG_2769	NA
MSMEG_2770	69
MSMEG_2771	48
MSMEG_2772	0
MSMEG_2773	87
MSMEG_2774	25
MSMEG_2775	56
MSMEG_2776	NA
MSMEG_2777	0
MSMEG_2778	98
MSMEG_2779	0
MSMEG_2780	1
MSMEG_2781	NA
MSMEG_2782	0
MSMEG_2783	0
MSMEG_2784	0
MSMEG_2785	402
MSMEG_2786	NA
MSMEG_2787	NA
MSMEG_2788	NA
MSMEG_2789	NA
MSMEG_2790	NA
MSMEG_2791	0
MSMEG_2792	0
MSMEG_2793	0
MSMEG_2794	28
MSMEG_2795	0
MSMEG_2796	NA
MSMEG_2797	NA
MSMEG_2798	33
MSMEG_2799	181
MSMEG_2800	52
MSMEG_2801	NA
MSMEG_2802	NA
MSMEG_2803	NA
MSMEG_2804	31
MSMEG_2805	NA
MSMEG_2806	NA
MSMEG_2807	NA
MSMEG_2808	NA
MSMEG_2809	NA
MSMEG_2810	NA
MSMEG_2811	NA
MSMEG_2812	NA
MSMEG_2813	2
MSMEG_2814	NA
MSMEG_2817	NA
MSMEG_2818	NA
MSMEG_2819	0
MSMEG_2820	392
MSMEG_2821	NA
MSMEG_2822	432
MSMEG_2823	0
MSMEG_2824	0
MSMEG_2825	NA
MSMEG_2826	28
MSMEG_2827	NA
MSMEG_2828	NA
MSMEG_2829	107
MSMEG_2830	NA
MSMEG_2831	NA
MSMEG_2832	NA
MSMEG_2837	NA
MSMEG_2838	NA
MSMEG_2839	0
MSMEG_2840	3
MSMEG_2841	NA
MSMEG_2842	NA
MSMEG_2843	145
MSMEG_2844	NA
MSMEG_2845	NA
MSMEG_2846	NA
MSMEG_2847	NA
MSMEG_2848	NA
MSMEG_2849	0
MSMEG_2850	NA
MSMEG_2851	NA
MSMEG_2852	NA
MSMEG_2853	NA
MSMEG_2854	NA
MSMEG_2855	NA
MSMEG_2856	NA
MSMEG_2857	NA
MSMEG_2858	NA
MSMEG_2859	NA
MSMEG_2860	NA
MSMEG_2861	NA
MSMEG_2862	NA
MSMEG_2863	NA
MSMEG_2864	NA
MSMEG_2865	NA
MSMEG_2866	NA
MSMEG_2867	NA
MSMEG_2868	0
MSMEG_2869	NA
MSMEG_2870	NA
MSMEG_2871	NA
MSMEG_2872	NA
MSMEG_2873	NA
MSMEG_2874	NA
MSMEG_2875	NA
MSMEG_2876	NA
MSMEG_2877	NA
MSMEG_2878	NA
MSMEG_2879	NA
MSMEG_2880	NA
MSMEG_2881	17
MSMEG_2882	NA
MSMEG_2883	NA
MSMEG_2884	NA
MSMEG_2885	NA
MSMEG_2886	NA
MSMEG_2887	NA
MSMEG_2888	NA
MSMEG_2889	NA
MSMEG_2890	328
MSMEG_2891	NA
MSMEG_2892	NA
MSMEG_2893	NA
MSMEG_2894	NA
MSMEG_2895	34
MSMEG_2896	NA
MSMEG_2897	0
MSMEG_2898	36
MSMEG_2899	24
MSMEG_2900	29
MSMEG_2901	49
MSMEG_2902	0
MSMEG_2904	NA
MSMEG_2905	NA
MSMEG_2906	NA
MSMEG_2907	NA
MSMEG_2908	NA
MSMEG_2909	NA
MSMEG_2910	NA
MSMEG_2911	66
MSMEG_2912	NA
MSMEG_2913	NA
MSMEG_2914	NA
MSMEG_2915	NA
MSMEG_2916	NA
MSMEG_2917	NA
MSMEG_2918	NA
MSMEG_2919	62
MSMEG_2920	NA
MSMEG_2921	NA
MSMEG_2922	NA
MSMEG_2923	0
MSMEG_2924	NA
MSMEG_2925	NA
MSMEG_2926	NA
MSMEG_2927	NA
MSMEG_2928	NA
MSMEG_2929	0
MSMEG_2930	NA
MSMEG_2931	35
MSMEG_2932	185
MSMEG_2933	NA
MSMEG_2934	84
MSMEG_2935	NA
MSMEG_2936	173
MSMEG_2937	23
MSMEG_2938	NA
MSMEG_2939	NA
MSMEG_2940	32
MSMEG_2941	94
MSMEG_2942	35
MSMEG_2943	24
MSMEG_2944	NA
MSMEG_2945	NA
MSMEG_2946	0
MSMEG_2947	53
MSMEG_2948	NA
MSMEG_2949	NA
MSMEG_2950	NA
MSMEG_2951	NA
MSMEG_2952	NA
MSMEG_2953	19
MSMEG_2954	NA
MSMEG_2955	NA
MSMEG_2956	183
MSMEG_2957	0
MSMEG_2958	NA
MSMEG_2959	63
MSMEG_2960	67
MSMEG_2961	34
MSMEG_2962	NA
MSMEG_2963	NA
MSMEG_2964	74
MSMEG_2965	26
MSMEG_2966	NA
MSMEG_2967	NA
MSMEG_2968	NA
MSMEG_2969	NA
MSMEG_2970	NA
MSMEG_2971	NA
MSMEG_2972	NA
MSMEG_2973	175
MSMEG_2974	44
MSMEG_2975	0
MSMEG_2976	174
MSMEG_2977	NA
MSMEG_2978	NA
MSMEG_2979	NA
MSMEG_2980	NA
MSMEG_2981	NA
MSMEG_2982	86
MSMEG_2983	0
MSMEG_2984	NA
MSMEG_2985	NA
MSMEG_2986	NA
MSMEG_2988	NA
MSMEG_2989	73
MSMEG_2990	NA
MSMEG_2991	NA
MSMEG_2992	NA
MSMEG_2993	NA
MSMEG_2994	35
MSMEG_2995	NA
MSMEG_2996	NA
MSMEG_2997	NA
MSMEG_2998	NA
MSMEG_2999	NA
MSMEG_3000	42
MSMEG_3001	NA
MSMEG_3002	0
MSMEG_3003	29
MSMEG_3004	NA
MSMEG_3005	NA
MSMEG_3006	NA
MSMEG_3007	NA
MSMEG_3008	81
MSMEG_3009	NA
MSMEG_3010	NA
MSMEG_3011	NA
MSMEG_3012	NA
MSMEG_3013	57
MSMEG_3014	0
MSMEG_3015	58
MSMEG_3016	0
MSMEG_3017	1
MSMEG_3018	NA
MSMEG_3019	40
MSMEG_3020	0
MSMEG_3021	NA
MSMEG_3022	NA
MSMEG_3024	NA
MSMEG_3025	118
MSMEG_3026	NA
MSMEG_3027	NA
MSMEG_3028	NA
MSMEG_3029	448
MSMEG_3030	0
MSMEG_3031	NA
MSMEG_3032	0
MSMEG_3033	17
MSMEG_3034	0
MSMEG_3035	211
MSMEG_3036	NA
MSMEG_3038	NA
MSMEG_3039	NA
MSMEG_3040	0
MSMEG_3041	0
MSMEG_3042	302
MSMEG_3043	NA
MSMEG_3044	NA
MSMEG_3045	97
MSMEG_3046	489
MSMEG_3047	NA
MSMEG_3048	NA
MSMEG_3049	NA
MSMEG_3050	74
MSMEG_3051	NA
MSMEG_3052	NA
MSMEG_3053	125
MSMEG_3054	NA
MSMEG_3055	174
MSMEG_3056	25
MSMEG_3057	443
MSMEG_3058	NA
MSMEG_3059	0
MSMEG_3060	0
MSMEG_3061	NA
MSMEG_3062	55
MSMEG_3063	NA
MSMEG_3064	0
MSMEG_3065	216
MSMEG_3066	0
MSMEG_3067	NA
MSMEG_3068	54
MSMEG_3069	NA
MSMEG_3070	0
MSMEG_3071	0
MSMEG_3072	77
MSMEG_3073	NA
MSMEG_3074	NA
MSMEG_3075	NA
MSMEG_3076	0
MSMEG_3077	NA
MSMEG_3078	0
MSMEG_3079	157
MSMEG_3080	171
MSMEG_3081	290
MSMEG_3082	40
MSMEG_3083	NA
MSMEG_3084	33
MSMEG_3085	156
MSMEG_3086	260
MSMEG_3087	42
MSMEG_3089	NA
MSMEG_3090	NA
MSMEG_3091	NA
MSMEG_3092	NA
MSMEG_3093	NA
MSMEG_3094	NA
MSMEG_3095	92
MSMEG_3096	NA
MSMEG_3097	NA
MSMEG_3098	0
MSMEG_3099	NA
MSMEG_3100	NA
MSMEG_3101	NA
MSMEG_3102	NA
MSMEG_3103	48
MSMEG_3104	NA
MSMEG_3105	NA
MSMEG_3106	NA
MSMEG_3107	0
MSMEG_3108	NA
MSMEG_3109	NA
MSMEG_3110	NA
MSMEG_3111	377
MSMEG_3112	NA
MSMEG_3113	NA
MSMEG_3114	NA
MSMEG_3115	NA
MSMEG_3116	NA
MSMEG_3117	0
MSMEG_3118	NA
MSMEG_3119	0
MSMEG_3120	NA
MSMEG_3121	37
MSMEG_3122	28
MSMEG_3123	NA
MSMEG_3124	NA
MSMEG_3125	NA
MSMEG_3126	NA
MSMEG_3127	NA
MSMEG_3128	NA
MSMEG_3129	0
MSMEG_3130	NA
MSMEG_3131	NA
MSMEG_3132	314
MSMEG_3133	NA
MSMEG_3134	NA
MSMEG_3135	NA
MSMEG_3136	NA
MSMEG_3137	NA
MSMEG_3138	33
MSMEG_3139	NA
MSMEG_3140	148
MSMEG_3141	30
MSMEG_3142	NA
MSMEG_3143	45
MSMEG_3144	0
MSMEG_3145	97
MSMEG_3146	NA
MSMEG_3147	246
MSMEG_3148	NA
MSMEG_3149	NA
MSMEG_3150	27
MSMEG_3151	NA
MSMEG_3152	NA
MSMEG_3153	3
MSMEG_3154	NA
MSMEG_3155	290
MSMEG_3156	NA
MSMEG_3157	0
MSMEG_3158	NA
MSMEG_3159	121
MSMEG_3160	499
MSMEG_3161	349
MSMEG_3162	0
MSMEG_3163	398
MSMEG_3164	NA
MSMEG_3165	107
MSMEG_3166	NA
MSMEG_3167	NA
MSMEG_3168	0
MSMEG_3169	231
MSMEG_3170	NA
MSMEG_3171	0
MSMEG_3172	NA
MSMEG_3173	0
MSMEG_3174	0
MSMEG_3175	NA
MSMEG_3176	NA
MSMEG_3177	NA
MSMEG_3178	2
MSMEG_3179	NA
MSMEG_3180	27
MSMEG_3181	NA
MSMEG_3182	NA
MSMEG_3183	47
MSMEG_3184	NA
MSMEG_3186	79
MSMEG_3187	7
MSMEG_3188	0
MSMEG_3189	123
MSMEG_3190	NA
MSMEG_3191	37
MSMEG_3192	NA
MSMEG_3193	0
MSMEG_3194	42
MSMEG_3195	NA
MSMEG_3196	254
MSMEG_3197	0
MSMEG_3198	NA
MSMEG_3199	0
MSMEG_3200	NA
MSMEG_3201	NA
MSMEG_3202	NA
MSMEG_3203	0
MSMEG_3204	126
MSMEG_3205	NA
MSMEG_3206	NA
MSMEG_3207	NA
MSMEG_3208	NA
MSMEG_3209	NA
MSMEG_3210	NA
MSMEG_3211	NA
MSMEG_3212	NA
MSMEG_3213	NA
MSMEG_3214	NA
MSMEG_3215	79
MSMEG_3216	0
MSMEG_3217	0
MSMEG_3218	NA
MSMEG_3219	49
MSMEG_3220	NA
MSMEG_3221	NA
MSMEG_3222	NA
MSMEG_3223	0
MSMEG_3224	NA
MSMEG_3225	56
MSMEG_3226	NA
MSMEG_3227	0
MSMEG_3228	57
MSMEG_3229	NA
MSMEG_3231	NA
MSMEG_3232	NA
MSMEG_3233	32
MSMEG_3234	NA
MSMEG_3235	122
MSMEG_3236	278
MSMEG_3237	99
MSMEG_3238	0
MSMEG_3239	0
MSMEG_3240	NA
MSMEG_3241	NA
MSMEG_3242	NA
MSMEG_3244	NA
MSMEG_3246	0
MSMEG_3247	121
MSMEG_3248	433
MSMEG_3249	20
MSMEG_3250	32
MSMEG_3251	NA
MSMEG_3252	0
MSMEG_3253	0
MSMEG_3254	NA
MSMEG_3255	NA
MSMEG_3256	377
MSMEG_3257	0
MSMEG_3258	NA
MSMEG_3259	83
MSMEG_3260	NA
MSMEG_3261	NA
MSMEG_3262	NA
MSMEG_3263	0
MSMEG_3264	0
MSMEG_3265	25
MSMEG_3266	NA
MSMEG_3267	NA
MSMEG_3268	NA
MSMEG_3269	NA
MSMEG_3270	NA
MSMEG_3271	NA
MSMEG_3272	NA
MSMEG_3273	NA
MSMEG_3274	NA
MSMEG_3275	210
MSMEG_3276	NA
MSMEG_3277	NA
MSMEG_3278	0
MSMEG_3279	NA
MSMEG_3280	410
MSMEG_3281	16
MSMEG_3282	NA
MSMEG_3283	43
MSMEG_3284	0
MSMEG_3285	NA
MSMEG_3286	0
MSMEG_3287	45
MSMEG_3288	NA
MSMEG_3289	NA
MSMEG_3290	NA
MSMEG_3291	NA
MSMEG_3292	243
MSMEG_3293	NA
MSMEG_3294	NA
MSMEG_3295	NA
MSMEG_3296	NA
MSMEG_3297	83
MSMEG_3298	NA
MSMEG_3300	NA
MSMEG_3301	NA
MSMEG_3302	NA
MSMEG_3303	NA
MSMEG_3304	342
MSMEG_3305	NA
MSMEG_3306	136
MSMEG_3308	27
MSMEG_3309	0
MSMEG_3310	NA
MSMEG_3311	NA
MSMEG_3312	198
MSMEG_3313	NA
MSMEG_3314	15
MSMEG_3315	NA
MSMEG_3316	NA
MSMEG_3317	34
MSMEG_3318	NA
MSMEG_3319	0
MSMEG_3321	NA
MSMEG_3322	NA
MSMEG_3323	88
MSMEG_3324	NA
MSMEG_3325	131
MSMEG_3326	NA
MSMEG_3327	266
MSMEG_3328	NA
MSMEG_3329	NA
MSMEG_3330	NA
MSMEG_3331	NA
MSMEG_3332	132
MSMEG_3334	NA
MSMEG_3335	3
MSMEG_3336	198
MSMEG_3337	216
MSMEG_3338	480
MSMEG_3339	NA
MSMEG_3340	NA
MSMEG_3341	199
MSMEG_3342	75
MSMEG_3343	NA
MSMEG_3344	1
MSMEG_3345	0
MSMEG_3346	50
MSMEG_3347	NA
MSMEG_3348	NA
MSMEG_3349	NA
MSMEG_3350	NA
MSMEG_3351	NA
MSMEG_3352	126
MSMEG_3353	NA
MSMEG_3354	NA
MSMEG_3355	NA
MSMEG_3356	NA
MSMEG_3357	25
MSMEG_3358	0
MSMEG_3359	136
MSMEG_3360	0
MSMEG_3361	70
MSMEG_3362	NA
MSMEG_3363	27
MSMEG_3364	NA
MSMEG_3365	220
MSMEG_3366	NA
MSMEG_3367	NA
MSMEG_3368	NA
MSMEG_3369	NA
MSMEG_3370	0
MSMEG_3372	NA
MSMEG_3373	NA
MSMEG_3374	NA
MSMEG_3375	43
MSMEG_3376	0
MSMEG_3377	297
MSMEG_3378	50
MSMEG_3379	0
MSMEG_3380	27
MSMEG_3381	NA
MSMEG_3382	12
MSMEG_3383	335
MSMEG_3384	NA
MSMEG_3385	NA
MSMEG_3386	NA
MSMEG_3387	NA
MSMEG_3388	NA
MSMEG_3389	24
MSMEG_3390	NA
MSMEG_3391	NA
MSMEG_3392	NA
MSMEG_3393	NA
MSMEG_3394	NA
MSMEG_3395	181
MSMEG_3396	NA
MSMEG_3397	NA
MSMEG_3398	NA
MSMEG_3400	0
MSMEG_3401	NA
MSMEG_3402	NA
MSMEG_3403	NA
MSMEG_3404	NA
MSMEG_3405	NA
MSMEG_3406	NA
MSMEG_3407	16
MSMEG_3408	0
MSMEG_3409	NA
MSMEG_3410	NA
MSMEG_3411	0
MSMEG_3412	30
MSMEG_3414	NA
MSMEG_3415	NA
MSMEG_3416	NA
MSMEG_3417	NA
MSMEG_3418	254
MSMEG_3419	41
MSMEG_3420	NA
MSMEG_3421	85
MSMEG_3422	96
MSMEG_3423	NA
MSMEG_3424	NA
MSMEG_3425	175
MSMEG_3426	34
MSMEG_3427	NA
MSMEG_3428	NA
MSMEG_3429	NA
MSMEG_3430	0
MSMEG_3431	NA
MSMEG_3432	279
MSMEG_3433	0
MSMEG_3434	0
MSMEG_3435	23
MSMEG_3436	NA
MSMEG_3437	49
MSMEG_3438	413
MSMEG_3439	49
MSMEG_3440	96
MSMEG_3441	98
MSMEG_3442	0
MSMEG_3443	34
MSMEG_3444	NA
MSMEG_3445	NA
MSMEG_3446	NA
MSMEG_3447	53
MSMEG_3448	NA
MSMEG_3449	86
MSMEG_3450	NA
MSMEG_3451	34
MSMEG_3452	67
MSMEG_3453	NA
MSMEG_3454	4
MSMEG_3455	NA
MSMEG_3456	NA
MSMEG_3457	19
MSMEG_3458	NA
MSMEG_3459	61
MSMEG_3460	0
MSMEG_3461	NA
MSMEG_3462	NA
MSMEG_3463	NA
MSMEG_3464	0
MSMEG_3465	NA
MSMEG_3466	273
MSMEG_3467	NA
MSMEG_3468	0
MSMEG_3469	NA
MSMEG_3470	NA
MSMEG_3471	37
MSMEG_3472	72
MSMEG_3473	NA
MSMEG_3474	NA
MSMEG_3475	0
MSMEG_3476	26
MSMEG_3477	68
MSMEG_3478	NA
MSMEG_3479	0
MSMEG_3480	1
MSMEG_3481	NA
MSMEG_3482	NA
MSMEG_3483	0
MSMEG_3484	NA
MSMEG_3485	NA
MSMEG_3486	NA
MSMEG_3487	153
MSMEG_3488	0
MSMEG_3489	123
MSMEG_3490	98
MSMEG_3491	0
MSMEG_3492	NA
MSMEG_3493	0
MSMEG_3494	28
MSMEG_3495	124
MSMEG_3496	NA
MSMEG_3497	34
MSMEG_3498	NA
MSMEG_3499	0
MSMEG_3500	0
MSMEG_3501	63
MSMEG_3502	NA
MSMEG_3503	134
MSMEG_3504	34
MSMEG_3505	65
MSMEG_3506	0
MSMEG_3507	75
MSMEG_3508	NA
MSMEG_3509	NA
MSMEG_3510	NA
MSMEG_3511	62
MSMEG_3512	NA
MSMEG_3513	0
MSMEG_3514	0
MSMEG_3515	0
MSMEG_3517	NA
MSMEG_3518	NA
MSMEG_3519	55
MSMEG_3520	30
MSMEG_3521	NA
MSMEG_3522	NA
MSMEG_3523	NA
MSMEG_3524	NA
MSMEG_3525	0
MSMEG_3526	NA
MSMEG_3527	NA
MSMEG_3528	0
MSMEG_3529	NA
MSMEG_3530	NA
MSMEG_3531	95
MSMEG_3532	0
MSMEG_3533	NA
MSMEG_3534	38
MSMEG_3535	0
MSMEG_3536	NA
MSMEG_3537	NA
MSMEG_3538	102
MSMEG_3539	NA
MSMEG_3540	30
MSMEG_3541	NA
MSMEG_3542	NA
MSMEG_3543	NA
MSMEG_3544	NA
MSMEG_3545	119
MSMEG_3546	NA
MSMEG_3547	NA
MSMEG_3548	NA
MSMEG_3549	NA
MSMEG_3550	NA
MSMEG_3551	NA
MSMEG_3552	NA
MSMEG_3553	NA
MSMEG_3554	NA
MSMEG_3555	NA
MSMEG_3556	NA
MSMEG_3557	NA
MSMEG_3558	0
MSMEG_3559	NA
MSMEG_3560	NA
MSMEG_3561	0
MSMEG_3562	0
MSMEG_3563	NA
MSMEG_3564	51
MSMEG_3565	NA
MSMEG_3566	35
MSMEG_3567	NA
MSMEG_3568	NA
MSMEG_3569	0
MSMEG_3570	341
MSMEG_3571	NA
MSMEG_3572	NA
MSMEG_3573	NA
MSMEG_3574	0
MSMEG_3575	0
MSMEG_3576	NA
MSMEG_3577	NA
MSMEG_3578	70
MSMEG_3579	NA
MSMEG_3580	73
MSMEG_3581	NA
MSMEG_3582	NA
MSMEG_3583	77
MSMEG_3584	NA
MSMEG_3585	NA
MSMEG_3586	NA
MSMEG_3587	NA
MSMEG_3588	NA
MSMEG_3589	14
MSMEG_3590	NA
MSMEG_3591	NA
MSMEG_3592	0
MSMEG_3593	NA
MSMEG_3594	2
MSMEG_3595	NA
MSMEG_3596	NA
MSMEG_3597	NA
MSMEG_3598	NA
MSMEG_3599	NA
MSMEG_3600	NA
MSMEG_3601	NA
MSMEG_3602	NA
MSMEG_3603	NA
MSMEG_3604	NA
MSMEG_3605	100
MSMEG_3606	NA
MSMEG_3607	NA
MSMEG_3608	0
MSMEG_3609	NA
MSMEG_3610	NA
MSMEG_3611	NA
MSMEG_3612	21
MSMEG_3613	0
MSMEG_3614	45
MSMEG_3615	297
MSMEG_3616	71
MSMEG_3617	NA
MSMEG_3618	NA
MSMEG_3619	49
MSMEG_3620	0
MSMEG_3621	36
MSMEG_3622	NA
MSMEG_3623	NA
MSMEG_3624	NA
MSMEG_3625	NA
MSMEG_3626	NA
MSMEG_3627	0
MSMEG_3628	0
MSMEG_3629	NA
MSMEG_3630	32
MSMEG_3631	0
MSMEG_3632	20
MSMEG_3633	343
MSMEG_3634	0
MSMEG_3635	NA
MSMEG_3636	38
MSMEG_3637	NA
MSMEG_3638	NA
MSMEG_3639	430
MSMEG_3640	NA
MSMEG_3641	35
MSMEG_3642	286
MSMEG_3643	NA
MSMEG_3644	152
MSMEG_3645	76
MSMEG_3646	NA
MSMEG_3647	200
MSMEG_3648	31
MSMEG_3649	87
MSMEG_3650	227
MSMEG_3651	NA
MSMEG_3652	NA
MSMEG_3653	NA
MSMEG_3654	0
MSMEG_3655	NA
MSMEG_3656	NA
MSMEG_3657	NA
MSMEG_3658	0
MSMEG_3659	0
MSMEG_3660	46
MSMEG_3661	NA
MSMEG_3662	NA
MSMEG_3663	0
MSMEG_3664	NA
MSMEG_3665	NA
MSMEG_3666	1
MSMEG_3667	50
MSMEG_3668	127
MSMEG_3669	NA
MSMEG_3670	0
MSMEG_3671	1
MSMEG_3672	NA
MSMEG_3673	NA
MSMEG_3674	22
MSMEG_3675	27
MSMEG_3676	NA
MSMEG_3677	0
MSMEG_3678	48
MSMEG_3679	NA
MSMEG_3680	102
MSMEG_3681	0
MSMEG_3682	0
MSMEG_3683	3
MSMEG_3684	NA
MSMEG_3685	27
MSMEG_3686	48
MSMEG_3687	22
MSMEG_3688	NA
MSMEG_3689	29
MSMEG_3691	NA
MSMEG_3692	44
MSMEG_3693	51
MSMEG_3694	38
MSMEG_3695	NA
MSMEG_3696	107
MSMEG_3697	NA
MSMEG_3698	NA
MSMEG_3699	NA
MSMEG_3700	NA
MSMEG_3701	NA
MSMEG_3703	NA
MSMEG_3704	NA
MSMEG_3705	NA
MSMEG_3706	21
MSMEG_3707	NA
MSMEG_3708	0
MSMEG_3709	NA
MSMEG_3710	NA
MSMEG_3711	NA
MSMEG_3712	NA
MSMEG_3713	NA
MSMEG_3714	0
MSMEG_3715	NA
MSMEG_3716	NA
MSMEG_3718	26
MSMEG_3719	NA
MSMEG_3720	NA
MSMEG_3721	NA
MSMEG_3722	NA
MSMEG_3723	NA
MSMEG_3724	NA
MSMEG_3725	166
MSMEG_3726	NA
MSMEG_3727	172
MSMEG_3728	NA
MSMEG_3729	NA
MSMEG_3730	96
MSMEG_3731	NA
MSMEG_3732	NA
