 	MFE_unfold
MSMEG_2241	NA
MSMEG_2242	NA
MSMEG_2243	NA
MSMEG_2244	NA
MSMEG_2245	4.4000
MSMEG_2246	6.2000
MSMEG_2247	NA
MSMEG_2248	14.6000
MSMEG_2249	NA
MSMEG_2250	NA
MSMEG_2251	NA
MSMEG_2252	NA
MSMEG_2253	NA
MSMEG_2254	NA
MSMEG_2255	NA
MSMEG_2256	NA
MSMEG_2257	NA
MSMEG_2258	NA
MSMEG_2259	5.3000
MSMEG_2260	NA
MSMEG_2261	13.8000
MSMEG_2262	NA
MSMEG_2263	NA
MSMEG_2264	NA
MSMEG_2265	NA
MSMEG_2266	NA
MSMEG_2267	NA
MSMEG_2268	14.4000
MSMEG_2269	NA
MSMEG_2270	NA
MSMEG_2271	NA
MSMEG_2272	13.0000
MSMEG_2273	12.3000
MSMEG_2274	NA
MSMEG_2275	NA
MSMEG_2276	NA
MSMEG_2277	2.3000
MSMEG_2278	NA
MSMEG_2279	NA
MSMEG_2280	9.7000
MSMEG_2281	NA
MSMEG_2282	7.7000
MSMEG_2283	NA
MSMEG_2284	11.2600
MSMEG_2285	NA
MSMEG_2286	NA
MSMEG_2287	NA
MSMEG_2288	1.8000
MSMEG_2289	5.6000
MSMEG_2290	6.2000
MSMEG_2291	NA
MSMEG_2292	6.9000
MSMEG_2293	NA
MSMEG_2294	NA
MSMEG_2295	NA
MSMEG_2296	NA
MSMEG_2297	6.6000
MSMEG_2299	NA
MSMEG_2301	NA
MSMEG_2302	NA
MSMEG_2303	5.4200
MSMEG_2304	NA
MSMEG_2305	NA
MSMEG_2306	0.0000
MSMEG_2307	14.2000
MSMEG_2308	8.6000
MSMEG_2309	4.5000
MSMEG_2310	9.0000
MSMEG_2311	NA
MSMEG_2312	NA
MSMEG_2313	7.2000
MSMEG_2314	NA
MSMEG_2315	NA
MSMEG_2317	6.1000
MSMEG_2318	1.8000
MSMEG_2319	9.8000
MSMEG_2321	NA
MSMEG_2322	8.2000
MSMEG_2323	NA
MSMEG_2324	7.1000
MSMEG_2325	NA
MSMEG_2326	0.9000
MSMEG_2327	NA
MSMEG_2328	NA
MSMEG_2329	2.0000
MSMEG_2330	NA
MSMEG_2331	13.1000
MSMEG_2332	8.3000
MSMEG_2333	10.8000
MSMEG_2334	NA
MSMEG_2335	NA
MSMEG_2337	NA
MSMEG_2338	13.4000
MSMEG_2339	NA
MSMEG_2340	NA
MSMEG_2341	NA
MSMEG_2342	NA
MSMEG_2343	NA
MSMEG_2344	NA
MSMEG_2346	NA
MSMEG_2347	NA
MSMEG_2349	13.3000
MSMEG_2350	NA
MSMEG_2351	6.8000
MSMEG_2352	13.1600
MSMEG_2353	NA
MSMEG_2354	NA
MSMEG_2355	NA
MSMEG_2356	NA
MSMEG_2357	NA
MSMEG_2358	NA
MSMEG_2359	4.0000
MSMEG_2360	NA
MSMEG_2361	11.1000
MSMEG_2362	6.5000
MSMEG_2363	0.0000
MSMEG_2364	NA
MSMEG_2365	NA
MSMEG_2367	NA
MSMEG_2368	5.6000
MSMEG_2369	NA
MSMEG_2370	6.3000
MSMEG_2371	3.7000
MSMEG_2372	7.2000
MSMEG_2373	1.3000
MSMEG_2374	NA
MSMEG_2375	4.4000
MSMEG_2376	NA
MSMEG_2377	9.1000
MSMEG_2378	9.9000
MSMEG_2379	NA
MSMEG_2380	NA
MSMEG_2381	2.9000
MSMEG_2382	6.5000
MSMEG_2383	NA
MSMEG_2386	0.0000
MSMEG_2387	7.0000
MSMEG_2388	NA
MSMEG_2389	9.9000
MSMEG_2390	NA
MSMEG_2391	NA
MSMEG_2392	0.0000
MSMEG_2393	4.0000
MSMEG_2394	NA
MSMEG_2395	4.3000
MSMEG_2396	1.3000
MSMEG_2397	12.5000
MSMEG_2398	10.3000
MSMEG_2399	10.7000
MSMEG_2400	10.9000
MSMEG_2401	NA
MSMEG_2402	NA
MSMEG_2403	NA
MSMEG_2404	NA
MSMEG_2405	11.3000
MSMEG_2406	NA
MSMEG_2407	8.2000
MSMEG_2408	2.3000
MSMEG_2409	12.3000
MSMEG_2410	4.7000
MSMEG_2411	NA
MSMEG_2412	11.1000
MSMEG_2413	NA
MSMEG_2414	NA
MSMEG_2415	NA
MSMEG_2416	7.1000
MSMEG_2417	9.6000
MSMEG_2418	NA
MSMEG_2419	NA
MSMEG_2420	6.7000
MSMEG_2421	2.5000
MSMEG_2422	NA
MSMEG_2423	7.9000
MSMEG_2424	8.3000
MSMEG_2425	7.7000
MSMEG_2426	10.7000
MSMEG_2427	6.8000
MSMEG_2428	3.9000
MSMEG_2429	NA
MSMEG_2430	0.0000
MSMEG_2431	NA
MSMEG_2432	10.0000
MSMEG_2433	NA
MSMEG_2434	4.3000
MSMEG_2435	6.2000
MSMEG_2436	NA
MSMEG_2437	NA
MSMEG_2438	NA
MSMEG_2439	14.5000
MSMEG_2440	7.6000
MSMEG_2441	NA
MSMEG_2442	14.5000
MSMEG_2443	3.6000
MSMEG_2444	1.6000
MSMEG_2445	3.0000
MSMEG_2446	1.8000
MSMEG_2447	NA
MSMEG_2448	NA
MSMEG_2449	5.6000
MSMEG_2450	2.5000
MSMEG_2451	16.7000
MSMEG_2452	NA
MSMEG_2453	6.9000
MSMEG_2454	NA
MSMEG_2455	6.2000
MSMEG_2456	9.9000
MSMEG_2457	NA
MSMEG_2458	NA
MSMEG_2459	NA
MSMEG_2460	NA
MSMEG_2461	NA
MSMEG_2462	NA
MSMEG_2463	NA
MSMEG_2464	NA
MSMEG_2465	NA
MSMEG_2466	NA
MSMEG_2467	17.4000
MSMEG_2468	13.7000
MSMEG_2469	8.3000
MSMEG_2470	NA
MSMEG_2471	NA
MSMEG_2472	10.2000
MSMEG_2474	NA
MSMEG_2475	8.6000
MSMEG_2476	NA
MSMEG_2477	NA
MSMEG_2478	8.2000
MSMEG_2479	NA
MSMEG_2480	NA
MSMEG_2481	NA
MSMEG_2482	NA
MSMEG_2483	NA
MSMEG_2484	NA
MSMEG_2485	NA
MSMEG_2486	9.9000
MSMEG_2487	8.1000
MSMEG_2488	9.0000
MSMEG_2489	NA
MSMEG_2490	11.7000
MSMEG_2491	NA
MSMEG_2492	NA
MSMEG_2493	NA
MSMEG_2494	NA
MSMEG_2495	6.2500
MSMEG_2496	NA
MSMEG_2497	11.3000
MSMEG_2498	NA
MSMEG_2499	NA
MSMEG_2500	NA
MSMEG_2501	NA
MSMEG_2502	NA
MSMEG_2503	NA
MSMEG_2504	NA
MSMEG_2505	NA
MSMEG_2506	5.4000
MSMEG_2507	13.7000
MSMEG_2508	NA
MSMEG_2509	NA
MSMEG_2511	6.1000
MSMEG_2512	12.8000
MSMEG_2513	NA
MSMEG_2515	NA
MSMEG_2516	7.2000
MSMEG_2517	5.0000
MSMEG_2518	NA
MSMEG_2519	11.7000
MSMEG_2520	6.3000
MSMEG_2521	NA
MSMEG_2522	NA
MSMEG_2523	NA
MSMEG_2524	NA
MSMEG_2525	NA
MSMEG_2526	7.7000
MSMEG_2527	10.5000
MSMEG_2528	10.2000
MSMEG_2529	8.1000
MSMEG_2530	NA
MSMEG_2531	10.6000
MSMEG_2532	13.4000
MSMEG_2533	NA
MSMEG_2534	NA
MSMEG_2535	NA
MSMEG_2536	NA
MSMEG_2537	NA
MSMEG_2538	NA
MSMEG_2539	1.7000
MSMEG_2540	11.0000
MSMEG_2541	13.9000
MSMEG_2542	6.9000
MSMEG_2543	16.5900
MSMEG_2544	2.3000
MSMEG_2545	5.2000
MSMEG_2546	1.9000
MSMEG_2547	NA
MSMEG_2548	NA
MSMEG_2549	NA
MSMEG_2550	NA
MSMEG_2551	NA
MSMEG_2552	7.4000
MSMEG_2553	9.2000
MSMEG_2554	NA
MSMEG_2555	NA
MSMEG_2556	4.6000
MSMEG_2557	NA
MSMEG_2558	NA
MSMEG_2559	NA
MSMEG_2560	NA
MSMEG_2561	NA
MSMEG_2562	NA
MSMEG_2563	NA
MSMEG_2564	NA
MSMEG_2565	NA
MSMEG_2566	NA
MSMEG_2567	NA
MSMEG_2568	NA
MSMEG_2569	NA
MSMEG_2570	6.0300
MSMEG_2571	10.3000
MSMEG_2572	8.0000
MSMEG_2573	NA
MSMEG_2574	8.7000
MSMEG_2575	NA
MSMEG_2576	NA
MSMEG_2577	NA
MSMEG_2578	4.5000
MSMEG_2579	9.7000
MSMEG_2580	NA
MSMEG_2581	23.2000
MSMEG_2582	10.6000
MSMEG_2583	NA
MSMEG_2584	NA
MSMEG_2585	NA
MSMEG_2586	NA
MSMEG_2587	9.1000
MSMEG_2588	NA
MSMEG_2589	6.0000
MSMEG_2590	19.3000
MSMEG_2591	NA
MSMEG_2592	0.6000
MSMEG_2593	NA
MSMEG_2594	NA
MSMEG_2595	15.5000
MSMEG_2596	NA
MSMEG_2597	10.7000
MSMEG_2598	NA
MSMEG_2599	NA
MSMEG_2600	NA
MSMEG_2601	6.6000
MSMEG_2602	NA
MSMEG_2603	NA
MSMEG_2604	3.2000
MSMEG_2605	7.6000
MSMEG_2606	6.3000
MSMEG_2607	NA
MSMEG_2608	NA
MSMEG_2609	NA
MSMEG_2610	NA
MSMEG_2611	9.3000
MSMEG_2612	6.5000
MSMEG_2613	6.1000
MSMEG_2614	NA
MSMEG_2615	NA
MSMEG_2616	NA
MSMEG_2617	NA
MSMEG_2618	5.2000
MSMEG_2619	NA
MSMEG_2620	NA
MSMEG_2621	0.7000
MSMEG_2622	NA
MSMEG_2623	15.2000
MSMEG_2624	12.5000
MSMEG_2625	11.9000
MSMEG_2626	NA
MSMEG_2627	NA
MSMEG_2628	NA
MSMEG_2629	NA
MSMEG_2630	10.1000
MSMEG_2631	NA
MSMEG_2632	NA
MSMEG_2633	NA
MSMEG_2634	NA
MSMEG_2635	8.7900
MSMEG_2636	NA
MSMEG_2637	NA
MSMEG_2638	NA
MSMEG_2639	20.4000
MSMEG_2640	NA
MSMEG_2641	0.0000
MSMEG_2642	NA
MSMEG_2643	21.9000
MSMEG_2644	NA
MSMEG_2645	14.3000
MSMEG_2646	NA
MSMEG_2647	5.0000
MSMEG_2648	NA
MSMEG_2649	NA
MSMEG_2650	NA
MSMEG_2651	NA
MSMEG_2652	7.4000
MSMEG_2653	8.4000
MSMEG_2654	12.8000
MSMEG_2655	23.6000
MSMEG_2656	7.1000
MSMEG_2657	10.9000
MSMEG_2658	1.2000
MSMEG_2659	12.9000
MSMEG_2660	4.0000
MSMEG_2661	0.6000
MSMEG_2662	NA
MSMEG_2663	12.9000
MSMEG_2664	6.4000
MSMEG_2665	NA
MSMEG_2666	NA
MSMEG_2667	2.0000
MSMEG_2668	7.4000
MSMEG_2669	0.8000
MSMEG_2670	6.7000
MSMEG_2671	NA
MSMEG_2672	14.4000
MSMEG_2673	12.3000
MSMEG_2674	NA
MSMEG_2675	NA
MSMEG_2676	2.1000
MSMEG_2677	NA
MSMEG_2678	NA
MSMEG_2679	18.9000
MSMEG_2680	NA
MSMEG_2681	NA
MSMEG_2682	NA
MSMEG_2683	9.6000
MSMEG_2684	6.0000
MSMEG_2685	NA
MSMEG_2686	NA
MSMEG_2687	NA
MSMEG_2688	10.2000
MSMEG_2689	NA
MSMEG_2690	NA
MSMEG_2691	5.0000
MSMEG_2692	18.4000
MSMEG_2693	12.4000
MSMEG_2694	13.7000
MSMEG_2695	10.4000
MSMEG_2696	3.5000
MSMEG_2697	NA
MSMEG_2698	5.1000
MSMEG_2699	1.3000
MSMEG_2700	6.0000
MSMEG_2701	10.5000
MSMEG_2702	NA
MSMEG_2703	NA
MSMEG_2705	NA
MSMEG_2706	NA
MSMEG_2707	NA
MSMEG_2708	NA
MSMEG_2709	NA
MSMEG_2710	NA
MSMEG_2711	NA
MSMEG_2712	NA
MSMEG_2713	NA
MSMEG_2714	NA
MSMEG_2715	NA
MSMEG_2716	NA
MSMEG_2717	NA
MSMEG_2718	NA
MSMEG_2719	NA
MSMEG_2720	10.5000
MSMEG_2721	NA
MSMEG_2722	8.4600
MSMEG_2723	7.5000
MSMEG_2724	NA
MSMEG_2725	NA
MSMEG_2726	NA
MSMEG_2727	9.4000
MSMEG_2728	4.0000
MSMEG_2729	NA
MSMEG_2731	24.3000
MSMEG_2732	12.1000
MSMEG_2733	2.7000
MSMEG_2734	NA
MSMEG_2735	4.0000
MSMEG_2736	NA
MSMEG_2737	8.6000
MSMEG_2738	9.5000
MSMEG_2739	9.6000
MSMEG_2740	0.0000
MSMEG_2741	NA
MSMEG_2742	8.2600
MSMEG_2743	10.7300
MSMEG_2744	3.8000
MSMEG_2746	9.8000
MSMEG_2748	11.8000
MSMEG_2749	NA
MSMEG_2750	8.0300
MSMEG_2751	25.2000
MSMEG_2752	11.4000
MSMEG_2753	7.8000
MSMEG_2754	0.7000
MSMEG_2755	NA
MSMEG_2756	7.9000
MSMEG_2757	4.0000
MSMEG_2758	11.2000
MSMEG_2759	NA
MSMEG_2760	5.2000
MSMEG_2761	2.2000
MSMEG_2762	3.4000
MSMEG_2763	7.4000
MSMEG_2764	5.1000
MSMEG_2765	4.5000
MSMEG_2766	NA
MSMEG_2767	NA
MSMEG_2768	13.0000
MSMEG_2769	NA
MSMEG_2770	6.5000
MSMEG_2771	8.3500
MSMEG_2772	1.1000
MSMEG_2773	7.1000
MSMEG_2774	5.2000
MSMEG_2775	5.2000
MSMEG_2776	NA
MSMEG_2777	7.7000
MSMEG_2778	7.6000
MSMEG_2779	16.2000
MSMEG_2780	NA
MSMEG_2781	NA
MSMEG_2782	3.9000
MSMEG_2783	3.0000
MSMEG_2784	2.3000
MSMEG_2785	20.1000
MSMEG_2786	NA
MSMEG_2787	NA
MSMEG_2788	NA
MSMEG_2789	NA
MSMEG_2790	NA
MSMEG_2791	1.9000
MSMEG_2792	7.5000
MSMEG_2793	3.3000
MSMEG_2794	13.3000
MSMEG_2795	6.9000
MSMEG_2796	NA
MSMEG_2797	NA
MSMEG_2798	6.6000
MSMEG_2799	8.8000
MSMEG_2800	10.4000
MSMEG_2801	NA
MSMEG_2802	NA
MSMEG_2803	NA
MSMEG_2804	16.0000
MSMEG_2805	NA
MSMEG_2806	NA
MSMEG_2807	NA
MSMEG_2808	NA
MSMEG_2809	NA
MSMEG_2810	NA
MSMEG_2811	NA
MSMEG_2812	NA
MSMEG_2813	NA
MSMEG_2814	NA
MSMEG_2817	NA
MSMEG_2818	NA
MSMEG_2819	11.7000
MSMEG_2820	13.6000
MSMEG_2821	NA
MSMEG_2822	9.5000
MSMEG_2823	12.2000
MSMEG_2824	12.2000
MSMEG_2825	NA
MSMEG_2826	11.9000
MSMEG_2827	NA
MSMEG_2828	NA
MSMEG_2829	7.7000
MSMEG_2830	NA
MSMEG_2831	NA
MSMEG_2832	NA
MSMEG_2837	NA
MSMEG_2838	NA
MSMEG_2839	2.7000
MSMEG_2840	NA
MSMEG_2841	NA
MSMEG_2842	NA
MSMEG_2843	8.1000
MSMEG_2844	NA
MSMEG_2845	NA
MSMEG_2846	NA
MSMEG_2847	NA
MSMEG_2848	NA
MSMEG_2849	3.9000
MSMEG_2850	NA
MSMEG_2851	NA
MSMEG_2852	NA
MSMEG_2853	NA
MSMEG_2854	NA
MSMEG_2855	NA
MSMEG_2856	NA
MSMEG_2857	NA
MSMEG_2858	NA
MSMEG_2859	NA
MSMEG_2860	NA
MSMEG_2861	NA
MSMEG_2862	NA
MSMEG_2863	NA
MSMEG_2864	NA
MSMEG_2865	NA
MSMEG_2866	NA
MSMEG_2867	NA
MSMEG_2868	13.8000
MSMEG_2869	NA
MSMEG_2870	NA
MSMEG_2871	NA
MSMEG_2872	NA
MSMEG_2873	NA
MSMEG_2874	NA
MSMEG_2875	NA
MSMEG_2876	NA
MSMEG_2877	NA
MSMEG_2878	NA
MSMEG_2879	NA
MSMEG_2880	NA
MSMEG_2881	3.0000
MSMEG_2882	NA
MSMEG_2883	NA
MSMEG_2884	NA
MSMEG_2885	NA
MSMEG_2886	NA
MSMEG_2887	NA
MSMEG_2888	NA
MSMEG_2889	NA
MSMEG_2890	6.1000
MSMEG_2891	NA
MSMEG_2892	NA
MSMEG_2893	NA
MSMEG_2894	NA
MSMEG_2895	12.1000
MSMEG_2896	NA
MSMEG_2897	4.7000
MSMEG_2898	13.1000
MSMEG_2899	4.8000
MSMEG_2900	5.8000
MSMEG_2901	9.2000
MSMEG_2902	4.2000
MSMEG_2904	NA
MSMEG_2905	NA
MSMEG_2906	NA
MSMEG_2907	NA
MSMEG_2908	NA
MSMEG_2909	NA
MSMEG_2910	NA
MSMEG_2911	5.9000
MSMEG_2912	NA
MSMEG_2913	NA
MSMEG_2914	NA
MSMEG_2915	NA
MSMEG_2916	NA
MSMEG_2917	NA
MSMEG_2918	NA
MSMEG_2919	5.4000
MSMEG_2920	NA
MSMEG_2921	NA
MSMEG_2922	NA
MSMEG_2923	4.1000
MSMEG_2924	NA
MSMEG_2925	NA
MSMEG_2926	NA
MSMEG_2927	NA
MSMEG_2928	NA
MSMEG_2929	3.8000
MSMEG_2930	NA
MSMEG_2931	8.1000
MSMEG_2932	7.3600
MSMEG_2933	NA
MSMEG_2934	11.6200
MSMEG_2935	NA
MSMEG_2936	12.5000
MSMEG_2937	6.1000
MSMEG_2938	NA
MSMEG_2939	NA
MSMEG_2940	11.0000
MSMEG_2941	8.7000
MSMEG_2942	9.4000
MSMEG_2943	11.1000
MSMEG_2944	NA
MSMEG_2945	NA
MSMEG_2946	13.7000
MSMEG_2947	14.7000
MSMEG_2948	NA
MSMEG_2949	NA
MSMEG_2950	NA
MSMEG_2951	NA
MSMEG_2952	NA
MSMEG_2953	8.0000
MSMEG_2954	NA
MSMEG_2955	NA
MSMEG_2956	3.9000
MSMEG_2957	12.1000
MSMEG_2958	NA
MSMEG_2959	9.8000
MSMEG_2960	4.0000
MSMEG_2961	10.2000
MSMEG_2962	NA
MSMEG_2963	NA
MSMEG_2964	1.2000
MSMEG_2965	11.1000
MSMEG_2966	NA
MSMEG_2967	NA
MSMEG_2968	NA
MSMEG_2969	NA
MSMEG_2970	NA
MSMEG_2971	NA
MSMEG_2972	NA
MSMEG_2973	24.4000
MSMEG_2974	8.4100
MSMEG_2975	13.5000
MSMEG_2976	6.9000
MSMEG_2977	NA
MSMEG_2978	NA
MSMEG_2979	NA
MSMEG_2980	NA
MSMEG_2981	NA
MSMEG_2982	7.4000
MSMEG_2983	9.1000
MSMEG_2984	NA
MSMEG_2985	NA
MSMEG_2986	NA
MSMEG_2988	NA
MSMEG_2989	6.5000
MSMEG_2990	NA
MSMEG_2991	NA
MSMEG_2992	NA
MSMEG_2993	NA
MSMEG_2994	12.7000
MSMEG_2995	NA
MSMEG_2996	NA
MSMEG_2997	NA
MSMEG_2998	NA
MSMEG_2999	NA
MSMEG_3000	7.3000
MSMEG_3001	NA
MSMEG_3002	6.6000
MSMEG_3003	8.9000
MSMEG_3004	NA
MSMEG_3005	NA
MSMEG_3006	NA
MSMEG_3007	NA
MSMEG_3008	10.4000
MSMEG_3009	NA
MSMEG_3010	NA
MSMEG_3011	NA
MSMEG_3012	NA
MSMEG_3013	12.7000
MSMEG_3014	16.8000
MSMEG_3015	8.6000
MSMEG_3016	7.1000
MSMEG_3017	NA
MSMEG_3018	NA
MSMEG_3019	9.1000
MSMEG_3020	2.8000
MSMEG_3021	NA
MSMEG_3022	NA
MSMEG_3024	NA
MSMEG_3025	3.9000
MSMEG_3026	NA
MSMEG_3027	NA
MSMEG_3028	NA
MSMEG_3029	17.7000
MSMEG_3030	6.0000
MSMEG_3031	NA
MSMEG_3032	6.5000
MSMEG_3033	6.4000
MSMEG_3034	4.2000
MSMEG_3035	7.5000
MSMEG_3036	NA
MSMEG_3038	NA
MSMEG_3039	NA
MSMEG_3040	6.6000
MSMEG_3041	2.3000
MSMEG_3042	9.3200
MSMEG_3043	NA
MSMEG_3044	NA
MSMEG_3045	14.2300
MSMEG_3046	4.6000
MSMEG_3047	NA
MSMEG_3048	NA
MSMEG_3049	NA
MSMEG_3050	9.2000
MSMEG_3051	NA
MSMEG_3052	NA
MSMEG_3053	9.0000
MSMEG_3054	NA
MSMEG_3055	10.2000
MSMEG_3056	6.6000
MSMEG_3057	13.2000
MSMEG_3058	NA
MSMEG_3059	4.2000
MSMEG_3060	5.9000
MSMEG_3061	NA
MSMEG_3062	15.2000
MSMEG_3063	NA
MSMEG_3064	6.7000
MSMEG_3065	6.3000
MSMEG_3066	6.2000
MSMEG_3067	NA
MSMEG_3068	7.8000
MSMEG_3069	NA
MSMEG_3070	6.9000
MSMEG_3071	10.0000
MSMEG_3072	8.5000
MSMEG_3073	NA
MSMEG_3074	NA
MSMEG_3075	NA
MSMEG_3076	11.5000
MSMEG_3077	NA
MSMEG_3078	4.9000
MSMEG_3079	6.2000
MSMEG_3080	10.9000
MSMEG_3081	15.7000
MSMEG_3082	5.5000
MSMEG_3083	NA
MSMEG_3084	7.8000
MSMEG_3085	13.8000
MSMEG_3086	12.7000
MSMEG_3087	12.9000
MSMEG_3089	NA
MSMEG_3090	NA
MSMEG_3091	NA
MSMEG_3092	NA
MSMEG_3093	NA
MSMEG_3094	NA
MSMEG_3095	8.7000
MSMEG_3096	NA
MSMEG_3097	NA
MSMEG_3098	3.1000
MSMEG_3099	NA
MSMEG_3100	NA
MSMEG_3101	NA
MSMEG_3102	NA
MSMEG_3103	6.5000
MSMEG_3104	NA
MSMEG_3105	NA
MSMEG_3106	NA
MSMEG_3107	7.1000
MSMEG_3108	NA
MSMEG_3109	NA
MSMEG_3110	NA
MSMEG_3111	3.9000
MSMEG_3112	NA
MSMEG_3113	NA
MSMEG_3114	NA
MSMEG_3115	NA
MSMEG_3116	NA
MSMEG_3117	4.2000
MSMEG_3118	NA
MSMEG_3119	3.1000
MSMEG_3120	NA
MSMEG_3121	12.8000
MSMEG_3122	9.4000
MSMEG_3123	NA
MSMEG_3124	NA
MSMEG_3125	NA
MSMEG_3126	NA
MSMEG_3127	NA
MSMEG_3128	NA
MSMEG_3129	17.3000
MSMEG_3130	NA
MSMEG_3131	NA
MSMEG_3132	12.6000
MSMEG_3133	NA
MSMEG_3134	NA
MSMEG_3135	NA
MSMEG_3136	NA
MSMEG_3137	NA
MSMEG_3138	4.1000
MSMEG_3139	NA
MSMEG_3140	8.7000
MSMEG_3141	9.0300
MSMEG_3142	NA
MSMEG_3143	9.1000
MSMEG_3144	3.6000
MSMEG_3145	9.7600
MSMEG_3146	NA
MSMEG_3147	17.3000
MSMEG_3148	NA
MSMEG_3149	NA
MSMEG_3150	8.8600
MSMEG_3151	NA
MSMEG_3152	NA
MSMEG_3153	NA
MSMEG_3154	NA
MSMEG_3155	11.6000
MSMEG_3156	NA
MSMEG_3157	2.3000
MSMEG_3158	NA
MSMEG_3159	6.0000
MSMEG_3160	8.9000
MSMEG_3161	4.0300
MSMEG_3162	3.3000
MSMEG_3163	5.7600
MSMEG_3164	NA
MSMEG_3165	7.7000
MSMEG_3166	NA
MSMEG_3167	NA
MSMEG_3168	6.4000
MSMEG_3169	9.1000
MSMEG_3170	NA
MSMEG_3171	9.7000
MSMEG_3172	NA
MSMEG_3173	1.6000
MSMEG_3174	0.0000
MSMEG_3175	NA
MSMEG_3176	NA
MSMEG_3177	NA
MSMEG_3178	NA
MSMEG_3179	NA
MSMEG_3180	9.8000
MSMEG_3181	NA
MSMEG_3182	NA
MSMEG_3183	6.2000
MSMEG_3184	NA
MSMEG_3186	12.2000
MSMEG_3187	NA
MSMEG_3188	10.3000
MSMEG_3189	12.3000
MSMEG_3190	NA
MSMEG_3191	11.9000
MSMEG_3192	NA
MSMEG_3193	8.5000
MSMEG_3194	14.8000
MSMEG_3195	NA
MSMEG_3196	4.7000
MSMEG_3197	2.6000
MSMEG_3198	NA
MSMEG_3199	9.0000
MSMEG_3200	NA
MSMEG_3201	NA
MSMEG_3202	NA
MSMEG_3203	8.6000
MSMEG_3204	11.4000
MSMEG_3205	NA
MSMEG_3206	NA
MSMEG_3207	NA
MSMEG_3208	NA
MSMEG_3209	NA
MSMEG_3210	NA
MSMEG_3211	NA
MSMEG_3212	NA
MSMEG_3213	NA
MSMEG_3214	NA
MSMEG_3215	7.4000
MSMEG_3216	0.0000
MSMEG_3217	2.7000
MSMEG_3218	NA
MSMEG_3219	8.5000
MSMEG_3220	NA
MSMEG_3221	NA
MSMEG_3222	NA
MSMEG_3223	4.3000
MSMEG_3224	NA
MSMEG_3225	12.4000
MSMEG_3226	NA
MSMEG_3227	8.7000
MSMEG_3228	10.0000
MSMEG_3229	NA
MSMEG_3231	NA
MSMEG_3232	NA
MSMEG_3233	9.7000
MSMEG_3234	NA
MSMEG_3235	9.6500
MSMEG_3236	6.6300
MSMEG_3237	6.9000
MSMEG_3238	0.0000
MSMEG_3239	18.2000
MSMEG_3240	NA
MSMEG_3241	NA
MSMEG_3242	NA
MSMEG_3244	NA
MSMEG_3246	6.5000
MSMEG_3247	24.6000
MSMEG_3248	10.7000
MSMEG_3249	10.0000
MSMEG_3250	6.1000
MSMEG_3251	NA
MSMEG_3252	5.2000
MSMEG_3253	3.1000
MSMEG_3254	NA
MSMEG_3255	NA
MSMEG_3256	11.7000
MSMEG_3257	8.1000
MSMEG_3258	NA
MSMEG_3259	4.3000
MSMEG_3260	NA
MSMEG_3261	NA
MSMEG_3262	NA
MSMEG_3263	11.1000
MSMEG_3264	8.4000
MSMEG_3265	5.4000
MSMEG_3266	NA
MSMEG_3267	NA
MSMEG_3268	NA
MSMEG_3269	NA
MSMEG_3270	NA
MSMEG_3271	NA
MSMEG_3272	NA
MSMEG_3273	NA
MSMEG_3274	NA
MSMEG_3275	13.6300
MSMEG_3276	NA
MSMEG_3277	NA
MSMEG_3278	9.0000
MSMEG_3279	NA
MSMEG_3280	4.0000
MSMEG_3281	16.6000
MSMEG_3282	NA
MSMEG_3283	14.7000
MSMEG_3284	7.7000
MSMEG_3285	NA
MSMEG_3286	5.6000
MSMEG_3287	9.3500
MSMEG_3288	NA
MSMEG_3289	NA
MSMEG_3290	NA
MSMEG_3291	NA
MSMEG_3292	7.0000
MSMEG_3293	NA
MSMEG_3294	NA
MSMEG_3295	NA
MSMEG_3296	NA
MSMEG_3297	7.8200
MSMEG_3298	NA
MSMEG_3300	NA
MSMEG_3301	NA
MSMEG_3302	NA
MSMEG_3303	NA
MSMEG_3304	4.5000
MSMEG_3305	NA
MSMEG_3306	5.1000
MSMEG_3308	8.1300
MSMEG_3309	7.9000
MSMEG_3310	NA
MSMEG_3311	NA
MSMEG_3312	9.1000
MSMEG_3313	NA
MSMEG_3314	18.7000
MSMEG_3315	NA
MSMEG_3316	NA
MSMEG_3317	7.4000
MSMEG_3318	NA
MSMEG_3319	7.6000
MSMEG_3321	NA
MSMEG_3322	NA
MSMEG_3323	11.4600
MSMEG_3324	NA
MSMEG_3325	9.8000
MSMEG_3326	NA
MSMEG_3327	9.1000
MSMEG_3328	NA
MSMEG_3329	NA
MSMEG_3330	NA
MSMEG_3331	NA
MSMEG_3332	15.1000
MSMEG_3334	NA
MSMEG_3335	NA
MSMEG_3336	14.0000
MSMEG_3337	16.9000
MSMEG_3338	12.0000
MSMEG_3339	NA
MSMEG_3340	NA
MSMEG_3341	13.4000
MSMEG_3342	16.0000
MSMEG_3343	NA
MSMEG_3344	NA
MSMEG_3345	2.7000
MSMEG_3346	6.2000
MSMEG_3347	NA
MSMEG_3348	NA
MSMEG_3349	NA
MSMEG_3350	NA
MSMEG_3351	NA
MSMEG_3352	10.2000
MSMEG_3353	NA
MSMEG_3354	NA
MSMEG_3355	NA
MSMEG_3356	NA
MSMEG_3357	12.2000
MSMEG_3358	1.1000
MSMEG_3359	4.4000
MSMEG_3360	0.0000
MSMEG_3361	4.5000
MSMEG_3362	NA
MSMEG_3363	11.5000
MSMEG_3364	NA
MSMEG_3365	12.3000
